Date;Value;Currency/Unit
15/08/2023;104,48;EUR/MWh
16/08/2023;101,26;EUR/MWh
17/08/2023;95,68;EUR/MWh
18/08/2023;68,27;EUR/MWh
19/08/2023;90,2;EUR/MWh
20/08/2023;114,54;EUR/MWh
21/08/2023;118,63;EUR/MWh
22/08/2023;146,74;EUR/MWh
23/08/2023;144,02;EUR/MWh
24/08/2023;111,08;EUR/MWh
25/08/2023;98,37;EUR/MWh
26/08/2023;89,4;EUR/MWh
27/08/2023;103,61;EUR/MWh
28/08/2023;109,37;EUR/MWh
29/08/2023;105,43;EUR/MWh
30/08/2023;102,08;EUR/MWh
31/08/2023;101,09;EUR/MWh
01/09/2023;92,69;EUR/MWh
02/09/2023;72,93;EUR/MWh
03/09/2023;89,12;EUR/MWh
04/09/2023;93,93;EUR/MWh
05/09/2023;100,45;EUR/MWh
06/09/2023;101,27;EUR/MWh
07/09/2023;100,71;EUR/MWh
08/09/2023;92,26;EUR/MWh
09/09/2023;78,71;EUR/MWh
10/09/2023;116,55;EUR/MWh
11/09/2023;107,73;EUR/MWh
12/09/2023;105,63;EUR/MWh
13/09/2023;100,94;EUR/MWh
14/09/2023;95,78;EUR/MWh
15/09/2023;79,92;EUR/MWh
16/09/2023;72,54;EUR/MWh
17/09/2023;80,93;EUR/MWh
18/09/2023;40,26;EUR/MWh
19/09/2023;40,37;EUR/MWh
20/09/2023;82,91;EUR/MWh
21/09/2023;85,64;EUR/MWh
22/09/2023;97,67;EUR/MWh
23/09/2023;51,16;EUR/MWh
24/09/2023;87;EUR/MWh
25/09/2023;113,32;EUR/MWh
26/09/2023;103,7;EUR/MWh
27/09/2023;92,56;EUR/MWh
28/09/2023;94,72;EUR/MWh
29/09/2023;88,64;EUR/MWh
30/09/2023;68,19;EUR/MWh
01/10/2023;110,77;EUR/MWh
02/10/2023;49,47;EUR/MWh
03/10/2023;75,52;EUR/MWh
04/10/2023;92,96;EUR/MWh
05/10/2023;82,68;EUR/MWh
06/10/2023;51,18;EUR/MWh
07/10/2023;88,72;EUR/MWh
08/10/2023;114,39;EUR/MWh
09/10/2023;106,41;EUR/MWh
10/10/2023;78,88;EUR/MWh
11/10/2023;124,78;EUR/MWh
12/10/2023;69,53;EUR/MWh
13/10/2023;41,39;EUR/MWh
14/10/2023;52,63;EUR/MWh
15/10/2023;133,51;EUR/MWh
16/10/2023;112,73;EUR/MWh
17/10/2023;61,5;EUR/MWh
18/10/2023;81,16;EUR/MWh
19/10/2023;86,11;EUR/MWh
20/10/2023;42,81;EUR/MWh
21/10/2023;62,97;EUR/MWh
22/10/2023;116,07;EUR/MWh
23/10/2023;115,9;EUR/MWh
24/10/2023;108,29;EUR/MWh
25/10/2023;119,19;EUR/MWh
26/10/2023;100,71;EUR/MWh
27/10/2023;49,73;EUR/MWh
28/10/2023;16,42;EUR/MWh
29/10/2023;92,21;EUR/MWh
30/10/2023;108,79;EUR/MWh
31/10/2023;38,56;EUR/MWh
01/11/2023;57,46;EUR/MWh
02/11/2023;57,11;EUR/MWh
03/11/2023;24,55;EUR/MWh
04/11/2023;19,63;EUR/MWh
05/11/2023;73,97;EUR/MWh
06/11/2023;101,29;EUR/MWh
07/11/2023;92,58;EUR/MWh
08/11/2023;98,32;EUR/MWh
09/11/2023;93,47;EUR/MWh
10/11/2023;96,8;EUR/MWh
11/11/2023;84,44;EUR/MWh
12/11/2023;76,18;EUR/MWh
13/11/2023;65,63;EUR/MWh
14/11/2023;93,95;EUR/MWh
15/11/2023;105,27;EUR/MWh
16/11/2023;121,07;EUR/MWh
17/11/2023;85,49;EUR/MWh
18/11/2023;36,77;EUR/MWh
19/11/2023;99,44;EUR/MWh
20/11/2023;118,76;EUR/MWh
21/11/2023;109,6;EUR/MWh
22/11/2023;82,04;EUR/MWh
23/11/2023;74,18;EUR/MWh
24/11/2023;95,94;EUR/MWh
25/11/2023;117,84;EUR/MWh
26/11/2023;116,36;EUR/MWh
27/11/2023;122,78;EUR/MWh
28/11/2023;140,48;EUR/MWh
29/11/2023;168,8;EUR/MWh
30/11/2023;155,67;EUR/MWh
01/12/2023;117,22;EUR/MWh
02/12/2023;105,3;EUR/MWh
03/12/2023;111,96;EUR/MWh
04/12/2023;113,63;EUR/MWh
05/12/2023;128,62;EUR/MWh
06/12/2023;105,08;EUR/MWh
07/12/2023;102,28;EUR/MWh
08/12/2023;75,8;EUR/MWh
09/12/2023;45,35;EUR/MWh
10/12/2023;80,07;EUR/MWh
11/12/2023;88,23;EUR/MWh
12/12/2023;90,93;EUR/MWh
13/12/2023;94,18;EUR/MWh
14/12/2023;93,3;EUR/MWh
15/12/2023;74,45;EUR/MWh
16/12/2023;58,09;EUR/MWh
17/12/2023;82,84;EUR/MWh
18/12/2023;80,95;EUR/MWh
19/12/2023;67,35;EUR/MWh
20/12/2023;37,36;EUR/MWh
21/12/2023;27,5;EUR/MWh
22/12/2023;18,95;EUR/MWh
23/12/2023;0,63;EUR/MWh
24/12/2023;0,39;EUR/MWh
25/12/2023;27,09;EUR/MWh
26/12/2023;57,75;EUR/MWh
27/12/2023;21,95;EUR/MWh
28/12/2023;15,35;EUR/MWh
29/12/2023;35,02;EUR/MWh
30/12/2023;9,43;EUR/MWh
31/12/2023;13,14;EUR/MWh
01/01/2024;36,19;EUR/MWh
02/01/2024;46,11;EUR/MWh
03/01/2024;78,98;EUR/MWh
04/01/2024;90,54;EUR/MWh
05/01/2024;87,54;EUR/MWh
06/01/2024;86,32;EUR/MWh
07/01/2024;102,23;EUR/MWh
08/01/2024;106,59;EUR/MWh
09/01/2024;109,62;EUR/MWh
10/01/2024;106,79;EUR/MWh
11/01/2024;106,53;EUR/MWh
12/01/2024;87,52;EUR/MWh
13/01/2024;82,12;EUR/MWh
14/01/2024;88,9;EUR/MWh
