date,hour,day_of_week,price_euros_mwh
2021-07-13,2,1,76.95
2021-07-13,3,1,84.47
2021-07-13,4,1,98.01
2021-07-13,5,1,101.53
2021-07-13,6,1,109.88
2021-07-13,7,1,106.00
2021-07-13,8,1,102.51
2021-07-13,9,1,104.31
2021-07-13,10,1,99.39
2021-07-13,11,1,97.96
2021-07-13,12,1,95.28
2021-07-13,13,1,92.17
2021-07-13,14,1,91.92
2021-07-13,15,1,95.97
2021-07-13,16,1,98.01
2021-07-13,17,1,97.72
2021-07-13,18,1,98.97
2021-07-13,19,1,98.52
2021-07-13,20,1,95.03
2021-07-13,21,1,86.10
2021-07-13,22,1,78.00
2021-07-13,23,1,75.20
2021-07-14,0,2,72.86
2021-07-14,1,2,59.23
2021-07-14,2,2,32.44
2021-07-14,3,2,16.01
2021-07-14,4,2,10.33
2021-07-14,5,2,62.24
2021-07-14,6,2,80.20
2021-07-14,7,2,88.19
2021-07-14,8,2,84.00
2021-07-14,9,2,92.00
2021-07-14,10,2,95.41
2021-07-14,11,2,88.55
2021-07-14,12,2,76.65
2021-07-14,13,2,69.74
2021-07-14,14,2,61.99
2021-07-14,15,2,57.81
2021-07-14,16,2,72.90
2021-07-14,17,2,74.99
2021-07-14,18,2,87.50
2021-07-14,19,2,88.11
2021-07-14,20,2,85.50
2021-07-14,21,2,75.68
2021-07-14,22,2,77.95
2021-07-14,23,2,53.65
2021-07-15,0,3,42.01
2021-07-15,1,3,15.08
2021-07-15,2,3,0.10
2021-07-15,3,3,28.76
2021-07-15,4,3,42.41
2021-07-15,5,3,76.64
2021-07-15,6,3,93.05
2021-07-15,7,3,89.04
2021-07-15,8,3,91.36
2021-07-15,9,3,93.05
2021-07-15,10,3,94.79
2021-07-15,11,3,90.86
2021-07-15,12,3,85.00
2021-07-15,13,3,79.98
2021-07-15,14,3,78.12
2021-07-15,15,3,90.61
2021-07-15,16,3,94.64
2021-07-15,17,3,96.70
2021-07-15,18,3,96.30
2021-07-15,19,3,91.91
2021-07-15,20,3,90.86
2021-07-15,21,3,85.17
2021-07-15,22,3,79.14
2021-07-15,23,3,74.91
2021-07-16,0,4,71.78
2021-07-16,1,4,64.46
2021-07-16,2,4,59.79
2021-07-16,3,4,76.67
2021-07-16,4,4,89.97
2021-07-16,5,4,97.43
2021-07-16,6,4,101.55
2021-07-16,7,4,97.91
2021-07-16,8,4,93.37
2021-07-16,9,4,90.42
2021-07-16,10,4,89.06
2021-07-16,11,4,78.01
2021-07-16,12,4,74.15
2021-07-16,13,4,70.28
2021-07-16,14,4,70.48
2021-07-16,15,4,77.91
2021-07-16,16,4,90.00
2021-07-16,17,4,93.05
2021-07-16,18,4,96.05
2021-07-16,19,4,94.90
2021-07-16,20,4,91.17
2021-07-16,21,4,81.17
2021-07-16,22,4,72.87
2021-07-16,23,4,70.01
2021-07-17,0,5,66.02
2021-07-17,1,5,60.38
2021-07-17,2,5,57.47
2021-07-17,3,5,56.86
2021-07-17,4,5,62.27
2021-07-17,5,5,70.08
2021-07-17,6,5,75.56
2021-07-17,7,5,73.84
2021-07-17,8,5,70.10
2021-07-17,9,5,66.69
2021-07-17,10,5,60.50
2021-07-17,11,5,48.23
2021-07-17,12,5,30.08
2021-07-17,13,5,16.92
2021-07-17,14,5,29.01
2021-07-17,15,5,51.07
2021-07-17,16,5,68.03
2021-07-17,17,5,77.56
2021-07-17,18,5,82.01
2021-07-17,19,5,83.08
2021-07-17,20,5,86.59
2021-07-17,21,5,85.91
2021-07-17,22,5,66.83
2021-07-17,23,5,55.75
2021-07-18,0,6,50.86
2021-07-18,1,6,50.14
2021-07-18,2,6,45.46
2021-07-18,3,6,46.28
2021-07-18,4,6,50.79
2021-07-18,5,6,43.44
2021-07-18,6,6,54.82
2021-07-18,7,6,46.57
2021-07-18,8,6,35.33
2021-07-18,9,6,25.78
2021-07-18,10,6,19.56
2021-07-18,11,6,0.10
2021-07-18,12,6,-1.04
2021-07-18,13,6,-5.00
2021-07-18,14,6,0.01
2021-07-18,15,6,22.50
2021-07-18,16,6,58.02
2021-07-18,17,6,74.62
2021-07-18,18,6,85.28
2021-07-18,19,6,90.38
2021-07-18,20,6,94.19
2021-07-18,21,6,91.13
2021-07-18,22,6,76.97
2021-07-18,23,6,68.78
2021-07-19,0,0,66.73
2021-07-19,1,0,65.63
2021-07-19,2,0,65.80
2021-07-19,3,0,73.48
2021-07-19,4,0,93.48
2021-07-19,5,0,99.66
2021-07-19,6,0,105.05
2021-07-19,7,0,98.99
2021-07-19,8,0,95.00
2021-07-19,9,0,93.10
2021-07-19,10,0,89.36
2021-07-19,11,0,86.54
2021-07-19,12,0,80.00
2021-07-19,13,0,78.41
2021-07-19,14,0,85.11
2021-07-19,15,0,93.70
2021-07-19,16,0,100.00
2021-07-19,17,0,109.28
2021-07-19,18,0,108.82
2021-07-19,19,0,109.28
2021-07-19,20,0,103.86
2021-07-19,21,0,97.78
2021-07-19,22,0,85.70
2021-07-19,23,0,81.31
2021-07-20,0,1,79.70
2021-07-20,1,1,77.38
2021-07-20,2,1,77.93
2021-07-20,3,1,80.90
2021-07-20,4,1,94.94
2021-07-20,5,1,108.57
2021-07-20,6,1,111.36
2021-07-20,7,1,102.11
2021-07-20,8,1,93.01
2021-07-20,9,1,88.92
2021-07-20,10,1,85.00
2021-07-20,11,1,78.30
2021-07-20,12,1,77.95
2021-07-20,13,1,78.45
2021-07-20,14,1,80.30
2021-07-20,15,1,86.52
2021-07-20,16,1,98.34
2021-07-20,17,1,106.00
2021-07-20,18,1,108.65
2021-07-20,19,1,109.97
2021-07-20,20,1,106.00
2021-07-20,21,1,91.00
2021-07-20,22,1,82.01
2021-07-20,23,1,78.18
2021-07-21,0,2,76.15
2021-07-21,1,2,76.50
2021-07-21,2,2,76.30
2021-07-21,3,2,80.00
2021-07-21,4,2,93.26
2021-07-21,5,2,106.56
2021-07-21,6,2,108.45
2021-07-21,7,2,95.91
2021-07-21,8,2,87.07
2021-07-21,9,2,88.03
2021-07-21,10,2,88.57
2021-07-21,11,2,82.47
2021-07-21,12,2,81.08
2021-07-21,13,2,80.06
2021-07-21,14,2,82.05
2021-07-21,15,2,90.73
2021-07-21,16,2,101.78
2021-07-21,17,2,108.45
2021-07-21,18,2,110.64
2021-07-21,19,2,110.00
2021-07-21,20,2,104.59
2021-07-21,21,2,95.50
2021-07-21,22,2,83.01
2021-07-21,23,2,77.36
2021-07-22,0,3,75.99
2021-07-22,1,3,75.01
2021-07-22,2,3,74.12
2021-07-22,3,3,78.10
2021-07-22,4,3,95.06
2021-07-22,5,3,103.77
2021-07-22,6,3,105.25
2021-07-22,7,3,96.92
2021-07-22,8,3,88.08
2021-07-22,9,3,85.37
2021-07-22,10,3,84.92
2021-07-22,11,3,78.59
2021-07-22,12,3,80.91
2021-07-22,13,3,80.17
2021-07-22,14,3,79.92
2021-07-22,15,3,87.98
2021-07-22,16,3,95.96
2021-07-22,17,3,102.00
2021-07-22,18,3,105.00
2021-07-22,19,3,102.03
2021-07-22,20,3,97.06
2021-07-22,21,3,83.94
2021-07-22,22,3,86.03
2021-07-22,23,3,80.10
2021-07-23,0,4,76.49
2021-07-23,1,4,75.10
2021-07-23,2,4,74.31
2021-07-23,3,4,75.28
2021-07-23,4,4,89.15
2021-07-23,5,4,105.63
2021-07-23,6,4,106.91
2021-07-23,7,4,98.06
2021-07-23,8,4,93.01
2021-07-23,9,4,89.95
2021-07-23,10,4,88.09
2021-07-23,11,4,79.19
2021-07-23,12,4,76.44
2021-07-23,13,4,75.01
2021-07-23,14,4,75.80
2021-07-23,15,4,85.45
2021-07-23,16,4,92.54
2021-07-23,17,4,98.96
2021-07-23,18,4,100.03
2021-07-23,19,4,99.72
2021-07-23,20,4,95.15
2021-07-23,21,4,89.92
2021-07-23,22,4,85.00
2021-07-23,23,4,80.42
2021-07-24,0,5,76.30
2021-07-24,1,5,69.34
2021-07-24,2,5,60.14
2021-07-24,3,5,63.58
2021-07-24,4,5,71.30
2021-07-24,5,5,75.86
2021-07-24,6,5,78.30
2021-07-24,7,5,78.81
2021-07-24,8,5,75.53
2021-07-24,9,5,72.03
2021-07-24,10,5,70.30
2021-07-24,11,5,64.04
2021-07-24,12,5,63.10
2021-07-24,13,5,65.01
2021-07-24,14,5,68.91
2021-07-24,15,5,77.72
2021-07-24,16,5,85.07
2021-07-24,17,5,90.21
2021-07-24,18,5,90.04
2021-07-24,19,5,87.00
2021-07-24,20,5,88.49
2021-07-24,21,5,91.36
2021-07-24,22,5,67.46
2021-07-24,23,5,63.83
2021-07-25,0,6,54.69
2021-07-25,1,6,49.06
2021-07-25,2,6,49.09
2021-07-25,3,6,49.10
2021-07-25,4,6,49.08
2021-07-25,5,6,49.15
2021-07-25,6,6,53.58
2021-07-25,7,6,52.41
2021-07-25,8,6,49.23
2021-07-25,9,6,50.30
2021-07-25,10,6,49.90
2021-07-25,11,6,48.56
2021-07-25,12,6,46.74
2021-07-25,13,6,47.15
2021-07-25,14,6,47.84
2021-07-25,15,6,66.89
2021-07-25,16,6,80.40
2021-07-25,17,6,87.77
2021-07-25,18,6,91.46
2021-07-25,19,6,91.85
2021-07-25,20,6,91.86
2021-07-25,21,6,85.93
2021-07-25,22,6,84.26
2021-07-25,23,6,74.00
2021-07-26,0,0,70.47
2021-07-26,1,0,61.35
2021-07-26,2,0,47.96
2021-07-26,3,0,67.96
2021-07-26,4,0,84.62
2021-07-26,5,0,94.52
2021-07-26,6,0,102.00
2021-07-26,7,0,99.06
2021-07-26,8,0,91.68
2021-07-26,9,0,89.98
2021-07-26,10,0,86.83
2021-07-26,11,0,82.40
2021-07-26,12,0,81.99
2021-07-26,13,0,83.43
2021-07-26,14,0,83.41
2021-07-26,15,0,91.73
2021-07-26,16,0,103.41
2021-07-26,17,0,105.61
2021-07-26,18,0,108.23
2021-07-26,19,0,104.82
2021-07-26,20,0,95.00
2021-07-26,21,0,83.94
2021-07-26,22,0,80.08
2021-07-26,23,0,75.30
2021-07-27,0,1,72.55
2021-07-27,1,1,68.06
2021-07-27,2,1,67.62
2021-07-27,3,1,67.11
2021-07-27,4,1,78.27
2021-07-27,5,1,98.78
2021-07-27,6,1,100.98
2021-07-27,7,1,89.27
2021-07-27,8,1,84.08
2021-07-27,9,1,83.67
2021-07-27,10,1,83.00
2021-07-27,11,1,79.43
2021-07-27,12,1,78.00
2021-07-27,13,1,79.80
2021-07-27,14,1,82.86
2021-07-27,15,1,88.01
2021-07-27,16,1,96.52
2021-07-27,17,1,98.85
2021-07-27,18,1,99.10
2021-07-27,19,1,98.62
2021-07-27,20,1,93.99
2021-07-27,21,1,81.42
2021-07-27,22,1,82.59
2021-07-27,23,1,75.41
2021-07-28,0,2,69.23
2021-07-28,1,2,39.31
2021-07-28,2,2,19.52
2021-07-28,3,2,53.62
2021-07-28,4,2,60.39
2021-07-28,5,2,81.42
2021-07-28,6,2,87.43
2021-07-28,7,2,94.95
2021-07-28,8,2,85.08
2021-07-28,9,2,79.95
2021-07-28,10,2,74.47
2021-07-28,11,2,60.79
2021-07-28,12,2,55.91
2021-07-28,13,2,33.80
2021-07-28,14,2,32.83
2021-07-28,15,2,33.07
2021-07-28,16,2,76.92
2021-07-28,17,2,83.64
2021-07-28,18,2,86.59
2021-07-28,19,2,86.29
2021-07-28,20,2,83.02
2021-07-28,21,2,71.49
2021-07-28,22,2,55.58
2021-07-28,23,2,49.59
2021-07-29,0,3,30.81
2021-07-29,1,3,5.98
2021-07-29,2,3,-0.07
2021-07-29,3,3,28.34
2021-07-29,4,3,29.39
2021-07-29,5,3,64.04
2021-07-29,6,3,65.94
2021-07-29,7,3,50.72
2021-07-29,8,3,35.22
2021-07-29,9,3,32.52
2021-07-29,10,3,32.89
2021-07-29,11,3,25.67
2021-07-29,12,3,19.95
2021-07-29,13,3,31.45
2021-07-29,14,3,29.06
2021-07-29,15,3,48.33
2021-07-29,16,3,74.98
2021-07-29,17,3,91.35
2021-07-29,18,3,94.26
2021-07-29,19,3,95.98
2021-07-29,20,3,92.95
2021-07-29,21,3,82.95
2021-07-29,22,3,62.13
2021-07-29,23,3,52.94
2021-07-30,0,4,50.07
2021-07-30,1,4,29.49
2021-07-30,2,4,11.87
2021-07-30,3,4,37.87
2021-07-30,4,4,48.64
2021-07-30,5,4,69.64
2021-07-30,6,4,84.39
2021-07-30,7,4,63.28
2021-07-30,8,4,56.18
2021-07-30,9,4,50.31
2021-07-30,10,4,48.70
2021-07-30,11,4,27.10
2021-07-30,12,4,14.39
2021-07-30,13,4,0.09
2021-07-30,14,4,0.09
2021-07-30,15,4,17.42
2021-07-30,16,4,31.96
2021-07-30,17,4,37.21
2021-07-30,18,4,38.47
2021-07-30,19,4,43.90
2021-07-30,20,4,78.37
2021-07-30,21,4,69.62
2021-07-30,22,4,33.06
2021-07-30,23,4,8.89
2021-07-31,0,5,0.06
2021-07-31,1,5,-5.00
2021-07-31,2,5,-4.62
2021-07-31,3,5,0.06
2021-07-31,4,5,5.01
2021-07-31,5,5,14.01
2021-07-31,6,5,36.16
2021-07-31,7,5,26.66
2021-07-31,8,5,27.91
2021-07-31,9,5,32.05
2021-07-31,10,5,32.35
2021-07-31,11,5,15.97
2021-07-31,12,5,8.25
2021-07-31,13,5,3.87
2021-07-31,14,5,2.13
2021-07-31,15,5,13.32
2021-07-31,16,5,50.70
2021-07-31,17,5,66.46
2021-07-31,18,5,71.77
2021-07-31,19,5,70.91
2021-07-31,20,5,76.55
2021-07-31,21,5,72.36
2021-07-31,22,5,57.96
2021-07-31,23,5,52.89
2021-08-01,0,6,52.21
2021-08-01,1,6,34.45
2021-08-01,2,6,31.32
2021-08-01,3,6,27.49
2021-08-01,4,6,40.07
2021-08-01,5,6,28.13
2021-08-01,6,6,42.15
2021-08-01,7,6,50.63
2021-08-01,8,6,52.98
2021-08-01,9,6,49.10
2021-08-01,10,6,57.24
2021-08-01,11,6,43.16
2021-08-01,12,6,35.30
2021-08-01,13,6,20.28
2021-08-01,14,6,34.86
2021-08-01,15,6,40.65
2021-08-01,16,6,51.30
2021-08-01,17,6,76.69
2021-08-01,18,6,81.84
2021-08-01,19,6,82.89
2021-08-01,20,6,79.51
2021-08-01,21,6,80.55
2021-08-01,22,6,62.01
2021-08-01,23,6,60.87
2021-08-02,0,0,60.57
2021-08-02,1,0,54.53
2021-08-02,2,0,52.53
2021-08-02,3,0,61.01
2021-08-02,4,0,82.18
2021-08-02,5,0,89.92
2021-08-02,6,0,97.47
2021-08-02,7,0,96.62
2021-08-02,8,0,84.67
2021-08-02,9,0,79.95
2021-08-02,10,0,81.48
2021-08-02,11,0,70.08
2021-08-02,12,0,68.17
2021-08-02,13,0,68.67
2021-08-02,14,0,69.97
2021-08-02,15,0,82.67
2021-08-02,16,0,95.60
2021-08-02,17,0,108.41
2021-08-02,18,0,105.82
2021-08-02,19,0,106.49
2021-08-02,20,0,104.97
2021-08-02,21,0,92.91
2021-08-02,22,0,85.42
2021-08-02,23,0,78.59
2021-08-03,0,1,77.79
2021-08-03,1,1,75.03
2021-08-03,2,1,65.58
2021-08-03,3,1,77.54
2021-08-03,4,1,64.16
2021-08-03,5,1,87.41
2021-08-03,6,1,112.76
2021-08-03,7,1,104.06
2021-08-03,8,1,96.23
2021-08-03,9,1,95.21
2021-08-03,10,1,94.79
2021-08-03,11,1,88.96
2021-08-03,12,1,85.48
2021-08-03,13,1,85.42
2021-08-03,14,1,87.93
2021-08-03,15,1,89.13
2021-08-03,16,1,100.85
2021-08-03,17,1,107.52
2021-08-03,18,1,108.82
2021-08-03,19,1,110.00
2021-08-03,20,1,104.90
2021-08-03,21,1,90.82
2021-08-03,22,1,86.10
2021-08-03,23,1,80.23
2021-08-04,0,2,77.02
2021-08-04,1,2,64.64
2021-08-04,2,2,40.10
2021-08-04,3,2,62.92
2021-08-04,4,2,84.99
2021-08-04,5,2,91.24
2021-08-04,6,2,115.00
2021-08-04,7,2,114.68
2021-08-04,8,2,110.77
2021-08-04,9,2,101.98
2021-08-04,10,2,98.44
2021-08-04,11,2,95.91
2021-08-04,12,2,90.83
2021-08-04,13,2,90.02
2021-08-04,14,2,88.91
2021-08-04,15,2,95.97
2021-08-04,16,2,102.85
2021-08-04,17,2,105.00
2021-08-04,18,2,106.99
2021-08-04,19,2,105.22
2021-08-04,20,2,99.22
2021-08-04,21,2,90.03
2021-08-04,22,2,85.53
2021-08-04,23,2,80.99
2021-08-05,0,3,78.15
2021-08-05,1,3,63.91
2021-08-05,2,3,70.56
2021-08-05,3,3,76.97
2021-08-05,4,3,89.93
2021-08-05,5,3,107.12
2021-08-05,6,3,112.66
2021-08-05,7,3,112.10
2021-08-05,8,3,108.14
2021-08-05,9,3,101.00
2021-08-05,10,3,99.00
2021-08-05,11,3,88.79
2021-08-05,12,3,82.99
2021-08-05,13,3,76.23
2021-08-05,14,3,49.48
2021-08-05,15,3,66.44
2021-08-05,16,3,85.00
2021-08-05,17,3,100.50
2021-08-05,18,3,90.78
2021-08-05,19,3,89.04
2021-08-05,20,3,83.00
2021-08-05,21,3,70.60
2021-08-05,22,3,10.00
2021-08-05,23,3,0.64
2021-08-06,0,4,0.00
2021-08-06,1,4,-33.70
2021-08-06,2,4,-37.93
2021-08-06,3,4,-10.44
2021-08-06,4,4,-0.02
2021-08-06,5,4,4.83
2021-08-06,6,4,23.39
2021-08-06,7,4,17.52
2021-08-06,8,4,20.04
2021-08-06,9,4,8.83
2021-08-06,10,4,20.10
2021-08-06,11,4,7.28
2021-08-06,12,4,0.41
2021-08-06,13,4,-0.05
2021-08-06,14,4,6.73
2021-08-06,15,4,6.64
2021-08-06,16,4,29.89
2021-08-06,17,4,67.00
2021-08-06,18,4,80.47
2021-08-06,19,4,80.98
2021-08-06,20,4,79.24
2021-08-06,21,4,69.31
2021-08-06,22,4,64.53
2021-08-06,23,4,59.03
2021-08-07,0,5,57.78
2021-08-07,1,5,45.52
2021-08-07,2,5,39.13
2021-08-07,3,5,40.31
2021-08-07,4,5,37.92
2021-08-07,5,5,22.69
2021-08-07,6,5,51.93
2021-08-07,7,5,59.90
2021-08-07,8,5,56.14
2021-08-07,9,5,53.61
2021-08-07,10,5,53.53
2021-08-07,11,5,42.80
2021-08-07,12,5,15.87
2021-08-07,13,5,7.00
2021-08-07,14,5,0.08
2021-08-07,15,5,1.93
2021-08-07,16,5,12.78
2021-08-07,17,5,59.98
2021-08-07,18,5,61.86
2021-08-07,19,5,69.00
2021-08-07,20,5,64.19
2021-08-07,21,5,58.02
2021-08-07,22,5,4.38
2021-08-07,23,5,0.06
2021-08-08,0,6,0.67
2021-08-08,1,6,-4.50
2021-08-08,2,6,-13.08
2021-08-08,3,6,-8.05
2021-08-08,4,6,-16.59
2021-08-08,5,6,-9.51
2021-08-08,6,6,-0.17
2021-08-08,7,6,-4.37
2021-08-08,8,6,-3.73
2021-08-08,9,6,-13.31
2021-08-08,10,6,-16.60
2021-08-08,11,6,-43.30
2021-08-08,12,6,-63.03
2021-08-08,13,6,-59.69
2021-08-08,14,6,-34.20
2021-08-08,15,6,-5.42
2021-08-08,16,6,-0.07
2021-08-08,17,6,42.99
2021-08-08,18,6,68.05
2021-08-08,19,6,65.90
2021-08-08,20,6,63.73
2021-08-08,21,6,56.58
2021-08-08,22,6,44.04
2021-08-08,23,6,39.20
2021-08-09,0,0,38.27
2021-08-09,1,0,31.92
2021-08-09,2,0,18.42
2021-08-09,3,0,49.05
2021-08-09,4,0,70.22
2021-08-09,5,0,82.39
2021-08-09,6,0,86.90
2021-08-09,7,0,79.13
2021-08-09,8,0,65.55
2021-08-09,9,0,58.43
2021-08-09,10,0,60.12
2021-08-09,11,0,54.53
2021-08-09,12,0,47.95
2021-08-09,13,0,54.97
2021-08-09,14,0,56.95
2021-08-09,15,0,74.96
2021-08-09,16,0,91.37
2021-08-09,17,0,102.91
2021-08-09,18,0,107.61
2021-08-09,19,0,103.00
2021-08-09,20,0,96.34
2021-08-09,21,0,83.65
2021-08-09,22,0,73.65
2021-08-09,23,0,70.96
2021-08-10,0,1,67.29
2021-08-10,1,1,17.68
2021-08-10,2,1,29.28
2021-08-10,3,1,65.14
2021-08-10,4,1,85.96
2021-08-10,5,1,105.23
2021-08-10,6,1,115.00
2021-08-10,7,1,106.35
2021-08-10,8,1,97.28
2021-08-10,9,1,88.12
2021-08-10,10,1,84.60
2021-08-10,11,1,79.91
2021-08-10,12,1,74.07
2021-08-10,13,1,75.49
2021-08-10,14,1,80.35
2021-08-10,15,1,89.51
2021-08-10,16,1,104.54
2021-08-10,17,1,116.29
2021-08-10,18,1,120.00
2021-08-10,19,1,120.00
2021-08-10,20,1,111.60
2021-08-10,21,1,92.25
2021-08-10,22,1,91.07
2021-08-10,23,1,85.10
2021-08-11,0,2,83.93
2021-08-11,1,2,82.10
2021-08-11,2,2,82.32
2021-08-11,3,2,88.51
2021-08-11,4,2,107.00
2021-08-11,5,2,114.98
2021-08-11,6,2,121.61
2021-08-11,7,2,108.98
2021-08-11,8,2,92.97
2021-08-11,9,2,88.63
2021-08-11,10,2,84.60
2021-08-11,11,2,82.21
2021-08-11,12,2,80.29
2021-08-11,13,2,82.96
2021-08-11,14,2,88.05
2021-08-11,15,2,104.47
2021-08-11,16,2,115.00
2021-08-11,17,2,124.75
2021-08-11,18,2,125.43
2021-08-11,19,2,125.01
2021-08-11,20,2,117.00
2021-08-11,21,2,103.00
2021-08-11,22,2,96.67
2021-08-11,23,2,91.70
2021-08-12,0,3,90.05
2021-08-12,1,3,87.00
2021-08-12,2,3,84.64
2021-08-12,3,3,87.02
2021-08-12,4,3,106.92
2021-08-12,5,3,120.00
2021-08-12,6,3,120.77
2021-08-12,7,3,109.00
2021-08-12,8,3,102.72
2021-08-12,9,3,98.06
2021-08-12,10,3,95.00
2021-08-12,11,3,91.94
2021-08-12,12,3,92.99
2021-08-12,13,3,94.95
2021-08-12,14,3,100.91
2021-08-12,15,3,111.40
2021-08-12,16,3,123.51
2021-08-12,17,3,128.37
2021-08-12,18,3,130.00
2021-08-12,19,3,128.77
2021-08-12,20,3,119.00
2021-08-12,21,3,107.12
2021-08-12,22,3,94.87
2021-08-12,23,3,85.37
2021-08-13,0,4,81.01
2021-08-13,1,4,79.96
2021-08-13,2,4,81.30
2021-08-13,3,4,85.26
2021-08-13,4,4,92.22
2021-08-13,5,4,114.92
2021-08-13,6,4,121.93
2021-08-13,7,4,109.66
2021-08-13,8,4,99.98
2021-08-13,9,4,88.02
2021-08-13,10,4,83.75
2021-08-13,11,4,74.05
2021-08-13,12,4,72.04
2021-08-13,13,4,71.95
2021-08-13,14,4,72.58
2021-08-13,15,4,86.13
2021-08-13,16,4,104.91
2021-08-13,17,4,117.48
2021-08-13,18,4,115.68
2021-08-13,19,4,115.77
2021-08-13,20,4,106.91
2021-08-13,21,4,92.19
2021-08-13,22,4,78.02
2021-08-13,23,4,75.66
2021-08-14,0,5,71.55
2021-08-14,1,5,69.45
2021-08-14,2,5,69.06
2021-08-14,3,5,69.20
2021-08-14,4,5,69.70
2021-08-14,5,5,73.51
2021-08-14,6,5,75.02
2021-08-14,7,5,73.86
2021-08-14,8,5,63.26
2021-08-14,9,5,58.08
2021-08-14,10,5,59.25
2021-08-14,11,5,44.77
2021-08-14,12,5,36.97
2021-08-14,13,5,29.51
2021-08-14,14,5,50.49
2021-08-14,15,5,66.48
2021-08-14,16,5,80.72
2021-08-14,17,5,96.18
2021-08-14,18,5,101.16
2021-08-14,19,5,99.18
2021-08-14,20,5,92.07
2021-08-14,21,5,78.45
2021-08-14,22,5,73.70
2021-08-14,23,5,69.88
2021-08-15,0,6,64.92
2021-08-15,1,6,62.43
2021-08-15,2,6,48.89
2021-08-15,3,6,22.94
2021-08-15,4,6,32.84
2021-08-15,5,6,31.36
2021-08-15,6,6,54.04
2021-08-15,7,6,53.54
2021-08-15,8,6,53.67
2021-08-15,9,6,53.05
2021-08-15,10,6,52.95
2021-08-15,11,6,30.06
2021-08-15,12,6,12.50
2021-08-15,13,6,20.41
2021-08-15,14,6,23.81
2021-08-15,15,6,37.21
2021-08-15,16,6,39.67
2021-08-15,17,6,69.43
2021-08-15,18,6,84.04
2021-08-15,19,6,87.61
2021-08-15,20,6,86.77
2021-08-15,21,6,76.95
2021-08-15,22,6,36.16
2021-08-15,23,6,15.14
2021-08-16,0,0,10.42
2021-08-16,1,0,-4.63
2021-08-16,2,0,-8.48
2021-08-16,3,0,14.06
2021-08-16,4,0,25.50
2021-08-16,5,0,52.23
2021-08-16,6,0,92.93
2021-08-16,7,0,78.99
2021-08-16,8,0,69.84
2021-08-16,9,0,53.13
2021-08-16,10,0,58.10
2021-08-16,11,0,48.89
2021-08-16,12,0,24.56
2021-08-16,13,0,34.05
2021-08-16,14,0,19.65
2021-08-16,15,0,39.15
2021-08-16,16,0,71.00
2021-08-16,17,0,78.13
2021-08-16,18,0,79.12
2021-08-16,19,0,82.84
2021-08-16,20,0,83.69
2021-08-16,21,0,83.15
2021-08-16,22,0,59.64
2021-08-16,23,0,49.93
2021-08-17,0,1,39.94
2021-08-17,1,1,14.47
2021-08-17,2,1,33.82
2021-08-17,3,1,49.69
2021-08-17,4,1,64.35
2021-08-17,5,1,74.97
2021-08-17,6,1,83.70
2021-08-17,7,1,73.46
2021-08-17,8,1,70.65
2021-08-17,9,1,65.07
2021-08-17,10,1,72.08
2021-08-17,11,1,60.06
2021-08-17,12,1,55.15
2021-08-17,13,1,54.68
2021-08-17,14,1,54.18
2021-08-17,15,1,69.09
2021-08-17,16,1,85.36
2021-08-17,17,1,96.80
2021-08-17,18,1,97.68
2021-08-17,19,1,100.50
2021-08-17,20,1,97.34
2021-08-17,21,1,79.58
2021-08-17,22,1,61.65
2021-08-17,23,1,60.42
2021-08-18,0,2,61.72
2021-08-18,1,2,51.39
2021-08-18,2,2,43.75
2021-08-18,3,2,56.79
2021-08-18,4,2,79.32
2021-08-18,5,2,95.97
2021-08-18,6,2,98.10
2021-08-18,7,2,96.52
2021-08-18,8,2,97.20
2021-08-18,9,2,95.92
2021-08-18,10,2,90.81
2021-08-18,11,2,76.99
2021-08-18,12,2,74.07
2021-08-18,13,2,74.25
2021-08-18,14,2,68.26
2021-08-18,15,2,75.04
2021-08-18,16,2,89.43
2021-08-18,17,2,99.82
2021-08-18,18,2,101.19
2021-08-18,19,2,100.91
2021-08-18,20,2,91.17
2021-08-18,21,2,82.35
2021-08-18,22,2,72.24
2021-08-18,23,2,66.43
2021-08-19,0,3,62.69
2021-08-19,1,3,61.01
2021-08-19,2,3,58.86
2021-08-19,3,3,66.01
2021-08-19,4,3,83.90
2021-08-19,5,3,99.03
2021-08-19,6,3,106.20
2021-08-19,7,3,108.46
2021-08-19,8,3,107.60
2021-08-19,9,3,102.97
2021-08-19,10,3,102.00
2021-08-19,11,3,94.40
2021-08-19,12,3,92.14
2021-08-19,13,3,91.29
2021-08-19,14,3,91.93
2021-08-19,15,3,100.51
2021-08-19,16,3,114.94
2021-08-19,17,3,126.78
2021-08-19,18,3,128.12
2021-08-19,19,3,119.61
2021-08-19,20,3,110.07
2021-08-19,21,3,100.00
2021-08-19,22,3,95.00
2021-08-19,23,3,86.22
2021-08-20,0,4,83.73
2021-08-20,1,4,83.20
2021-08-20,2,4,83.96
2021-08-20,3,4,84.76
2021-08-20,4,4,100.15
2021-08-20,5,4,109.00
2021-08-20,6,4,116.66
2021-08-20,7,4,114.00
2021-08-20,8,4,106.99
2021-08-20,9,4,105.00
2021-08-20,10,4,99.11
2021-08-20,11,4,90.00
2021-08-20,12,4,85.18
2021-08-20,13,4,84.81
2021-08-20,14,4,90.01
2021-08-20,15,4,103.31
2021-08-20,16,4,113.27
2021-08-20,17,4,123.20
2021-08-20,18,4,126.14
2021-08-20,19,4,124.93
