date,hour,day_of_week,price_euros_mwh
2021-11-19,22,4,225.79
2021-11-19,23,4,229.59
2021-11-20,0,5,217.90
2021-11-20,1,5,206.40
2021-11-20,2,5,191.65
2021-11-20,3,5,188.00
2021-11-20,4,5,191.24
2021-11-20,5,5,216.96
2021-11-20,6,5,230.77
2021-11-20,7,5,251.08
2021-11-20,8,5,238.81
2021-11-20,9,5,223.76
2021-11-20,10,5,217.90
2021-11-20,11,5,224.60
2021-11-20,12,5,214.72
2021-11-20,13,5,210.80
2021-11-20,14,5,218.59
2021-11-20,15,5,230.00
2021-11-20,16,5,262.57
2021-11-20,17,5,290.16
2021-11-20,18,5,298.40
2021-11-20,19,5,260.00
2021-11-20,20,5,249.19
2021-11-20,21,5,240.01
2021-11-20,22,5,244.00
2021-11-20,23,5,269.66
2021-11-21,0,6,250.01
2021-11-21,1,6,239.32
2021-11-21,2,6,225.19
2021-11-21,3,6,217.63
2021-11-21,4,6,224.24
2021-11-21,5,6,218.59
2021-11-21,6,6,213.73
2021-11-21,7,6,212.07
2021-11-21,8,6,223.77
2021-11-21,9,6,224.13
2021-11-21,10,6,221.63
2021-11-21,11,6,222.37
2021-11-21,12,6,213.39
2021-11-21,13,6,207.92
2021-11-21,14,6,207.79
2021-11-21,15,6,220.00
2021-11-21,16,6,240.00
2021-11-21,17,6,253.24
2021-11-21,18,6,257.63
2021-11-21,19,6,242.50
2021-11-21,20,6,220.05
2021-11-21,21,6,211.69
2021-11-21,22,6,203.54
2021-11-21,23,6,196.84
2021-11-22,0,0,192.87
2021-11-22,1,0,186.31
2021-11-22,2,0,175.11
2021-11-22,3,0,169.85
2021-11-22,4,0,202.70
2021-11-22,5,0,240.00
2021-11-22,6,0,286.93
2021-11-22,7,0,299.90
2021-11-22,8,0,296.23
2021-11-22,9,0,285.27
2021-11-22,10,0,269.74
2021-11-22,11,0,259.39
2021-11-22,12,0,252.76
2021-11-22,13,0,254.92
2021-11-22,14,0,275.54
2021-11-22,15,0,284.81
2021-11-22,16,0,318.87
2021-11-22,17,0,312.66
2021-11-22,18,0,312.90
2021-11-22,19,0,277.65
2021-11-22,20,0,240.72
2021-11-22,21,0,228.85
2021-11-22,22,0,223.42
2021-11-22,23,0,215.00
2021-11-23,0,1,203.98
2021-11-23,1,1,199.00
2021-11-23,2,1,193.06
2021-11-23,3,1,190.83
2021-11-23,4,1,199.80
2021-11-23,5,1,237.62
2021-11-23,6,1,305.71
2021-11-23,7,1,320.00
2021-11-23,8,1,312.84
2021-11-23,9,1,300.00
2021-11-23,10,1,286.83
2021-11-23,11,1,278.30
2021-11-23,12,1,274.95
2021-11-23,13,1,291.85
2021-11-23,14,1,300.00
2021-11-23,15,1,317.34
2021-11-23,16,1,348.21
2021-11-23,17,1,342.13
2021-11-23,18,1,330.03
2021-11-23,19,1,300.00
2021-11-23,20,1,265.14
2021-11-23,21,1,239.05
2021-11-23,22,1,233.42
2021-11-23,23,1,215.45
2021-11-24,0,2,204.48
2021-11-24,1,2,195.29
2021-11-24,2,2,189.59
2021-11-24,3,2,191.20
2021-11-24,4,2,213.14
2021-11-24,5,2,251.40
2021-11-24,6,2,330.00
2021-11-24,7,2,344.98
2021-11-24,8,2,330.02
2021-11-24,9,2,321.35
2021-11-24,10,2,313.05
2021-11-24,11,2,299.99
2021-11-24,12,2,300.00
2021-11-24,13,2,328.00
2021-11-24,14,2,342.18
2021-11-24,15,2,350.92
2021-11-24,16,2,385.00
2021-11-24,17,2,411.53
2021-11-24,18,2,419.62
2021-11-24,19,2,360.94
2021-11-24,20,2,297.16
2021-11-24,21,2,254.40
2021-11-24,22,2,250.00
2021-11-24,23,2,227.32
2021-11-25,0,3,220.00
2021-11-25,1,3,218.61
2021-11-25,2,3,210.64
2021-11-25,3,3,208.88
2021-11-25,4,3,220.96
2021-11-25,5,3,291.85
2021-11-25,6,3,337.31
2021-11-25,7,3,372.64
2021-11-25,8,3,371.71
2021-11-25,9,3,343.23
2021-11-25,10,3,344.23
2021-11-25,11,3,330.01
2021-11-25,12,3,320.90
2021-11-25,13,3,325.91
2021-11-25,14,3,323.39
2021-11-25,15,3,328.77
2021-11-25,16,3,347.16
2021-11-25,17,3,375.00
2021-11-25,18,3,360.65
2021-11-25,19,3,330.00
2021-11-25,20,3,285.37
2021-11-25,21,3,262.87
2021-11-25,22,3,294.04
2021-11-25,23,3,252.87
2021-11-26,0,4,244.58
2021-11-26,1,4,245.82
2021-11-26,2,4,220.93
2021-11-26,3,4,220.28
2021-11-26,4,4,249.48
2021-11-26,5,4,261.82
2021-11-26,6,4,320.00
2021-11-26,7,4,345.00
2021-11-26,8,4,346.37
2021-11-26,9,4,320.50
2021-11-26,10,4,324.65
2021-11-26,11,4,307.17
2021-11-26,12,4,281.10
2021-11-26,13,4,270.00
2021-11-26,14,4,272.80
2021-11-26,15,4,267.39
2021-11-26,16,4,277.73
2021-11-26,17,4,289.90
2021-11-26,18,4,270.89
2021-11-26,19,4,250.00
2021-11-26,20,4,241.16
2021-11-26,21,4,253.70
2021-11-26,22,4,269.66
2021-11-26,23,4,223.31
2021-11-27,0,5,218.86
2021-11-27,1,5,210.36
2021-11-27,2,5,193.82
2021-11-27,3,5,184.10
2021-11-27,4,5,173.86
2021-11-27,5,5,175.36
2021-11-27,6,5,203.66
2021-11-27,7,5,210.00
2021-11-27,8,5,223.27
2021-11-27,9,5,230.90
2021-11-27,10,5,225.54
2021-11-27,11,5,223.27
2021-11-27,12,5,216.02
2021-11-27,13,5,218.90
2021-11-27,14,5,225.00
2021-11-27,15,5,231.23
2021-11-27,16,5,270.80
2021-11-27,17,5,277.33
2021-11-27,18,5,264.07
2021-11-27,19,5,238.43
2021-11-27,20,5,223.86
2021-11-27,21,5,216.27
2021-11-27,22,5,204.00
2021-11-27,23,5,210.02
2021-11-28,0,6,195.85
2021-11-28,1,6,188.12
2021-11-28,2,6,181.20
2021-11-28,3,6,176.00
2021-11-28,4,6,174.50
2021-11-28,5,6,181.40
2021-11-28,6,6,184.77
2021-11-28,7,6,185.99
2021-11-28,8,6,199.99
2021-11-28,9,6,203.01
2021-11-28,10,6,209.76
2021-11-28,11,6,210.07
2021-11-28,12,6,198.28
2021-11-28,13,6,198.34
2021-11-28,14,6,205.11
2021-11-28,15,6,217.03
2021-11-28,16,6,245.13
2021-11-28,17,6,247.94
2021-11-28,18,6,240.06
2021-11-28,19,6,230.49
2021-11-28,20,6,214.00
2021-11-28,21,6,210.02
2021-11-28,22,6,194.06
2021-11-28,23,6,199.50
2021-11-29,0,0,192.53
2021-11-29,1,0,192.78
2021-11-29,2,0,185.09
2021-11-29,3,0,180.00
2021-11-29,4,0,197.97
2021-11-29,5,0,267.31
2021-11-29,6,0,375.40
2021-11-29,7,0,360.00
2021-11-29,8,0,361.07
2021-11-29,9,0,355.73
2021-11-29,10,0,355.10
2021-11-29,11,0,346.53
2021-11-29,12,0,329.20
2021-11-29,13,0,342.77
2021-11-29,14,0,352.11
2021-11-29,15,0,360.00
2021-11-29,16,0,421.87
2021-11-29,17,0,410.13
2021-11-29,18,0,355.06
2021-11-29,19,0,310.16
2021-11-29,20,0,270.00
2021-11-29,21,0,258.85
2021-11-29,22,0,247.69
2021-11-29,23,0,255.35
2021-11-30,0,1,250.00
2021-11-30,1,1,242.76
2021-11-30,2,1,225.67
2021-11-30,3,1,220.12
2021-11-30,4,1,240.46
2021-11-30,5,1,272.40
2021-11-30,6,1,314.90
2021-11-30,7,1,330.05
2021-11-30,8,1,320.00
2021-11-30,9,1,300.97
2021-11-30,10,1,283.41
2021-11-30,11,1,270.00
2021-11-30,12,1,270.00
2021-11-30,13,1,271.02
2021-11-30,14,1,272.21
2021-11-30,15,1,282.04
2021-11-30,16,1,300.00
2021-11-30,17,1,309.30
2021-11-30,18,1,302.60
2021-11-30,19,1,290.01
2021-11-30,20,1,245.45
2021-11-30,21,1,234.93
2021-11-30,22,1,223.99
2021-11-30,23,1,209.63
2021-12-01,0,2,214.50
2021-12-01,1,2,204.31
2021-12-01,2,2,149.31
2021-12-01,3,2,120.41
2021-12-01,4,2,196.89
2021-12-01,5,2,244.00
2021-12-01,6,2,296.40
2021-12-01,7,2,339.08
2021-12-01,8,2,350.00
2021-12-01,9,2,317.40
2021-12-01,10,2,314.24
2021-12-01,11,2,317.07
2021-12-01,12,2,314.27
2021-12-01,13,2,326.00
2021-12-01,14,2,333.46
2021-12-01,15,2,305.23
2021-12-01,16,2,331.17
2021-12-01,17,2,334.03
2021-12-01,18,2,350.00
2021-12-01,19,2,314.47
2021-12-01,20,2,284.27
2021-12-01,21,2,270.22
2021-12-01,22,2,285.92
2021-12-01,23,2,241.93
2021-12-02,0,3,230.00
2021-12-02,1,3,221.55
2021-12-02,2,3,190.28
2021-12-02,3,3,172.29
2021-12-02,4,3,186.69
2021-12-02,5,3,241.00
2021-12-02,6,3,318.57
2021-12-02,7,3,314.94
2021-12-02,8,3,304.87
2021-12-02,9,3,305.73
2021-12-02,10,3,274.01
2021-12-02,11,3,253.15
2021-12-02,12,3,245.61
2021-12-02,13,3,264.19
2021-12-02,14,3,304.96
2021-12-02,15,3,327.82
2021-12-02,16,3,354.98
2021-12-02,17,3,350.04
2021-12-02,18,3,350.00
2021-12-02,19,3,345.02
2021-12-02,20,3,305.00
2021-12-02,21,3,274.04
2021-12-02,22,3,289.70
2021-12-02,23,3,287.40
2021-12-03,0,4,250.83
2021-12-03,1,4,240.36
2021-12-03,2,4,233.30
2021-12-03,3,4,233.30
2021-12-03,4,4,260.71
2021-12-03,5,4,311.16
2021-12-03,6,4,350.00
2021-12-03,7,4,357.47
2021-12-03,8,4,363.54
2021-12-03,9,4,350.00
2021-12-03,10,4,330.66
2021-12-03,11,4,322.34
2021-12-03,12,4,320.00
2021-12-03,13,4,327.06
2021-12-03,14,4,330.00
2021-12-03,15,4,326.99
2021-12-03,16,4,316.69
2021-12-03,17,4,325.04
2021-12-03,18,4,319.62
2021-12-03,19,4,296.34
2021-12-03,20,4,263.36
2021-12-03,21,4,238.69
2021-12-03,22,4,226.39
2021-12-03,23,4,240.53
2021-12-04,0,5,222.00
2021-12-04,1,5,201.50
2021-12-04,2,5,185.00
2021-12-04,3,5,185.01
2021-12-04,4,5,183.79
2021-12-04,5,5,187.60
2021-12-04,6,5,205.00
2021-12-04,7,5,222.79
2021-12-04,8,5,235.01
2021-12-04,9,5,239.55
2021-12-04,10,5,235.01
2021-12-04,11,5,237.92
2021-12-04,12,5,222.00
2021-12-04,13,5,218.73
2021-12-04,14,5,210.00
2021-12-04,15,5,222.00
2021-12-04,16,5,243.05
2021-12-04,17,5,250.00
2021-12-04,18,5,248.00
2021-12-04,19,5,241.93
2021-12-04,20,5,248.00
2021-12-04,21,5,230.23
2021-12-04,22,5,217.45
2021-12-04,23,5,200.75
2021-12-05,0,6,204.61
2021-12-05,1,6,197.94
2021-12-05,2,6,163.97
2021-12-05,3,6,135.98
2021-12-05,4,6,144.38
2021-12-05,5,6,186.08
2021-12-05,6,6,201.20
2021-12-05,7,6,204.61
2021-12-05,8,6,231.24
2021-12-05,9,6,233.00
2021-12-05,10,6,229.86
2021-12-05,11,6,235.19
2021-12-05,12,6,210.26
2021-12-05,13,6,209.00
2021-12-05,14,6,211.93
2021-12-05,15,6,229.07
2021-12-05,16,6,256.91
2021-12-05,17,6,284.20
2021-12-05,18,6,326.90
2021-12-05,19,6,283.18
2021-12-05,20,6,251.65
2021-12-05,21,6,245.05
2021-12-05,22,6,227.10
2021-12-05,23,6,204.44
2021-12-06,0,0,207.56
2021-12-06,1,0,198.22
2021-12-06,2,0,187.15
2021-12-06,3,0,179.80
2021-12-06,4,0,195.23
2021-12-06,5,0,266.95
2021-12-06,6,0,348.10
2021-12-06,7,0,371.54
2021-12-06,8,0,363.67
2021-12-06,9,0,360.00
2021-12-06,10,0,353.01
2021-12-06,11,0,331.71
2021-12-06,12,0,315.13
2021-12-06,13,0,314.93
2021-12-06,14,0,315.50
2021-12-06,15,0,310.70
2021-12-06,16,0,320.29
2021-12-06,17,0,334.82
2021-12-06,18,0,317.00
2021-12-06,19,0,273.61
2021-12-06,20,0,250.00
2021-12-06,21,0,235.10
2021-12-06,22,0,226.05
2021-12-06,23,0,204.83
2021-12-07,0,1,198.02
2021-12-07,1,1,197.88
2021-12-07,2,1,197.83
2021-12-07,3,1,197.73
2021-12-07,4,1,216.90
2021-12-07,5,1,259.20
2021-12-07,6,1,320.00
2021-12-07,7,1,340.00
2021-12-07,8,1,320.00
2021-12-07,9,1,304.70
2021-12-07,10,1,291.75
2021-12-07,11,1,283.94
2021-12-07,12,1,280.17
2021-12-07,13,1,283.81
2021-12-07,14,1,268.76
2021-12-07,15,1,273.00
2021-12-07,16,1,294.62
2021-12-07,17,1,292.00
2021-12-07,18,1,283.61
2021-12-07,19,1,245.46
2021-12-07,20,1,223.71
2021-12-07,21,1,222.99
2021-12-07,22,1,206.58
2021-12-07,23,1,214.44
2021-12-08,0,2,205.04
2021-12-08,1,2,199.00
2021-12-08,2,2,184.00
2021-12-08,3,2,180.80
2021-12-08,4,2,204.05
2021-12-08,5,2,224.77
2021-12-08,6,2,240.70
2021-12-08,7,2,270.92
2021-12-08,8,2,270.92
2021-12-08,9,2,271.70
2021-12-08,10,2,275.00
2021-12-08,11,2,279.20
2021-12-08,12,2,257.10
2021-12-08,13,2,249.02
2021-12-08,14,2,255.00
2021-12-08,15,2,271.38
2021-12-08,16,2,292.00
2021-12-08,17,2,307.10
2021-12-08,18,2,292.59
2021-12-08,19,2,270.00
2021-12-08,20,2,250.00
2021-12-08,21,2,238.67
2021-12-08,22,2,234.80
2021-12-08,23,2,227.01
2021-12-09,0,3,218.99
2021-12-09,1,3,224.91
2021-12-09,2,3,215.00
2021-12-09,3,3,194.96
2021-12-09,4,3,216.01
2021-12-09,5,3,251.00
2021-12-09,6,3,308.20
2021-12-09,7,3,338.29
2021-12-09,8,3,346.20
2021-12-09,9,3,338.99
2021-12-09,10,3,340.00
2021-12-09,11,3,335.64
2021-12-09,12,3,334.51
2021-12-09,13,3,342.19
2021-12-09,14,3,343.00
2021-12-09,15,3,349.21
2021-12-09,16,3,355.69
2021-12-09,17,3,345.00
2021-12-09,18,3,316.30
2021-12-09,19,3,276.69
2021-12-09,20,3,239.45
2021-12-09,21,3,228.50
2021-12-09,22,3,214.27
2021-12-09,23,3,220.90
2021-12-10,0,4,215.22
2021-12-10,1,4,208.80
2021-12-10,2,4,147.69
2021-12-10,3,4,155.33
2021-12-10,4,4,200.02
2021-12-10,5,4,238.56
2021-12-10,6,4,282.83
2021-12-10,7,4,299.64
2021-12-10,8,4,290.81
2021-12-10,9,4,282.78
2021-12-10,10,4,266.49
2021-12-10,11,4,250.79
2021-12-10,12,4,245.10
2021-12-10,13,4,242.85
2021-12-10,14,4,254.61
2021-12-10,15,4,274.76
2021-12-10,16,4,300.04
2021-12-10,17,4,304.99
2021-12-10,18,4,291.04
2021-12-10,19,4,262.16
2021-12-10,20,4,243.61
2021-12-10,21,4,236.43
2021-12-10,22,4,217.00
2021-12-10,23,4,221.11
2021-12-11,0,5,213.53
2021-12-11,1,5,208.03
2021-12-11,2,5,206.60
2021-12-11,3,5,201.60
2021-12-11,4,5,206.70
2021-12-11,5,5,220.07
2021-12-11,6,5,243.90
2021-12-11,7,5,272.32
2021-12-11,8,5,294.94
2021-12-11,9,5,290.95
2021-12-11,10,5,289.42
2021-12-11,11,5,287.66
2021-12-11,12,5,250.57
2021-12-11,13,5,240.77
2021-12-11,14,5,247.07
2021-12-11,15,5,263.73
2021-12-11,16,5,281.59
2021-12-11,17,5,292.00
2021-12-11,18,5,290.00
2021-12-11,19,5,254.09
2021-12-11,20,5,243.29
2021-12-11,21,5,240.77
2021-12-11,22,5,226.46
2021-12-11,23,5,247.92
2021-12-12,0,6,251.21
2021-12-12,1,6,244.78
2021-12-12,2,6,229.29
2021-12-12,3,6,218.01
2021-12-12,4,6,222.70
2021-12-12,5,6,232.17
2021-12-12,6,6,250.20
2021-12-12,7,6,242.34
2021-12-12,8,6,257.82
2021-12-12,9,6,251.21
2021-12-12,10,6,244.40
2021-12-12,11,6,254.26
2021-12-12,12,6,257.82
2021-12-12,13,6,245.09
2021-12-12,14,6,235.00
2021-12-12,15,6,253.33
2021-12-12,16,6,282.00
2021-12-12,17,6,295.00
2021-12-12,18,6,298.00
2021-12-12,19,6,273.70
2021-12-12,20,6,240.76
2021-12-12,21,6,243.40
2021-12-12,22,6,250.08
2021-12-12,23,6,231.86
2021-12-13,0,0,229.09
2021-12-13,1,0,221.50
2021-12-13,2,0,219.73
2021-12-13,3,0,217.71
2021-12-13,4,0,230.11
2021-12-13,5,0,269.20
2021-12-13,6,0,322.27
2021-12-13,7,0,354.94
2021-12-13,8,0,350.00
2021-12-13,9,0,331.09
2021-12-13,10,0,327.10
2021-12-13,11,0,319.11
2021-12-13,12,0,316.57
2021-12-13,13,0,318.48
2021-12-13,14,0,323.90
2021-12-13,15,0,332.10
2021-12-13,16,0,353.73
2021-12-13,17,0,382.17
2021-12-13,18,0,371.47
2021-12-13,19,0,340.00
2021-12-13,20,0,300.00
2021-12-13,21,0,287.67
2021-12-13,22,0,266.81
2021-12-13,23,0,290.98
2021-12-14,0,1,283.89
2021-12-14,1,1,276.80
2021-12-14,2,1,254.24
2021-12-14,3,1,250.00
2021-12-14,4,1,265.45
2021-12-14,5,1,304.85
2021-12-14,6,1,345.90
2021-12-14,7,1,371.85
2021-12-14,8,1,364.82
2021-12-14,9,1,362.60
2021-12-14,10,1,362.63
2021-12-14,11,1,354.34
2021-12-14,12,1,354.34
2021-12-14,13,1,359.09
2021-12-14,14,1,367.44
2021-12-14,15,1,378.41
2021-12-14,16,1,400.00
2021-12-14,17,1,393.50
2021-12-14,18,1,360.34
2021-12-14,19,1,337.89
2021-12-14,20,1,299.41
2021-12-14,21,1,292.78
2021-12-14,22,1,270.99
2021-12-14,23,1,295.24
2021-12-15,0,2,281.46
2021-12-15,1,2,274.59
2021-12-15,2,2,262.20
2021-12-15,3,2,261.73
2021-12-15,4,2,283.53
2021-12-15,5,2,332.74
2021-12-15,6,2,393.13
2021-12-15,7,2,417.26
2021-12-15,8,2,402.00
2021-12-15,9,2,390.00
2021-12-15,10,2,384.57
2021-12-15,11,2,365.00
2021-12-15,12,2,344.91
2021-12-15,13,2,354.00
2021-12-15,14,2,349.92
2021-12-15,15,2,350.44
2021-12-15,16,2,402.00
2021-12-15,17,2,410.00
2021-12-15,18,2,410.00
2021-12-15,19,2,391.57
2021-12-15,20,2,350.00
2021-12-15,21,2,318.10
2021-12-15,22,2,286.36
2021-12-15,23,2,291.04
2021-12-16,0,3,279.50
2021-12-16,1,3,273.79
2021-12-16,2,3,260.22
2021-12-16,3,3,251.78
2021-12-16,4,3,266.49
2021-12-16,5,3,321.40
2021-12-16,6,3,390.00
2021-12-16,7,3,411.12
2021-12-16,8,3,416.80
2021-12-16,9,3,408.80
2021-12-16,10,3,403.54
2021-12-16,11,3,395.66
2021-12-16,12,3,390.00
2021-12-16,13,3,395.24
2021-12-16,14,3,399.72
2021-12-16,15,3,416.23
2021-12-16,16,3,425.00
2021-12-16,17,3,417.25
2021-12-16,18,3,404.57
2021-12-16,19,3,366.13
2021-12-16,20,3,320.00
2021-12-16,21,3,290.55
2021-12-16,22,3,279.37
2021-12-16,23,3,289.26
2021-12-17,0,4,276.46
2021-12-17,1,4,266.64
2021-12-17,2,4,255.23
2021-12-17,3,4,250.00
2021-12-17,4,4,270.09
2021-12-17,5,4,303.81
2021-12-17,6,4,391.00
2021-12-17,7,4,403.92
2021-12-17,8,4,403.92
2021-12-17,9,4,398.95
2021-12-17,10,4,392.46
2021-12-17,11,4,376.13
2021-12-17,12,4,351.71
2021-12-17,13,4,361.51
2021-12-17,14,4,392.10
2021-12-17,15,4,382.32
2021-12-17,16,4,397.30
2021-12-17,17,4,394.42
2021-12-17,18,4,390.10
2021-12-17,19,4,341.98
2021-12-17,20,4,307.66
2021-12-17,21,4,298.83
2021-12-17,22,4,293.88
2021-12-17,23,4,310.12
2021-12-18,0,5,300.00
2021-12-18,1,5,299.03
2021-12-18,2,5,270.37
2021-12-18,3,5,265.77
2021-12-18,4,5,273.24
2021-12-18,5,5,278.20
2021-12-18,6,5,300.00
2021-12-18,7,5,313.08
2021-12-18,8,5,335.28
2021-12-18,9,5,324.10
2021-12-18,10,5,315.07
2021-12-18,11,5,311.07
2021-12-18,12,5,293.74
2021-12-18,13,5,286.80
2021-12-18,14,5,301.00
2021-12-18,15,5,311.01
2021-12-18,16,5,332.53
2021-12-18,17,5,380.00
2021-12-18,18,5,427.01
2021-12-18,19,5,380.00
2021-12-18,20,5,326.03
2021-12-18,21,5,320.03
2021-12-18,22,5,325.75
2021-12-18,23,5,335.62
2021-12-19,0,6,318.51
2021-12-19,1,6,310.00
2021-12-19,2,6,276.65
2021-12-19,3,6,274.90
2021-12-19,4,6,275.55
2021-12-19,5,6,305.86
2021-12-19,6,6,321.72
2021-12-19,7,6,336.43
2021-12-19,8,6,360.54
2021-12-19,9,6,357.05
2021-12-19,10,6,360.30
2021-12-19,11,6,398.97
2021-12-19,12,6,410.41
2021-12-19,13,6,333.60
2021-12-19,14,6,323.74
2021-12-19,15,6,346.02
2021-12-19,16,6,402.00
2021-12-19,17,6,420.00
2021-12-19,18,6,414.40
2021-12-19,19,6,360.04
2021-12-19,20,6,343.10
2021-12-19,21,6,328.00
2021-12-19,22,6,322.42
2021-12-19,23,6,319.00
2021-12-20,0,0,304.57
2021-12-20,1,0,319.05
2021-12-20,2,0,272.82
2021-12-20,3,0,267.99
2021-12-20,4,0,284.12
2021-12-20,5,0,312.96
2021-12-20,6,0,398.70
2021-12-20,7,0,441.90
2021-12-20,8,0,443.14
2021-12-20,9,0,442.30
2021-12-20,10,0,412.92
2021-12-20,11,0,416.44
2021-12-20,12,0,399.82
2021-12-20,13,0,404.92
2021-12-20,14,0,428.82
2021-12-20,15,0,439.97
2021-12-20,16,0,460.08
2021-12-20,17,0,465.98
2021-12-20,18,0,460.00
2021-12-20,19,0,424.00
2021-12-20,20,0,375.00
2021-12-20,21,0,350.00
2021-12-20,22,0,325.35
2021-12-20,23,0,330.00
2021-12-21,0,1,313.27
2021-12-21,1,1,309.41
2021-12-21,2,1,305.36
2021-12-21,3,1,294.90
2021-12-21,4,1,322.48
2021-12-21,5,1,399.98
2021-12-21,6,1,471.02
2021-12-21,7,1,510.02
2021-12-21,8,1,513.58
2021-12-21,9,1,505.72
2021-12-21,10,1,480.00
2021-12-21,11,1,460.57
2021-12-21,12,1,460.00
2021-12-21,13,1,476.21
2021-12-21,14,1,505.13
2021-12-21,15,1,539.91
2021-12-21,16,1,620.00
2021-12-21,17,1,600.10
2021-12-21,18,1,520.00
2021-12-21,19,1,470.59
2021-12-21,20,1,415.28
2021-12-21,21,1,396.96
2021-12-21,22,1,408.65
2021-12-21,23,1,382.43
2021-12-22,0,2,372.28
2021-12-22,1,2,358.61
2021-12-22,2,2,336.15
2021-12-22,3,2,333.90
2021-12-22,4,2,355.00
2021-12-22,5,2,423.62
2021-12-22,6,2,509.10
2021-12-22,7,2,577.87
2021-12-22,8,2,555.00
2021-12-22,9,2,536.41
2021-12-22,10,2,512.51
2021-12-22,11,2,531.68
2021-12-22,12,2,489.61
2021-12-22,13,2,480.57
2021-12-22,14,2,506.57
2021-12-22,15,2,505.50
2021-12-22,16,2,529.20
2021-12-22,17,2,510.00
2021-12-22,18,2,482.72
2021-12-22,19,2,445.90
2021-12-22,20,2,392.76
2021-12-22,21,2,378.00
2021-12-22,22,2,365.17
2021-12-22,23,2,404.46
2021-12-23,0,3,370.77
2021-12-23,1,3,365.37
2021-12-23,2,3,348.89
2021-12-23,3,3,334.36
2021-12-23,4,3,357.83
2021-12-23,5,3,401.88
2021-12-23,6,3,450.09
2021-12-23,7,3,480.00
2021-12-23,8,3,455.20
2021-12-23,9,3,464.90
2021-12-23,10,3,457.05
2021-12-23,11,3,460.00
2021-12-23,12,3,447.30
2021-12-23,13,3,440.00
2021-12-23,14,3,409.74
2021-12-23,15,3,401.00
2021-12-23,16,3,449.01
2021-12-23,17,3,459.02
2021-12-23,18,3,455.20
2021-12-23,19,3,418.25
2021-12-23,20,3,400.00
2021-12-23,21,3,392.63
2021-12-23,22,3,371.60
2021-12-23,23,3,343.08
2021-12-24,0,4,334.24
2021-12-24,1,4,318.02
2021-12-24,2,4,275.58
2021-12-24,3,4,258.50
2021-12-24,4,4,283.34
2021-12-24,5,4,295.01
2021-12-24,6,4,321.60
2021-12-24,7,4,334.24
2021-12-24,8,4,356.59
2021-12-24,9,4,373.34
2021-12-24,10,4,345.90
2021-12-24,11,4,354.46
2021-12-24,12,4,334.78
2021-12-24,13,4,322.74
2021-12-24,14,4,307.76
2021-12-24,15,4,316.02
2021-12-24,16,4,334.24
2021-12-24,17,4,335.70
2021-12-24,18,4,329.43
2021-12-24,19,4,316.84
2021-12-24,20,4,307.96
2021-12-24,21,4,297.62
2021-12-24,22,4,271.63
2021-12-24,23,4,245.12
2021-12-25,0,5,236.33
2021-12-25,1,5,196.29
2021-12-25,2,5,162.22
2021-12-25,3,5,135.00
2021-12-25,4,5,125.31
2021-12-25,5,5,128.03
2021-12-25,6,5,180.30
2021-12-25,7,5,190.00
2021-12-25,8,5,217.13
2021-12-25,9,5,226.63
2021-12-25,10,5,245.04
2021-12-25,11,5,254.75
2021-12-25,12,5,248.61
2021-12-25,13,5,229.32
2021-12-25,14,5,226.00
2021-12-25,15,5,231.52
2021-12-25,16,5,244.81
2021-12-25,17,5,255.00
2021-12-25,18,5,280.00
2021-12-25,19,5,249.55
2021-12-25,20,5,233.58
2021-12-25,21,5,231.28
2021-12-25,22,5,262.86
2021-12-25,23,5,186.41
2021-12-26,0,6,162.76
2021-12-26,1,6,156.70
2021-12-26,2,6,133.26
2021-12-26,3,6,126.66
2021-12-26,4,6,130.24
2021-12-26,5,6,132.24
2021-12-26,6,6,162.50
2021-12-26,7,6,174.39
2021-12-26,8,6,185.94
2021-12-26,9,6,199.35
2021-12-26,10,6,202.81
2021-12-26,11,6,199.40
2021-12-26,12,6,193.73
2021-12-26,13,6,193.30
2021-12-26,14,6,193.39
2021-12-26,15,6,195.65
2021-12-26,16,6,221.23
2021-12-26,17,6,258.52
2021-12-26,18,6,252.10
2021-12-26,19,6,230.76
2021-12-26,20,6,197.98
2021-12-26,21,6,184.64
2021-12-26,22,6,174.96
2021-12-26,23,6,147.67
2019-12-31,23,1,41.88
2020-01-01,0,2,38.60
2020-01-01,1,2,36.55
2020-01-01,2,2,32.32
2020-01-01,3,2,30.85
2020-01-01,4,2,30.14
2020-01-01,5,2,30.17
2020-01-01,6,2,30.00
2020-01-01,7,2,30.65
2020-01-01,8,2,30.65
2020-01-01,9,2,30.27
2020-01-01,10,2,30.34
2020-01-01,11,2,30.99
2020-01-01,12,2,30.04
2020-01-01,13,2,30.75
2020-01-01,14,2,32.11
2020-01-01,15,2,35.98
2020-01-01,16,2,40.40
2020-01-01,17,2,44.05
2020-01-01,18,2,46.16
2020-01-01,19,2,44.02
2020-01-01,20,2,40.68
2020-01-01,21,2,40.66
2020-01-01,22,2,36.69
2020-01-01,23,2,35.40
2020-01-02,0,3,31.98
2020-01-02,1,3,30.50
2020-01-02,2,3,28.79
2020-01-02,3,3,28.42
2020-01-02,4,3,28.75
2020-01-02,5,3,34.16
2020-01-02,6,3,42.07
2020-01-02,7,3,44.89
2020-01-02,8,3,45.26
2020-01-02,9,3,45.57
2020-01-02,10,3,45.09
2020-01-02,11,3,45.16
2020-01-02,12,3,44.90
2020-01-02,13,3,44.06
2020-01-02,14,3,43.94
2020-01-02,15,3,44.37
2020-01-02,16,3,46.05
