Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 29/06/2021;44827;42782;40795;40673;40052;38867;37667;37004;36324;36424;37006;37917;38617;40668;42991;45438;46953;48100;49170;50014;50326;50662;51137;51550;52876;52155;53600;51526;51386;51074;50198;49615;49024;48122;47676;47531;48152;48644;50068;49453;48313;46456;45168;44378;43985;46089;47887;47017
 30/06/2021;45306;42745;40590;40807;40081;38722;37533;36809;36088;36106;36780;37613;38211;40247;42284;44302;46215;47952;49012;50191;50269;50696;51432;51913;53131;52597;54093;51887;51570;51167;50496;49704;49083;48384;48050;47628;48030;48849;50301;49576;48267;46454;45080;44385;44003;46337;48030;47268
 01/07/2021;45422;43128;41159;41386;40844;39167;37998;36998;36408;36046;36687;37479;38648;40759;42931;45252;46839;48302;49172;50069;50254;50402;51040;51391;52498;51909;53309;51172;50823;50521;49924;49449;48612;48032;47423;47473;47690;48396;49925;49211;47960;46271;44805;44211;43914;45722;47426;47210
 02/07/2021;45156;42513;40281;40689;40260;38788;37455;36654;36242;35916;36514;37396;38338;40254;42507;44858;46675;47979;48940;49709;49840;50143;50526;50483;51924;51403;52797;50460;50059;50038;48923;48221;47533;46840;46538;46851;46920;47267;48183;47542;46661;45145;44017;43421;43385;45242;47281;46557
 03/07/2021;44675;42534;40135;40318;39493;38110;36602;35717;35008;34477;34388;34576;34266;34812;35310;36396;37614;39042;40583;42000;42807;43231;43748;44063;46073;45888;47615;45137;44291;43873;43179;42428;41698;41421;41235;41452;41800;42283;43130;42928;42186;41086;40575;40113;40120;42369;44602;44078
 04/07/2021;42310;40370;38574;38701;37626;36037;34444;33507;32711;32462;32124;32110;31412;31593;31824;32790;33692;35201;36668;38445;39440;40392;41203;41738;43969;43610;45298;42705;41340;40808;39972;39397;38591;38366;38280;38508;39037;39857;41213;41556;41357;40832;40727;40125;39936;42205;44273;43673
 05/07/2021;41903;40128;38262;38816;38087;36363;35004;34317;33619;33910;34437;35646;36755;38825;41091;43483;45297;46999;47888;49100;49530;49975;50476;50770;52385;51641;53272;51463;51024;50967;49983;49443;48597;48145;47662;47285;47661;48305;49766;48872;47780;46098;44852;44057;44079;45731;47790;47195
 06/07/2021;45454;43298;41136;41591;40749;39302;38021;37186;36488;36442;36856;37755;38733;40701;42654;45137;46980;48270;49266;50159;50538;50981;51442;51655;53134;52383;53892;51827;51371;51221;50311;49789;49069;48434;47567;47391;48152;48487;50065;49119;48290;46425;45201;44319;44129;46240;48143;47057
 07/07/2021;45202;43097;40777;41217;40526;39288;37866;37046;36451;36163;36733;37659;38398;40426;42252;44226;46327;48084;49018;49969;50236;50726;51261;51491;53040;52433;54028;51477;51369;51526;50499;49521;48805;48332;47860;47302;48224;48609;50161;49338;48460;46660;45442;44780;44562;46760;48789;48023
 08/07/2021;46069;42963;41033;41362;40672;39279;37838;37038;36558;35848;36515;37422;38524;40467;42444;44724;46263;47781;48692;49401;49690;50087;50484;51064;52242;51550;52904;50853;50347;50285;49578;48809;47872;47472;46579;46550;47413;47595;49142;48512;47599;46034;44797;44294;43841;46025;47922;47157
 09/07/2021;45031;42899;40818;41196;40692;38939;37485;36789;36407;35952;36507;37750;38366;40137;42260;44402;46159;47753;48725;49306;49646;50105;50224;50647;51698;51003;52604;50460;49748;50127;48918;47927;47283;46580;45696;45967;46735;46613;47501;46820;46128;44911;43895;43329;43511;45468;47595;46785
 10/07/2021;44608;42068;39781;39960;39332;37630;35929;35248;34525;34055;33712;34309;33601;34102;34500;35291;36885;38557;40169;41396;42366;43134;43467;44007;45791;45386;47345;44804;43801;43823;42848;41993;41336;40944;40242;40369;41247;41543;42348;42129;41773;40913;40342;40000;40191;42835;44798;44317
 11/07/2021;42147;40045;38167;38216;37449;35844;34298;33441;32730;32312;32047;32089;31233;31372;31517;32165;33307;34953;36577;37994;39192;40580;41161;41885;43917;43511;45216;42651;41159;40742;40068;39473;38886;38469;37985;38495;39461;40107;41568;41806;41977;41404;41199;40779;40795;43220;45183;44494
 12/07/2021;42277;40024;38105;38431;37776;36301;34953;34270;33736;33749;34557;35896;36784;38923;41016;43319;45092;46920;48151;48987;49859;50491;50871;51278;52599;51804;53693;51880;51338;51556;50347;49769;48985;48320;47575;47709;48027;48454;49909;48950;48140;46503;45018;44444;44106;45525;47881;46868
 13/07/2021;44544;42185;40101;40464;39997;38466;36872;36253;35835;35302;35918;37359;37893;39450;41003;43909;45700;46956;48043;48711;49328;49780;50043;50593;51256;50514;52092;50268;49373;49800;48386;48066;47073;46472;45569;45558;46052;45360;47245;46522;45700;44215;43089;42284;42405;43748;46274;45712
 14/07/2021;43377;41184;38822;39645;38728;37047;35378;34528;33642;33016;32717;32625;31997;31671;32168;32724;33721;35344;36475;37817;38446;39470;39921;40626;42185;42998;44617;41317;40163;40357;39062;37837;37137;36785;36438;36364;37761;38300;39775;40485;40589;40077;39267;39498;39586;41366;43898;43636
 15/07/2021;42307;40504;39046;39629;38354;36827;35666;34862;34214;34262;35160;36317;37392;39252;41156;43114;45306;47304;48696;49572;50072;50985;51371;51759;53009;52430;53976;51650;51703;51575;50303;49543;48589;48032;47274;46766;47611;48261;49270;48689;47905;46051;44950;44532;44134;45960;48124;47589
 16/07/2021;45499;42963;40984;41530;40831;38979;37934;37010;36645;36288;36861;37895;38763;40341;42380;44387;46210;48135;49441;50341;50920;51706;52085;52286;53691;52712;54431;52090;51894;51854;50293;49697;48779;48038;47241;47355;47741;48104;48742;47859;47016;45486;44612;44024;43976;45762;47819;47150
 17/07/2021;45299;42267;39771;39842;39177;37434;36024;35145;34512;34017;33720;34276;33866;34036;34410;35383;36574;38236;39987;41389;42639;43513;43830;44320;46161;45832;47895;45428;44633;44886;43281;42510;41751;41408;41137;40891;41762;42191;43144;42916;42521;41345;40970;40564;40779;43002;45007;44477
 18/07/2021;42529;39983;37999;38328;37472;35664;34227;33385;32568;32291;32089;32037;31356;31170;31207;31974;32903;34582;36285;37853;39162;40650;41076;42048;43938;43806;45537;43358;42061;41770;40515;40015;39434;39031;38967;38811;39869;40560;42280;42542;42499;41704;41762;41450;41199;43577;45489;44519
 19/07/2021;42728;40424;38352;38876;38130;36480;35156;34498;33831;33992;34936;36074;37324;38924;41000;43200;45050;47084;48114;49428;50245;50973;51423;52029;53221;52837;54447;52922;52905;52835;51536;50943;50326;49735;49134;48792;49261;49743;51075;50458;49424;47352;46381;45755;45140;46683;48731;47621
 20/07/2021;45499;43150;40908;41609;40903;39126;37796;37041;36497;36020;36890;37881;39084;40238;42223;44620;46538;48104;49245;50310;51031;51386;52149;52395;53537;53148;54557;53065;53180;52969;51981;51731;51035;49930;49341;48958;49516;49767;50957;50363;49390;47779;46625;45817;45597;47047;49186;48015
 21/07/2021;45763;43591;41164;41979;41256;39440;38080;37250;36666;36223;37172;38129;39111;40227;42015;43939;46105;48069;49274;50490;51090;51615;52331;52572;53874;53452;55081;53169;53631;53373;52834;51880;51314;50227;50237;48936;49849;50127;51099;50368;49556;48274;47014;46325;46461;47889;50149;49196
 22/07/2021;46721;43799;42003;42394;41354;39945;38443;37700;37026;36469;37272;38262;39359;40540;42534;44511;46373;48127;49334;50434;51029;51595;52144;52520;53858;53441;55016;53385;53533;53304;52728;51766;51145;50261;49949;48965;49900;50218;50853;50272;49340;47925;46705;46220;46002;47725;49675;48672
 23/07/2021;46256;43580;41698;42084;41386;39635;38332;37623;37117;36610;37312;38550;39296;40416;42258;44147;46145;48019;49418;50558;51127;51838;52330;52543;53661;53147;54735;53087;52855;53191;51739;51085;50572;49573;48929;48822;49301;49147;49400;48659;47998;46694;45644;45291;45180;47145;49192;48021
 24/07/2021;45743;43548;41284;41495;40835;38848;37334;36515;35780;35265;34970;35595;35210;35340;35594;36414;37758;39580;41250;42992;44110;44844;45696;45872;47525;47058;49148;46841;46516;46384;45165;44524;43847;43042;42875;42652;43141;43215;43466;43304;42860;41953;41096;41094;40936;43453;45566;44689
 25/07/2021;42807;40537;38697;38775;38039;36205;34838;34076;33182;32798;32598;32684;32257;31597;31845;32220;33376;34965;36725;38286;39538;40706;41685;42252;44094;43647;45616;43411;42917;42234;41566;40939;40516;39286;39718;39090;39964;40548;41298;41614;42004;41350;40971;40759;41061;43125;45072;44069
 26/07/2021;42353;39140;37665;37965;36799;35907;34320;34197;33403;33341;34258;35700;37568;38248;39833;41934;43801;45180;47216;48265;49422;50080;50344;51099;52532;51511;53379;52139;51653;51735;50716;49910;49682;48365;48806;47429;48177;48455;49314;48671;48005;46147;45054;44411;44460;45872;47392;45925
 27/07/2021;44941;42483;40873;41094;40357;38984;37835;36930;36133;35952;36564;37862;39091;40083;41046;43109;44838;46644;48070;49355;49806;50283;51066;51383;52832;51989;53542;52130;51944;51927;50814;50332;49463;48653;48204;47595;48303;48527;49119;48517;47692;46001;44855;44739;44862;45646;47961;46099
 28/07/2021;44671;42805;40629;40689;40444;38760;37659;36730;36252;36173;36742;37930;38843;39725;40918;42235;44215;46039;47681;48647;49203;49844;50697;50983;52022;51592;53038;51198;51357;51719;50277;49403;48973;48352;47660;47409;47962;47664;48603;48900;47735;46573;45419;45640;45790;46459;48961;47658
 29/07/2021;45474;42692;40843;41341;40899;39253;37820;37342;36537;36365;36995;38185;39189;40073;41687;43152;44984;46851;47977;49403;49558;50232;51124;51362;52541;51915;53343;51197;51328;50415;49788;48969;48555;48238;47450;46602;47278;47930;48448;48442;47422;45776;44611;44588;45059;45934;48348;46902
 30/07/2021;45061;42137;40338;40913;40380;38932;37458;36749;36144;35733;36497;37599;38663;39266;40786;42226;43858;46102;47209;48156;49095;49464;49843;50208;51409;51374;52379;50609;50035;49368;48100;47593;46972;46385;45175;45270;45333;45902;45889;45408;44508;43259;42398;42506;43377;44278;46266;46095
 31/07/2021;43965;41325;39082;39841;39144;37485;36207;35140;34418;33865;34054;34360;34071;34204;34289;34662;35575;37164;38295;39373;40687;41111;41794;42384;44122;44209;45407;42919;42474;42036;40846;40591;39487;39191;38396;39165;39704;40479;41131;41133;40493;39603;39520;39325;39422;41569;43161;42318
 01/08/2021;40880;38734;36854;37333;36778;35157;33868;32760;32474;31845;31822;31406;31160;30639;30579;30902;31949;33391;34619;35936;36803;37499;38617;39377;41223;41078;42549;40077;39522;38660;38140;37797;36708;36418;35826;35687;36738;37615;38874;39727;39376;39002;39056;39068;39648;40658;42908;42082
 02/08/2021;40542;37743;36061;36444;35856;34370;33286;32811;32329;32456;32876;33738;35386;35926;37257;39154;40739;42100;43628;44480;45151;45624;45745;46626;47948;47145;48414;46644;46201;45958;45223;44552;44200;43271;43290;42534;43200;43806;45107;45309;44532;42864;42165;42123;42132;43113;44823;43206
 03/08/2021;42194;40031;38255;38777;37661;36802;35486;34629;34199;33816;34178;34994;36341;36866;38222;40041;41633;43187;44369;45300;45755;46224;46482;46962;48068;47160;48498;46727;45984;45754;45208;44946;44270;43778;43333;42751;43686;44060;45568;45112;44504;43160;42165;42291;42353;43037;44869;43799
 04/08/2021;41879;39937;37896;38634;37778;36911;35218;34577;34234;33971;34296;35277;36397;36719;38007;39219;41378;42829;44213;44673;45445;45972;46419;46731;47848;47169;48728;46866;46316;46205;45190;44360;43723;43438;42478;42780;43526;43667;45185;44851;44064;43046;42201;42867;42611;43451;45374;44408
 05/08/2021;42257;39481;37750;38101;37580;36384;34923;34192;33798;33249;33748;34734;35933;36610;37643;39330;40868;42472;43700;44834;45128;45678;45781;46475;47947;47111;49043;46819;46454;46060;45434;44466;43587;43422;42872;42693;43653;44255;44977;44601;43919;42713;41626;42397;41818;42787;44915;44010
 06/08/2021;41956;39445;37760;38214;37777;36142;34608;33791;33229;32898;33368;34068;35322;35628;36921;38462;39885;41830;43229;44035;44633;45019;45229;45861;47162;46828;48038;45884;45520;45039;43900;43165;42579;41928;41246;41528;42273;42904;43256;42690;42131;41040;40641;40954;40959;41970;44025;43472
 07/08/2021;41662;39128;37041;37757;37008;35077;34001;33111;32351;31847;31739;32056;31919;31673;32036;32645;33634;35058;36593;37966;39030;39669;40004;40780;42611;42077;43731;41528;40659;40478;39274;38936;38338;37797;37402;37618;38289;38682;39618;39851;39428;38338;38289;38617;38188;39915;41838;41203
 08/08/2021;39688;37509;35753;35977;35549;34316;32696;31708;31021;30514;30201;30289;30366;29739;29364;29767;30505;31778;33475;34908;35863;36779;37457;38119;39768;39271;40805;38232;37471;36950;36933;36221;35661;34459;34148;34294;35257;35792;37266;37891;38062;37287;37629;38106;38119;38996;41035;40094
 09/08/2021;38473;36178;34530;34552;34269;32880;31531;30925;30540;30378;30758;31420;33082;33175;33791;35201;36709;38072;39762;40889;41676;42475;42784;43414;44769;43946;45651;43480;42916;43154;42330;41180;40755;39677;39543;39493;39971;40358;41973;41909;41480;39847;39668;40374;39514;40550;42107;40532
 10/08/2021;39549;37894;36135;36464;35767;34042;33396;32674;32165;31674;31842;32882;34100;34536;34997;36354;37764;39535;40709;41798;42361;43105;43470;44105;45636;45109;46748;44341;43569;43640;42503;42226;41421;40810;40201;40733;40761;41283;42885;42516;41920;40521;40100;40937;40190;40866;42401;41088
 11/08/2021;39664;38422;36419;37051;36163;34719;33818;32959;32431;32169;32537;33507;34522;35094;35605;36844;38331;40089;41324;42220;42753;43342;43905;44240;45681;45299;47109;44567;44162;44366;43210;42919;42017;41772;41171;41748;42310;42202;43876;43694;43095;41815;41321;42052;41586;42470;43925;43336
 12/08/2021;40925;38329;36726;37352;36881;35156;34133;33283;33034;32329;32662;33722;34836;35625;36153;37719;39030;40586;41601;42821;43323;43901;44506;44781;46383;45792;47903;45533;44993;45292;44145;43729;42783;42620;42394;42335;43320;43421;44592;44292;43983;42721;42245;43036;42231;42979;44759;44439
 13/08/2021;41481;38927;37229;37352;36828;35298;34346;33520;33087;32477;33044;33809;35084;35624;36119;37378;38819;40463;41535;43058;43907;44349;44868;45482;47363;46797;48659;46663;46197;46657;45665;44909;44370;43414;42907;43383;43643;43843;44507;43887;43692;42545;42215;43116;42825;43575;45232;44890
 14/08/2021;42303;39504;37548;37847;37343;35244;34003;33132;32583;32268;31953;32335;33066;32959;32459;33045;34035;35411;36837;38579;39944;40714;41243;42117;44424;43769;45974;43853;43269;43853;42589;42335;41597;41066;40865;41372;41404;42020;42535;42181;41967;41226;41168;41720;41133;42433;43926;43357
 15/08/2021;41004;38788;36921;37151;36204;34822;33318;32449;31957;31341;30685;31174;31615;31309;30409;31188;32196;33628;35060;36686;38127;39378;40303;41096;43573;43056;45045;42451;41910;41500;40408;40196;39372;39023;38746;39096;39831;40223;41040;41344;41272;40601;40770;41517;40745;41534;43436;42627
 16/08/2021;40627;38075;36102;36778;35793;34395;33035;32180;31426;31507;31917;32645;34121;34724;35194;36609;37995;39258;40560;41688;42704;43087;43584;44323;45783;45375;47370;45030;44569;44584;43601;42749;42581;42211;42056;41688;42338;42611;43912;43822;43449;41861;41689;42457;41468;42159;43827;42305
 17/08/2021;40842;38820;37356;38093;37228;35662;34288;33498;32932;32650;32933;33842;34726;35459;36023;37006;38452;40011;41246;42612;43145;43673;43868;44346;46029;45971;47722;46204;45266;45101;44421;43898;43287;42889;42526;42545;43013;43819;44722;44283;43628;42309;41956;43374;42214;42377;44333;42923
 18/08/2021;41468;40616;38629;39566;38247;37037;35903;35211;34520;34320;34531;35137;36029;37117;37542;38591;39873;41906;43420;44564;45094;45784;46271;46835;48095;47810;49547;47354;47242;46910;45987;45471;44868;44482;43692;43887;44404;44824;45954;45650;44468;43319;43264;43997;42948;43593;45071;44292
 19/08/2021;42300;39793;37875;38799;38244;36213;34971;34330;33902;33579;33974;34671;35637;36892;37552;38610;39997;41943;43228;44467;45192;45814;46187;46707;47778;47373;49195;46812;46707;45915;45071;44145;43564;43609;42912;42605;43135;43656;44736;44434;43603;42399;42623;43424;42246;43320;44381;43629
 20/08/2021;41652;40699;38708;39010;38458;36922;35507;34720;34141;34105;34242;35105;36130;37001;37830;39186;40435;42159;43473;44576;45560;45966;46442;46924;48236;48306;49574;47372;47029;46114;45954;45223;44452;43999;43073;43165;43816;44354;45159;44893;44306;43291;43559;43895;43265;43900;45849;45121
 21/08/2021;43123;40749;38548;38736;38611;36842;35585;34804;33761;33613;33337;33894;34437;34774;34448;35402;36349;37617;39045;40339;41367;42348;42930;43959;45247;45310;46968;44713;44067;43683;42813;42845;41964;41520;41198;41388;42024;42631;43388;43580;42916;41954;42693;42419;41469;42808;44673;44012
 22/08/2021;42122;39261;37505;37028;37197;36009;34489;33812;32993;32500;32392;32453;32828;33151;32096;32652;33727;35224;36271;37818;38638;40019;40735;41406;43077;43011;44658;42192;41459;40751;40028;39664;38864;38401;38194;38163;38718;39831;40802;41659;41581;41048;41848;41857;41157;42593;44073;43687
 23/08/2021;41774;38731;36845;37221;36323;35251;34025;33502;33096;32889;33666;34305;35708;37124;37550;39046;40399;42019;43457;44477;44971;45946;46204;46851;48369;47754;49213;47577;47119;47222;45854;44850;45174;44271;44183;43596;44439;45122;46400;46255;45766;44557;44975;45030;43464;44724;46108;45196
 24/08/2021;43662;40663;39002;39552;39224;37675;36365;35581;35336;34923;35395;36165;37536;38755;39230;40544;42041;43576;44850;45864;46394;47057;47133;47725;49474;49040;50452;48815;47980;48180;46583;46059;45797;45084;44552;44742;45135;45700;47187;46608;45873;44458;45839;44688;43789;44449;45998;45030
 25/08/2021;43462;42717;40639;41274;40814;39027;37471;36794;36234;36006;36555;37585;38879;40458;41241;42527;44182;45718;47182;48165;48940;49115;49951;50204;51560;50962;52668;50812;50658;50873;49545;48741;48145;47629;47208;47313;47818;48147;49705;49084;48120;47036;48273;47243;45681;46732;48148;47168
 26/08/2021;44931;42572;40544;41124;40811;38795;37587;37107;36668;36174;36527;37721;39194;41009;41669;43159;44938;46593;47821;48960;49339;50008;50533;50837;52089;51536;53297;51627;51290;51671;50372;49497;49379;48599;48004;47607;48363;48488;49658;48840;48076;47078;47830;47445;45813;46750;48197;47615
 27/08/2021;45488;42762;41050;41539;40744;39228;37914;37194;36637;36285;36810;37997;39320;40792;41724;42807;44653;46521;47857;49003;49472;50150;50211;50724;51967;51396;52905;51133;50284;50565;49677;48745;48245;47272;47070;46125;46544;46917;47398;46622;45850;45283;45825;45229;44412;44848;46901;45657
 28/08/2021;44425;41218;39427;39506;39029;37289;35950;34987;34424;34230;33726;34374;35060;35929;35332;36175;37104;38590;40428;41636;42865;43718;43764;44627;46387;45829;47459;45783;44920;45265;43538;42945;42402;41460;41709;41101;41074;41844;42598;42215;42029;41214;41951;41595;40489;41383;43840;42959
 29/08/2021;41924;39158;37423;37488;37152;35816;34536;33475;32698;32185;31865;32106;32481;33173;32065;32578;33650;35004;36440;37728;38802;39740;40366;41028;42648;42146;44038;41685;40633;40600;39089;38386;38090;37495;37193;37193;37757;38557;39971;40404;40260;40130;42080;40620;39766;40548;42631;42245
 30/08/2021;40693;37909;35936;36204;35877;34605;33807;33102;32613;32635;33523;34700;36260;38643;39749;41336;43116;44821;46178;47332;47506;47929;48580;49063;50121;49784;51086;49387;49091;49240;47886;46857;46875;46071;45390;44981;44942;45755;47135;47145;46688;44914;45997;45466;42826;43943;45688;45157
 31/08/2021;43313;41074;39348;39675;39339;38062;37107;36367;35666;35887;36410;37818;38949;40897;42144;43627;45325;47024;47988;48811;49162;49675;50116;50123;51612;51386;52564;51205;50480;50386;49320;48579;48033;47502;46903;46589;46409;46989;48320;48111;47539;46307;47197;45868;43407;44367;46476;45660
 01/09/2021;44049;43245;41133;41573;41240;39717;38465;37775;36997;36839;37478;39023;40317;42392;43782;45232;47176;48916;50058;50746;51242;51803;52507;53022;53739;52738;54463;52678;52257;51706;50770;50489;49707;49230;48616;48339;48948;49260;50767;50777;49703;48386;49622;48064;45796;46926;48720;48265
 02/09/2021;45808;43803;41781;42097;41563;39835;38864;38252;37761;37365;37975;39172;40782;43317;44786;46359;48188;49806;50872;51696;51551;52511;52971;53474;54573;53736;55369;53264;53307;52904;51477;51003;50316;50006;49352;48873;49674;49866;51100;50762;49963;49058;49844;48554;46912;47505;48969;48749
 03/09/2021;46501;44031;41929;42358;41802;40191;39113;38542;37815;37438;38214;39202;40871;42956;44711;45936;47373;49316;50186;51507;51399;52031;52429;52622;53782;53590;54696;52590;52350;51357;51169;50190;49164;48660;47981;47642;48135;48340;49076;48661;47852;47457;48152;46883;45772;46253;47984;47500
 04/09/2021;45459;42970;40552;41004;40346;38478;37114;36352;35559;35201;34672;35188;35694;36413;36952;37109;37880;39437;40807;42086;43086;43772;44410;44799;46638;46695;47975;46063;45256;44699;44040;43733;42537;41977;41387;41683;42244;42586;43663;43740;43161;43142;43733;42540;41977;42962;44730;43949
 05/09/2021;43058;40218;38136;38687;37936;36661;34931;34276;33471;33084;32763;32919;33194;33875;33789;33541;34477;35457;36905;38260;39209;40407;41354;42090;43988;44317;45740;43112;41763;41308;40358;40342;39479;38993;38837;39045;39979;40969;43071;43570;43067;43104;44162;42195;41734;42109;43802;43157
 06/09/2021;41852;38809;36833;36891;36574;35480;34344;33704;33281;33230;34043;35364;36862;38813;40527;42106;43794;45058;46478;47595;47996;48472;49317;49844;51177;50879;52531;50787;50463;50326;49421;48765;48322;47733;47041;46664;47005;47853;49347;49258;48271;46755;46907;46330;44997;45598;46989;46000
 07/09/2021;44400;41989;40487;40296;39750;38818;37581;36903;36386;36449;36810;38393;39351;41138;42770;44342;46060;47428;48481;49266;49836;50305;50870;51205;52539;52428;53898;52449;52192;51901;50983;50297;49627;49242;48617;48246;48651;49110;50224;49767;48764;47696;47591;46642;45340;45958;47645;46464
 08/09/2021;44775;44497;42616;42457;41768;40623;39241;38630;38006;37804;38302;39887;41087;43242;44975;46597;48223;49579;50551;51345;51978;52418;53121;53811;54403;53968;55350;53788;53698;53181;52472;52059;51383;50860;50376;49893;50866;51081;52236;51971;50763;49613;49619;48591;46841;47893;49456;48566
 09/09/2021;46223;43598;41895;41912;41341;40056;38909;38333;37776;37301;37973;39202;40787;43514;45497;47415;48702;49579;50412;51293;51607;52336;52948;53480;54277;53669;54992;53254;53330;53395;51980;51482;51099;50367;49885;49243;50135;50452;51545;50875;49993;49188;48832;47545;45845;46483;48093;47950
 10/09/2021;45576;43028;41161;41702;41157;39694;38584;38027;37272;37016;37801;38913;40511;42995;45264;46720;47833;49101;49986;51078;51359;51755;52293;52427;53481;53083;54437;52364;51956;51489;51031;49971;49620;48661;48161;47803;48306;48653;49331;48456;47787;47488;47186;45924;44459;45055;46708;46263
 11/09/2021;44130;41715;39553;39887;39318;37626;36431;35493;34756;34514;34046;34892;35377;36392;37446;37437;37989;39299;40741;41976;43179;43526;44113;44480;46289;46065;47453;45516;44562;44209;43583;42957;42298;41497;41246;41438;41872;42421;43531;43279;42944;43093;42727;41530;40745;41874;43627;43058
 12/09/2021;41786;39546;37816;38300;37268;36232;34830;33956;33074;32810;32473;32742;33142;34227;34634;34170;34779;35757;37166;38343;39566;40527;41205;41989;43362;43708;45026;42176;41111;40519;39583;39227;38711;38096;37896;38380;39196;40175;41852;42261;42414;43037;43173;41477;40744;41155;42799;42438
 13/09/2021;40962;38328;36785;37062;36329;35228;34437;33693;33152;33337;34146;35337;37229;39592;41969;43360;44708;45837;46998;48036;48448;48871;49298;49861;50943;50547;51865;49931;49898;49596;48726;47854;47696;47060;46335;46088;46342;47290;48622;48489;47830;47348;46389;45347;44174;44489;45977;45372
 14/09/2021;43573;41243;39841;39845;39639;38359;37391;36689;36078;36004;36692;37955;39242;41381;43748;44946;46403;47598;48442;49478;49976;50296;50736;50975;52399;52034;53131;51524;51370;51172;50054;49287;48991;48201;47654;47519;47723;48218;49291;49024;48461;48232;47082;45802;44523;44963;46521;45648
 15/09/2021;43880;42714;40762;41199;40896;39239;38094;37374;36773;36578;37270;38546;39908;42524;44810;45919;47458;48872;49658;50578;51105;51297;51946;52405;53346;52825;54038;52157;51974;51614;50944;50322;49903;49228;48720;48528;49352;49688;50914;50684;49804;49646;48321;46960;45468;46169;47781;46966
 16/09/2021;44766;42804;40700;41378;40833;39201;38175;37381;37072;36639;37052;38434;40108;43107;45619;47064;48266;49412;50161;51207;51341;51765;52164;52476;53608;52769;53870;51974;51725;51821;50456;49807;49370;48714;48173;47995;48957;49311;50560;50247;49830;49514;48221;46664;44934;46057;47402;46782
 17/09/2021;44806;42315;40270;41163;40713;39169;38032;37375;36853;36319;36965;38227;39968;42690;45527;46765;48047;49324;50338;51297;51369;51768;51789;51872;52937;52320;53644;51486;51221;50541;49784;48907;48505;47659;46902;47069;47853;48122;48824;48212;48371;48143;47059;45504;44035;45065;46563;45618
 18/09/2021;43844;41742;39563;39939;39447;37807;36446;35530;34832;34409;34097;34827;35413;36597;37980;38053;38849;40002;41653;42626;43588;43838;44138;44429;46355;46106;47647;45574;44464;43912;43255;42486;41856;41225;40793;41189;41862;42342;43493;43597;43917;44093;42966;41793;40709;42093;43807;43277
 19/09/2021;41967;39750;37801;38241;37451;36088;34470;33678;32983;32470;32271;32621;33079;34156;34956;34655;35182;36177;37507;38715;39743;40485;41350;41725;43615;43873;45298;42498;41166;40752;39552;39075;38347;37734;37509;38060;39014;39851;41575;42530;43262;43795;42946;41442;40423;41106;42846;42315
 20/09/2021;40813;38067;36331;36766;36082;34950;33885;33150;32733;32731;33563;34979;37018;39659;42496;44070;45313;46414;47505;48397;48563;48940;49599;49857;51017;50743;51982;50086;49794;49891;48665;47906;47381;46751;46039;45829;46379;47198;48689;48675;48831;47899;46002;44881;43448;44096;45549;44730
 21/09/2021;42878;40952;39394;39544;39040;37938;36767;35951;35393;35394;35915;37341;38782;41271;44002;45571;46718;48104;49081;49765;49937;50136;50576;50739;51949;51500;52717;50937;50373;50933;48942;48363;47499;46971;46288;46390;46769;47351;48882;48743;48941;48152;45896;44929;43206;43991;45674;44974
 22/09/2021;43253;42132;40251;40623;40026;38819;37458;36692;36063;36138;36653;38148;39727;42386;45015;46732;48019;49554;50497;51147;51165;51384;51617;51934;52865;52289;53545;51297;50873;51216;49358;48947;48263;47672;46944;47106;47885;48558;50278;50198;50311;49377;47210;45874;44210;45230;46917;46401
 23/09/2021;44391;42280;40679;41164;40401;39260;37978;37077;36631;36633;37159;38491;40437;43410;46319;48305;49491;50212;51112;51735;51551;52003;52023;52205;53097;52450;53587;51388;50855;51209;49433;48831;48255;47496;47008;46935;47832;48443;50079;50034;50583;49463;47540;46127;44138;45491;46972;46743
 24/09/2021;44845;42261;40552;41209;40715;39203;38025;37388;36724;36511;37407;38334;40251;43140;46397;47905;48961;50022;50641;51528;51329;51596;51741;51590;52521;51948;53561;50982;50445;50109;49027;48292;47577;46527;46049;46232;47116;47535;48472;48394;49226;48548;46805;45272;43595;44745;46486;45801
 25/09/2021;43892;41709;39683;40035;39526;37956;36696;35781;34842;34721;34450;34915;35860;37008;38507;38916;39242;40406;41482;42639;43327;43808;44094;44269;46168;46203;47779;45252;44142;43618;42654;42141;41607;40861;40549;41042;41779;42569;43895;44045;45155;44953;43288;41797;40635;41816;43916;43585
 26/09/2021;42139;39930;38083;38420;37725;36448;34962;33995;33108;33039;32759;32903;33400;34353;35329;35406;35505;36385;37328;38751;39596;40704;41397;41848;43990;44523;45859;42905;41568;40893;39791;39442;38746;38169;37990;38724;39504;40737;42787;43565;44942;45080;43565;41934;40620;41190;43346;42869
