Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 21/01/2019;70007;68424;66609;67329;67046;65882;64271;63347;62677;62987;63872;66379;68880;73127;76697;80223;82806;82799;82993;83242;83339;82711;82879;82338;82619;80926;82026;79380;78445;77307;75883;75077;74482;74728;75894;78241;82042;84043;85898;84868;82723;80212;77961;75854;74380;74890;77583;76385
 22/01/2019;75719;73783;71908;72757;72338;71005;69289;68397;67649;67843;68926;70672;73213;77163;81018;84420;86445;86444;86082;86217;85857;85164;84912;84678;84981;83309;84310;81540;80798;79306;78180;77560;76836;77096;78069;79976;83239;85278;87056;85833;83456;81204;78703;76803;75176;75734;78429;77459
 23/01/2019;76213;74214;71808;72116;71551;70296;68736;67706;66924;66901;67709;69564;72144;75645;79332;82378;84641;85401;85392;85567;85154;85133;84948;85118;85515;84355;85653;82872;82326;80794;79490;78745;78416;78171;78683;79924;82710;85334;87047;85758;83649;81273;79127;77096;75600;76419;78729;78193
 24/01/2019;76723;74595;72354;72657;72334;71106;69464;68430;67502;67544;68480;70309;72469;76808;80694;83942;85901;85917;85962;86225;86252;86015;85918;85593;85834;84488;85523;82704;81912;81322;79526;78511;78080;77852;78711;80755;84145;86706;88358;86888;84834;82356;80570;78432;76988;77993;80238;79811
 25/01/2019;77931;75000;72688;73523;73271;71620;69921;68718;68046;68018;68798;70520;72730;77346;80896;84119;85961;85989;86345;86467;86607;86284;85994;85836;85632;84062;84972;81835;80666;80062;77877;76774;76331;75499;76196;77775;80703;82947;84412;83071;81306;78884;77246;75415;73971;75377;77771;76906
 26/01/2019;75109;71613;69143;70276;69544;67224;65146;63709;62617;62158;61819;62691;63273;64959;65891;67184;68783;69485;71264;72242;73152;73079;73008;73136;73981;73285;74714;71124;69764;68980;66020;65233;64485;64077;64588;65652;68338;71013;72684;72054;70687;68778;67314;66012;65191;66595;69305;69625
 27/01/2019;68128;65652;63227;64331;63666;61378;59298;58117;56818;56321;55798;56710;56747;57572;58147;58900;60071;60754;62488;64164;65846;66900;67518;67908;69798;69096;70756;67108;65209;64689;62535;61908;61042;61359;62387;63871;67318;70525;72536;72326;71462;69196;67721;66517;65064;66150;68939;69038
 28/01/2019;67661;66416;64193;65208;64378;63176;61491;60612;59698;59933;61000;63295;65541;69795;73657;76699;79053;79261;79491;79846;79779;79669;79667;79658;80256;78944;80118;77858;76883;76476;74789;74229;73608;73739;74649;76236;79895;82450;83903;82724;80697;77614;75272;73108;71428;72298;75059;74310
 29/01/2019;73162;71871;69913;70696;70143;68765;67007;66113;65469;65557;66785;68436;70826;74826;78893;82031;83810;83666;83660;83700;83679;83247;82956;83041;83589;82056;83133;80561;80056;79586;77733;77318;76376;76720;77373;79079;82575;85061;86091;85006;82627;79644;77101;74748;73005;73970;76393;75936
 30/01/2019;74487;72240;69976;70945;70254;68961;67353;66260;65654;65332;66232;68083;70536;73886;77560;80220;82117;82826;82941;83046;82867;83134;82438;82627;82973;81596;82700;80110;79267;78653;76934;76598;76231;76380;77053;78369;81836;84905;86204;85066;82897;80052;77739;75740;73988;74841;77261;77027
 31/01/2019;75487;73520;71326;72185;71667;70411;68593;67657;66724;66534;67220;69324;71447;75330;79172;82104;83807;83571;83707;83893;83668;83613;83021;82742;82960;81365;82414;79846;78738;78319;76082;75404;74703;74403;74995;76147;79290;81831;83193;81835;79619;76929;74946;72813;71286;71964;74449;74131
 01/02/2019;72369;71235;68831;69595;68957;67284;65418;64402;63857;63416;64066;66167;68234;72238;75927;79164;80736;80575;80713;80870;80905;80784;80319;80287;80234;78773;79749;76846;75821;75139;73325;72620;71963;71577;72283;73536;76260;78910;80396;78988;76825;74320;72416;70877;69539;70587;73308;72533
 02/02/2019;70816;68651;66300;67149;65975;64320;62463;61172;60172;59576;59520;60550;60852;62251;63446;64937;66087;67157;69066;70372;71537;71775;71767;72092;73148;72574;74071;70971;69798;69199;67223;66596;65898;65967;66745;67884;70682;73500;74947;74182;72633;71070;69547;68188;67352;68760;71642;72011
 03/02/2019;70698;68626;66528;67301;66764;64771;62837;61601;60389;59783;59296;60383;60190;60817;61320;62104;62671;63163;65301;66905;68520;69582;69860;70204;71881;70963;72521;68866;67279;66564;64506;63757;62743;63028;63854;65173;68672;72203;74085;74349;73423;72356;71141;70010;68558;69921;72771;72633
 04/02/2019;71431;70835;68987;69659;69583;68048;66438;65591;64756;64819;65580;68266;70268;74248;77911;80915;82806;82690;83344;83785;83553;83720;82920;82525;82845;80974;81747;79764;78632;78463;76536;75982;75470;75089;75662;76786;80178;83412;85119;83904;81771;79528;77205;75398;73575;74460;76977;76196
 05/02/2019;75157;73485;71504;71989;71802;70136;68330;67374;66517;66548;67319;69306;71578;75384;79124;82080;83363;83016;82928;83184;82720;82184;81604;81465;81587;79808;80509;78216;77241;77410;74612;73936;72896;72503;72667;73585;76418;79636;81661;80867;78811;76668;74592;72878;71439;72286;74687;74117
 06/02/2019;72768;70444;68122;68856;68388;66930;65159;64083;63502;63027;63802;65769;67819;71134;74545;76953;78281;78871;79119;79496;78997;78818;78438;78762;78711;77138;77894;74949;74094;74341;71543;70939;70106;69674;69711;70256;72806;76620;78771;77978;75751;73402;71407;69631;68145;69254;71473;71029
 07/02/2019;69569;67594;65271;65664;65295;63922;61996;61076;60127;59904;60514;62597;64683;68572;72208;74917;76085;75958;76326;76701;76224;76074;76092;76124;76384;75020;76218;73823;72892;73152;70513;69800;69135;68388;68953;69715;72392;75954;78142;77230;75190;72531;70564;68718;67269;68342;70620;70265
 08/02/2019;68557;66728;64382;64851;64469;62789;60889;60113;59494;59229;60027;62174;64236;68220;71947;74905;76147;76114;76433;76428;76035;75685;75710;75701;75515;74149;75290;72696;71471;71141;68855;67808;66958;66205;66831;67621;69885;73196;75037;73955;72197;69829;67798;66472;65046;66100;68615;67944
 09/02/2019;66367;63925;61477;62044;61046;59135;57162;56090;55212;54537;54462;55637;55930;57177;58352;59545;60311;61198;62855;63599;63952;63862;63764;63943;64784;64107;65631;62761;61352;60872;58354;57770;56961;56709;57286;58032;60509;64089;65878;65584;64540;62918;61554;60540;59526;60826;63562;63811
 10/02/2019;62549;61798;59510;60035;59458;57329;55323;53952;52922;52257;51752;52435;52640;53126;53725;54157;54385;54975;56795;58232;59310;60255;60841;61421;63249;62472;64122;60868;58928;58539;56407;55920;54924;55030;55947;56892;59838;64099;66336;67127;66099;65027;64025;62775;61434;62659;65281;65302
 11/02/2019;64186;62635;60730;61502;61177;59832;58150;57215;56781;56679;57822;60275;62892;66719;70721;73195;74593;74743;75112;75108;74511;74336;74023;74081;74527;73041;74133;72002;70822;70353;68678;68028;67249;66875;67641;68226;71059;75225;77422;76771;74580;72567;70372;68645;66765;67886;70511;70009
 12/02/2019;68873;68147;66212;66741;66630;65341;63618;62843;62272;62252;63410;65390;68203;72172;76072;78888;79841;79666;79650;79336;78717;77933;77352;77060;77102;75236;75934;73245;72186;71524;69466;68985;67936;67777;68292;69041;71709;75593;78454;77665;75748;73519;71573;69990;68528;69621;72081;71763
 13/02/2019;70506;69245;67042;67706;67511;66260;64688;63811;63214;63142;64229;66223;68969;72372;75845;78195;79374;79944;79969;79707;79052;78153;77384;77138;77022;75017;75572;72375;71161;70498;68371;67912;66999;66993;67156;67925;70424;74577;77759;76938;75107;72768;70964;69446;67986;69342;71670;71436
 14/02/2019;70087;69021;66968;67562;67325;66269;64762;63735;62946;63020;63928;66162;68571;72422;76108;78628;79780;79461;79404;78979;77865;76707;75500;74848;74696;72650;73296;70311;68970;67823;65789;65160;64373;63938;64481;65213;67761;71811;75269;74801;73085;70769;69214;67593;66271;67556;69827;69634
 15/02/2019;68365;67391;65409;65893;65637;64332;62782;62027;61454;61721;62665;64768;67214;71165;74714;77608;78742;78476;78460;77793;76793;75620;74590;73648;73319;71255;71988;68740;67038;65256;63736;62711;61788;60933;61713;62461;64707;68704;71925;71367;69855;68088;66695;65570;64723;66083;68604;68409
 16/02/2019;66923;65236;63313;63824;62945;61438;59630;58801;57973;57794;57871;59236;59847;61145;62086;63311;63999;65125;66311;66583;66857;65820;65103;64362;64869;63443;64674;60717;58790;56751;55496;54505;53600;53164;53775;54182;56538;60782;64333;64322;63249;62118;61127;60308;59674;61445;64299;64967
 17/02/2019;63686;61877;59831;60124;59848;58329;56441;55347;54280;54127;53783;54689;54935;55465;55670;56210;56166;57016;58350;59214;59798;59803;59620;59494;60726;59432;60890;56602;54592;52843;51766;50815;49852;49641;50346;50709;53069;57795;62051;62965;62218;61199;60616;59740;58836;60212;63011;63281
 18/02/2019;62065;60782;58776;59301;59295;58081;56612;55647;55002;55459;56632;59146;61590;65327;68825;71502;72596;73281;73190;73254;72324;71667;71193;70812;71092;69586;70950;67960;66737;65440;64299;63313;62791;62078;62679;63033;65355;69715;73541;72846;70893;68479;66388;64835;63402;64446;67119;66867
 19/02/2019;65554;63365;61229;61822;61430;59938;58481;57544;56864;57146;58137;60200;62496;66365;70040;72783;73631;74054;73878;73885;73136;72473;72019;72091;72294;71124;72558;69398;68600;67676;65813;64756;64323;63315;63551;63875;65848;69905;73946;73499;71683;69346;67392;65922;64673;65606;68045;67823
 20/02/2019;66521;62979;60671;61412;60912;59651;58207;57514;56862;57021;58039;59934;62354;65778;69023;71398;72062;73016;73090;72955;72147;71464;70894;70922;70725;69367;70618;67064;66205;65671;63224;62113;61584;60695;60590;60793;62546;66741;70829;70157;68356;66140;64212;62929;61665;62831;65207;64901
 21/02/2019;63758;62738;60585;61204;60712;59531;58016;57100;56317;56405;57440;59427;61363;65007;68263;70815;71334;71560;71677;71433;70502;69694;68953;68615;68456;66879;67977;64894;63766;63303;60815;59867;59280;58449;59021;59332;61073;64908;69243;68689;66876;64518;62850;61358;60187;61363;63767;63452
 22/02/2019;62836;62222;60026;60635;60192;58898;57486;56458;56027;56215;57304;59067;61390;64847;68006;70454;71061;71298;71306;70812;69718;68906;67932;67414;67042;65501;66479;63155;61644;61002;58845;57835;56998;56094;56521;57073;58589;62011;65983;65329;63964;62008;60665;59533;58454;59938;62394;62078
 23/02/2019;61018;59290;56965;57468;56477;54981;53400;52282;51539;51159;51308;52243;52931;53801;54592;55387;55606;57502;58924;59595;59854;59466;59119;58956;59532;58811;60298;56506;54777;54307;51935;51116;50119;49430;49500;50046;52035;55632;59868;59977;59230;57737;56933;56022;55382;57251;60012;60523
 24/02/2019;59648;57915;55697;56349;55916;54287;52721;51761;50853;50674;50365;51061;51529;52030;52293;52366;52343;53820;55377;56491;57304;57594;57564;57547;58739;57671;59119;54985;52907;52585;50047;49109;48015;47771;47918;48874;51194;55252;60838;61462;60931;59546;59040;57938;56901;58482;60985;61144
 25/02/2019;60303;58355;56450;57124;56960;55800;54390;53542;53072;53416;54620;56759;59381;62921;66220;68212;69121;70002;69763;69638;68651;67815;66944;66252;66340;64670;65757;62953;61728;61382;58883;58009;57117;56488;56179;56924;58872;62604;67919;67352;65666;63649;61575;60407;59132;60509;62862;62389
 26/02/2019;61682;59867;57923;58516;58142;56808;55283;54531;53883;54168;55497;57125;59626;63432;66856;68985;69734;70204;69902;69461;68063;66770;65711;65084;64593;63172;64055;60937;59896;59238;57020;56285;55491;54587;54410;55146;56847;60247;65644;65280;63699;61448;59607;58416;57490;58642;60823;60825
 27/02/2019;59798;57339;55076;56212;55951;54501;53152;52424;51738;51854;53070;54775;57233;60766;63890;65766;66609;67582;67570;67105;66104;65042;64148;63871;63494;62055;63139;59833;58675;58052;56176;55441;54664;54038;53575;53966;55146;58611;63842;63788;61983;59755;57885;56726;55640;56821;59025;59200
 28/02/2019;58003;56344;54223;54792;54560;53193;51724;50862;49999;50030;51309;53101;55288;58750;62113;63902;64633;65409;65344;65400;64944;64452;64285;64137;64403;63108;64728;62149;61260;60816;59166;58581;58024;57157;57032;57267;58464;61366;66371;66425;64409;61794;59797;58382;57121;57998;60036;60050
 01/03/2019;58797;56449;54120;54690;54267;52740;51079;50145;49415;49567;50990;52377;54877;58190;61571;63297;63979;65202;65134;65593;65394;65210;65469;65313;65783;64706;66324;63540;62606;61197;60323;59270;58355;57318;57139;57358;58644;61248;66044;65857;64416;62192;60181;58954;57927;59164;61169;61110
 02/03/2019;59461;56568;54258;55250;54384;52566;50837;49537;48641;48012;48418;49142;49999;50900;52046;51848;52095;53948;55114;55993;56638;56350;56676;56518;57423;57161;58673;55322;54076;52418;51500;50756;49911;49089;48801;48992;50392;52889;57674;58214;57108;55595;53930;52884;52204;53919;56204;56865
 03/03/2019;55638;54282;52160;52688;52039;50096;48503;47272;46097;45492;45413;45794;46138;46728;47168;46344;46357;47630;49196;50431;51384;51824;52207;52272;53462;53200;54618;51002;49262;47961;46641;45856;44978;44259;44456;44821;46607;49755;55256;56248;55372;53987;53036;51890;50942;52116;54366;54550
 04/03/2019;53245;52123;50163;50841;50242;48796;47425;46469;45704;45732;47096;49170;51658;55183;58403;60157;61213;62444;62979;63603;63841;64034;64332;64370;65151;64172;65395;63356;62497;61657;60460;59679;58881;58250;57768;58287;60099;62872;68043;68259;66253;64021;61792;60293;58964;60007;62264;61746
 05/03/2019;60684;59171;56973;57580;56862;55400;53793;52953;52132;52055;53284;55001;57218;60783;63935;65631;66618;67194;67358;67347;66961;66659;66299;66133;66259;64937;65893;63413;62591;61671;60296;59717;59020;58090;57714;58268;59908;62418;67443;67893;66007;63720;61658;60096;58770;59827;61992;61732
 06/03/2019;60267;58313;56171;56937;56248;54615;53118;52171;51347;51208;52278;53836;55918;59247;62042;63510;64761;65910;66340;66227;65955;65703;65399;65405;65654;64387;65530;62899;61994;60869;59474;58947;58176;57224;56858;56843;58143;60825;65941;65871;63861;61550;59332;57817;56344;57312;59375;59102
 07/03/2019;57645;55550;53559;54309;53613;52068;50660;49554;48746;48575;49647;51550;53745;57296;60298;62141;63263;64080;64790;64738;64663;64305;64293;64141;64567;63318;64352;62119;61347;60148;58831;58385;57956;56996;57050;57715;59442;61910;67226;67447;65775;63389;61605;60057;58569;59683;61988;61805
 08/03/2019;60553;58558;56524;57169;56456;54919;53521;52621;52015;52038;53305;54910;57157;60813;63718;65462;66673;67550;68269;68584;68215;67716;67334;66919;67065;65709;66636;64233;63122;61559;60403;59587;58806;57607;57626;58582;59981;62219;66435;66867;65319;63195;61366;59978;58802;60150;62390;62080
 09/03/2019;60484;58541;56441;56988;55772;53878;52297;51085;50198;49680;50077;50493;51297;52321;53092;52827;53473;55122;56591;57704;57951;57695;57618;57279;58007;57290;58371;55666;54195;52570;51285;50709;49735;48775;48368;49365;50950;52947;56979;58748;57366;56038;54577;53621;52944;54640;57104;57683
 10/03/2019;56362;54452;52382;52796;52238;50147;48711;47550;46410;45999;45920;46113;46652;47370;47559;46844;47135;48478;49960;51387;51998;52708;52852;52816;53922;53543;54769;51474;49715;48781;47397;46660;45978;45241;45326;46440;48510;51222;56141;58711;57902;56651;55867;54813;53846;55257;57856;58165
 11/03/2019;56944;55162;53255;53953;53802;52271;50965;50209;49424;49916;51241;53263;55958;59701;62742;64332;65685;66764;67019;67506;67116;66896;66481;66184;66522;65572;66469;64453;63605;63162;61149;60229;59859;58813;58383;59162;60734;63272;68190;69730;68047;65805;63985;62453;61289;62296;64916;64622
 12/03/2019;63671;61763;59613;60189;59778;58129;56601;55620;55030;55163;56357;58062;60922;64339;67208;68854;70073;70605;70627;70371;69673;68746;68064;67443;67404;66083;66451;63968;63031;63004;60736;60141;60132;59171;58999;60092;61626;64242;69035;70509;68522;66066;63885;62008;60810;61665;64120;63908
 13/03/2019;62558;60375;58201;58863;58332;56660;55244;54297;53686;53867;54894;56719;59386;62735;65367;66696;68116;69268;69910;69724;69453;68957;68665;68456;69237;67973;68802;66309;65417;65507;63149;62365;61678;60967;60440;61077;62341;64925;69463;70789;69118;66740;64667;62868;61667;62638;64880;64753
 14/03/2019;63379;61239;59144;59869;59295;57500;55939;54866;53806;53926;54850;56720;59166;62439;65275;66723;67887;68200;68421;68384;68080;67548;67456;67086;67687;66645;67432;65145;64376;64485;62142;61213;60685;59626;59132;59613;60928;62872;67059;68667;67147;64541;62708;60977;59540;60351;62791;62518
 15/03/2019;61051;58939;56681;57150;56548;54676;52979;51933;51090;50994;51957;53738;56128;59473;61992;63765;64733;65152;65062;65082;64617;63894;63453;62974;63332;62371;63378;60748;59765;59879;57557;56356;55711;54470;54106;54427;55844;57902;61672;63347;62344;59818;58367;56951;55809;56966;59684;59345
 16/03/2019;57889;55915;53525;54205;53249;51290;49395;48157;47455;46886;46924;47912;49099;50183;50799;50813;51973;53134;54460;54895;55201;54591;54454;54428;55316;54830;55676;52664;51014;51098;48344;47612;46706;45977;45439;46428;48148;50179;53841;56498;55678;54048;53258;51971;51137;52949;55680;56163
 17/03/2019;54843;53878;51789;52024;51614;49749;47862;46452;45703;45129;44967;45543;46774;47322;47464;47194;48218;49405;51046;52168;53244;53831;54309;54711;56107;55683;56897;53637;51812;51919;49685;49220;48559;47937;48017;49316;51358;54083;58526;61580;61086;59578;58854;57465;56192;57793;60447;60579
 18/03/2019;59290;57934;56174;56400;56355;55253;53557;52815;51895;52364;53595;55908;58842;62460;65293;66945;68371;68920;69129;68862;68449;68042;67430;66997;67385;65807;66801;64632;63679;63510;61571;60696;59861;59372;58973;59744;61118;63475;67896;70024;68642;66117;64260;62561;61176;62508;65204;64839
 19/03/2019;63737;62084;60064;60675;60439;59141;57314;56668;55909;56114;57670;59540;62264;65961;68565;70620;71760;71916;71824;71256;70485;69616;68809;68356;68624;66736;67656;65156;64271;63774;61841;60763;60022;59456;58891;59683;60938;63148;67290;69753;68339;65821;64055;62291;60995;62291;64746;64519
 20/03/2019;63286;60878;58774;59763;59397;58087;56382;55710;55085;55095;56522;58440;61066;64626;66705;68738;70014;70793;71146;70273;69337;68326;67525;66977;67386;65532;66637;63943;62833;62290;60560;59626;58685;58350;57799;57848;59300;61648;65809;68160;66784;64449;62566;60865;59672;61045;63424;63247
 21/03/2019;61971;59440;57387;58288;58047;56565;54881;54187;53329;53312;54662;56662;59329;62797;65445;67232;68496;68702;68854;67782;66678;65578;64790;64008;64079;62250;63194;60742;59823;59325;57347;56610;55746;55238;54868;55337;56868;58902;63077;65612;64647;62226;60477;59107;57940;59308;61866;61827
 22/03/2019;60658;57960;56123;56631;56512;55307;53589;52875;52292;52401;54006;55756;58564;61986;64687;66785;67810;68131;67717;66773;65553;64093;62839;61867;61624;59913;60611;57586;56464;55591;53808;52911;51884;51279;51081;51535;52990;54851;58432;61170;60918;58622;57242;56222;55227;56782;59580;59618
 23/03/2019;58265;55787;53900;54682;54005;52722;50665;49788;48977;48650;48880;50241;51250;52505;52797;53701;54593;55336;56049;56011;55523;54545;53706;53153;53861;53078;54118;50978;49374;48845;47102;46398;45321;44941;44670;45132;46435;47838;51170;54960;54785;53170;52210;51149;50490;52331;55256;56145
 24/03/2019;54927;52725;50830;51471;50957;49206;47197;46165;45273;44837;44986;45789;46499;47088;46736;47257;47818;48300;49324;49745;50085;50008;49917;50048;51374;50575;52065;48349;46371;46091;44095;43409;42343;41915;41959;42617;44088;46224;50253;54744;54847;53637;52965;51904;50881;52417;55224;55753
 25/03/2019;54509;53200;51555;52372;52122;50776;49094;48509;47606;48102;49562;51658;54334;58069;60701;63058;64241;64344;64473;63978;63345;62620;62074;62145;62701;61458;62918;60552;59698;59083;57227;56604;55528;54943;54535;55109;56505;58745;62387;65862;65123;62582;60770;59191;58023;59198;61822;61635
 26/03/2019;60384;58145;56027;56856;56532;55030;53339;52811;52103;52399;53610;55610;57966;61813;64249;66841;67917;67777;67589;67171;66257;65379;64768;64533;64521;63050;64156;61682;60750;60300;58184;57538;56644;55967;55561;56271;57746;59478;62980;66427;65477;63231;61331;60065;58598;59684;62245;62162
 27/03/2019;60920;57670;55582;56652;56204;54810;53340;52525;52002;52267;53438;55555;57952;61277;63266;65593;66516;67140;66955;66396;65561;64399;63797;63349;63610;62167;63266;60568;59605;59380;57329;56508;55626;55193;54670;54465;56077;57881;61456;64571;63732;61569;59775;58321;56751;57959;60360;60589
 28/03/2019;59425;56968;54958;55949;55602;54184;52716;51908;51133;51380;52474;54540;57050;60364;62832;65107;65845;65705;65525;64730;63953;62850;62242;61968;62155;61000;62040;59600;58748;58670;56861;56129;55310;54620;54085;54358;55598;57120;60032;63289;62625;60418;58494;56916;55300;56577;59010;59323
 29/03/2019;57993;55346;53090;53958;53815;52447;50872;50278;49682;49943;51141;53048;55771;58841;61441;63737;64463;64330;63923;63247;62434;61393;60591;60216;59981;59070;60194;57334;56134;55847;53921;53185;52075;51362;50664;51094;52137;53301;55777;59024;58980;56805;55292;54130;52935;54279;56817;56934
 30/03/2019;55367;52657;50426;51332;50704;49126;47278;46396;45739;45364;45494;46641;47808;48436;48816;49660;50469;51195;51921;52143;51796;51057;50717;50497;51112;50983;52154;49082;47542;46861;45237;44521;43383;43010;42687;43241;44213;45497;47825;51744;51577;50192;49126;48080;47402;49003;51671;52653
