Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 31/03/2019;51460;50129;48097;48097;49062;49062;48441;47379;45199;44036;43313;43416;43660;43732;44811;44458;44614;45221;46479;47393;48172;48225;48454;48589;49345;49378;50929;47439;45424;44909;43099;42441;41305;40455;40043;40575;41583;43026;44799;46796;48192;50007;50367;49222;47938;48464;51196;51683
 01/04/2019;50494;48439;46587;47282;46896;45558;44037;43268;42405;43078;44176;46580;49045;52150;54932;57486;58502;58959;59258;58930;58680;57663;57133;56683;56806;55660;56807;54652;53858;53555;51813;51088;50726;49843;49242;48497;49766;50733;52158;53226;53962;55127;54416;52891;51418;51655;54140;53974
 02/04/2019;52673;50373;48274;48741;48218;47027;45414;44386;43793;44112;45108;47099;49197;52584;55166;57804;58677;58969;59301;59095;58765;58208;58001;57965;58225;57064;58576;56611;55943;55710;54256;54546;53958;53008;52441;52239;52965;53874;55392;56558;56861;57998;57934;55996;54355;54401;56696;56524
 03/04/2019;54977;53783;51410;52127;51519;49652;48189;47291;46720;46958;47856;49761;51673;54977;57759;60241;61374;62774;63607;63975;63977;64035;64580;64651;65578;64809;66573;64121;63598;63325;61485;61304;60686;59734;59282;58861;59794;60564;62007;62921;63650;63968;63867;61975;60097;60824;62989;63055
 04/04/2019;61543;59070;56723;57248;56716;55091;53563;52648;51836;51821;52800;54578;56833;60236;63720;65751;66791;67550;68030;67873;67675;67087;67095;66572;67121;65967;66917;64709;64078;63894;61499;60125;58831;58335;57786;58079;58714;59167;60774;61669;61970;62428;61514;60302;58842;60146;62463;62654
 05/04/2019;61231;58616;56272;56446;56123;54734;53152;52415;51753;51755;52824;54384;56846;60070;63546;65478;66831;67375;67723;67539;67159;66239;65492;64836;64616;63537;64609;61726;60691;59964;57753;57105;55509;54614;53777;53883;54221;55134;56876;56931;57563;57935;58177;57115;55523;57035;59361;59294
 06/04/2019;57659;55964;53489;53882;53037;51330;49532;48442;47729;47168;47261;48096;48766;49761;51155;52006;53314;55157;56764;57644;57829;57503;57102;56770;57497;56932;58102;54936;53570;52507;50658;49294;48162;47202;46465;46941;47684;48864;50379;51899;51785;52340;53154;52386;51799;53639;56138;56814
 07/04/2019;55404;53311;51175;51537;50819;48980;47161;45918;45149;44403;44039;44672;45036;45791;46415;46775;47600;49334;51033;52028;52594;52752;52680;52860;53829;53295;54406;50761;48796;48376;45872;44290;43259;41912;41398;42073;43364;45101;47783;51003;50875;50219;51326;50501;50607;52244;54860;55252
 08/04/2019;53903;52954;50985;51548;51003;49427;48005;47100;46348;46533;47741;49726;51896;55751;59510;61267;62438;63534;64064;63924;63295;62702;61848;61373;61425;60217;61317;59109;58139;57886;55644;54417;53800;52861;52335;51925;53376;54700;56952;57923;58263;58670;58178;56677;55389;55785;58714;58276
 09/04/2019;56912;55024;52818;53092;52492;51136;49703;48797;48226;48034;49334;50869;53001;57065;60553;62311;63462;63998;64525;64074;63397;62751;61830;61426;61342;59963;60849;58729;57688;57919;54988;54545;53534;52463;51721;51694;52667;53782;55520;56651;57096;57937;58262;56680;55220;55254;58170;57702
 10/04/2019;56520;54360;51952;52278;51567;50402;48899;47984;47397;47473;48637;50029;52007;55785;58779;60580;62078;63288;63733;63885;63298;62743;62312;61963;62339;61155;62348;59829;59103;59536;56527;55942;54843;53781;52873;52462;53502;54851;56638;57393;57746;58058;58416;56756;55113;55451;58242;57872
 11/04/2019;56808;54645;52319;52911;52264;50785;49189;48421;47559;47659;48703;50338;52315;56216;59667;61555;62882;63708;64011;63795;63315;62732;62321;61713;62091;60751;61551;59101;58479;58653;56227;54774;53452;52690;51869;52082;53192;53946;55960;56596;56766;57050;57186;56186;54768;55990;58510;58472
 12/04/2019;57286;55510;53239;53668;53226;51868;50390;49842;49157;49130;50212;51784;53857;57648;60741;62764;64253;64875;65419;65231;64643;64072;63407;63027;62947;61863;62691;59803;58656;58201;55949;54983;53428;52757;51910;52308;53057;53728;55699;55846;56382;56312;57591;56554;55370;56887;59524;59434
 13/04/2019;58069;55887;53368;53650;53086;51531;49998;48995;48275;47830;48129;48811;49293;50552;51179;52045;53748;55520;57243;58280;58159;57956;57523;57216;58045;57693;58780;55742;54130;52897;51463;50006;48734;48069;47713;47993;48835;49913;51774;53082;53307;53444;55083;54077;53791;55292;58351;58930
 14/04/2019;57998;55760;53601;54007;53642;51906;50488;49348;48504;48067;47860;48464;48860;49612;49222;49708;51097;52539;54355;55604;56204;56409;56323;56132;57490;57020;57885;54297;52270;51687;49527;47964;47020;46007;45880;46368;47876;49633;52158;54302;54641;53703;55538;54662;54369;55975;58606;59002
 15/04/2019;57899;56211;54194;54844;54494;53174;51985;51058;50241;50814;51536;53646;56141;59742;62432;64356;66022;66840;67134;66701;65692;64702;63728;62683;62912;61589;62349;59610;58513;58186;55864;54522;53780;52997;52471;51507;52755;54120;56408;56738;56749;56499;56866;55731;54347;55571;57703;57566
 16/04/2019;56313;54160;51954;52329;51990;50732;49328;48580;47829;48066;48477;50397;52514;56160;58636;60765;62223;63034;63442;63307;62634;62203;61754;61529;62140;60959;62453;60227;59212;59138;57035;56372;55369;54480;53817;52934;53453;54188;55699;55884;55691;55713;56759;55429;54021;54841;57139;56802
 17/04/2019;55181;53933;51473;51828;51275;49990;48622;47746;47218;47297;47829;49546;51867;55147;57161;59278;60881;61898;62327;62198;61083;60168;59406;58800;59127;57661;58900;56240;55167;55220;52775;52183;51081;50307;49531;48564;49124;50103;51705;52035;51635;51373;52492;51579;50481;51530;53878;53657
 18/04/2019;52373;50595;48130;48571;48053;46640;45190;44184;43565;43572;44243;46094;48324;51572;53820;55717;57204;58043;58356;57866;56838;55603;55061;54492;54954;53626;54836;52712;51913;52244;50143;49518;48482;47947;47532;47037;47778;48234;49731;49846;49378;49040;49717;49191;48028;49236;51471;51371
 19/04/2019;49829;47862;45416;45836;45123;43680;42173;41564;40821;40870;41599;43146;45368;48302;50346;52284;53617;54378;54717;54601;53994;53104;52799;52474;52925;52191;53977;51552;50709;51267;49118;48747;47500;46879;46254;45997;46397;46562;47697;47142;47365;46626;48338;47743;46707;48122;50440;50258
 20/04/2019;48672;46743;44094;44402;43342;41587;39930;38863;38060;37581;37513;38055;38619;38985;38692;39446;40758;42728;44170;45152;45042;44887;44913;44877;46289;46303;48345;45655;44705;44802;43359;42269;41315;40837;40396;39936;40436;40932;41825;42578;42597;42065;44225;43847;43274;44790;47410;47790
 21/04/2019;46585;44774;42222;42437;41670;39750;37987;36806;35929;35344;34818;35205;35299;35233;33797;34202;35324;36900;38523;39870;40505;41076;41328;41547;42814;42607;44365;40960;39189;39227;37805;37041;36512;35834;35291;35508;36444;37570;38941;40222;40673;40204;42633;42107;42119;43598;46190;46466
 22/04/2019;45306;43397;40791;41375;40378;38680;37366;36199;35268;35032;34805;35244;35678;36250;35406;35481;36484;37808;39221;39901;40657;41230;41384;41757;43317;43356;45250;42156;40920;40742;39369;38342;38066;37779;37246;37602;38968;40175;41955;42978;43490;43106;44501;44646;43699;44970;47325;47093
 23/04/2019;45590;43974;41691;42149;41549;40128;38678;37734;36906;37322;38050;39686;41679;44805;46346;48551;50275;51962;52936;53245;53164;53140;53044;53432;54243;53567;54869;53634;53227;52524;51901;51372;50610;49944;49423;48922;49575;50173;51566;51293;50833;49890;51045;50287;48664;49321;51502;51217
 24/04/2019;49369;47003;44513;44765;44112;42455;40861;39944;39441;39282;39854;41232;42996;45521;46956;49357;50734;52385;53247;54006;54141;54318;54572;54951;55752;54859;56404;54599;54276;53547;52847;52173;51285;50578;49799;49164;49522;50446;51976;51714;51051;50089;51159;50449;49055;49440;52050;51915
 25/04/2019;50364;48177;45805;45824;45362;43658;42182;41099;40241;40084;41067;42573;44433;47041;48912;51180;52366;53773;54645;54982;55045;54935;55252;55592;56268;55406;56699;54836;54182;53956;53097;51694;50871;50543;49417;49269;50087;50847;52508;52462;52052;51092;51546;51453;49394;51011;53147;52985
 26/04/2019;51313;49536;47126;47472;47130;45452;43924;43198;42314;42247;43036;44577;46615;49322;50992;53432;54910;56153;57243;57749;57743;57397;57205;57191;57482;56598;57582;55281;54259;53541;52550;51487;50420;49940;48989;49065;49694;50508;51670;51274;51195;49944;51525;51457;49848;51660;53915;53521
 27/04/2019;51791;49894;47354;47630;46949;45194;43488;42387;41507;41113;40875;41624;42258;42419;42355;43535;44850;47098;49018;50153;50974;51233;51103;51365;52473;52344;53708;51041;49836;48985;48142;46868;45857;45314;44779;44612;45273;46203;47398;47854;47822;46641;48618;48520;47636;49527;52185;52404
 28/04/2019;51018;49099;46932;47320;46619;44893;43170;41914;41011;40722;40465;40997;41280;41077;40245;41309;42472;44370;46392;47497;48904;49616;49580;49898;51450;50983;52340;49091;47207;46541;45085;43888;43249;42424;42056;42187;43498;44874;46776;48176;48343;47179;49235;49089;48285;50106;52485;52343
 29/04/2019;51129;49757;47629;48204;47602;46161;44744;43837;42981;43578;44404;46268;48575;51389;53630;55937;57684;58908;59881;59647;59736;59577;58981;58604;59288;58089;59329;57011;56194;55698;54035;52927;52449;51704;51049;50104;51391;52560;54544;54621;54246;53040;53431;53437;52050;53319;55715;55354
 30/04/2019;53983;51563;49332;49756;49404;47985;46340;45733;45097;45156;45935;47674;49796;52558;54878;57169;58756;59667;60314;59291;58885;58051;57519;57056;57167;55959;57069;54696;53736;53254;51297;50934;49582;48789;47900;47785;48304;49498;51095;50750;50769;49712;49936;50140;48642;50062;52363;52492
 01/05/2019;50978;48628;46103;46649;46078;44523;42633;41566;40839;39998;39678;39964;40610;40184;39544;40711;41744;42437;43028;43387;43833;43852;43310;43764;44868;44854;46187;43033;41430;40962;38640;37832;37488;36944;36798;36826;37825;39459;41647;42557;43047;42730;44313;45047;43737;45305;47755;47907
 02/05/2019;46775;44702;42685;43059;42644;41407;39742;38865;38455;38778;40326;41966;44642;46952;49466;52151;53568;54720;55312;55857;55940;55868;55947;56425;56983;55979;57304;55484;54898;54755;53489;52489;51718;51173;50483;49968;50792;51408;52853;52500;52224;51086;51343;52159;50688;51841;54021;53876
 03/05/2019;52155;49819;47577;47856;47120;45541;44023;43314;42478;42481;43219;44839;46945;49063;51565;53703;55056;56157;56986;57458;57661;57483;57336;57366;57882;56863;58357;56090;55201;54575;53330;52563;51400;50523;49667;49628;50329;50717;51657;51199;51082;49890;50814;51471;50619;51926;54226;53846
 04/05/2019;52044;49924;47462;47989;47055;45198;43571;42662;41985;41441;41351;42241;43001;43040;43628;44575;45826;47762;49356;50459;51249;51639;51403;51402;52681;52204;53739;50829;49363;49182;47376;46577;45808;45115;44815;44710;45541;46391;47534;48725;48744;47838;49191;50044;49586;51270;54076;54448
 05/05/2019;53147;51403;49259;49716;49260;47387;45520;44549;43886;43287;43096;43697;44092;43867;43707;44652;45671;46983;48277;49224;50173;50214;50300;50525;51862;51169;52384;49013;46885;47146;44725;44046;43117;42573;42418;42936;44228;45638;47630;49399;49701;48898;50044;51101;50848;52318;54818;54833
 06/05/2019;53696;52616;50576;51307;50905;49506;48017;47308;46741;47339;48063;50039;52391;55128;57856;60162;61783;62796;62999;62828;62349;61305;60737;60452;60695;59542;60377;58106;56960;57073;54462;53573;52850;52129;51531;51151;52005;53363;55210;55753;55250;54239;54039;55000;53787;54848;57265;57135
 07/05/2019;55774;53584;51343;51764;51350;49963;48260;47692;47136;47380;48012;49679;52073;54391;57373;59542;61061;61918;62203;61813;61390;60126;59628;59384;59237;57948;58218;56298;54858;54591;52804;51746;51005;50143;49449;49145;49823;50688;51949;52253;52084;51219;51308;52355;51063;52032;54403;53720
 08/05/2019;52062;49834;47420;47640;46973;45128;43069;42190;41517;40796;40538;41025;41489;40973;41012;42091;43198;44664;45835;46769;47680;47520;48136;48474;49581;49738;50839;47825;46272;45762;43926;43010;42467;41799;41318;41624;42506;44472;45747;46985;46963;46305;47068;48224;47301;48529;50845;50737
 09/05/2019;49395;47102;45335;45411;45093;43248;41446;40391;39787;40058;40868;42354;44512;45999;48689;51049;51776;53020;53355;53183;53345;52847;53041;53241;54301;54061;54913;53284;52448;52010;50880;49704;49267;48514;47831;47560;48519;49144;50430;50183;49885;48821;48360;49614;48840;50065;52633;52789
 10/05/2019;51534;50036;47852;47958;47502;45780;44224;43492;42854;42864;43631;45217;46948;49114;51785;54027;55186;56099;56499;56469;56422;55821;55722;55667;55883;55034;56561;54115;53263;52755;51255;50624;49532;48604;47877;47947;48593;49110;50479;50036;49423;48267;48773;48784;48243;49262;51769;51695
 11/05/2019;49941;48176;45568;45772;44924;43078;41349;40461;39706;39359;39264;39900;40369;40774;41655;42503;43604;45319;46551;47626;48270;48313;48624;48669;49722;49238;51123;48177;47068;46700;45180;44266;43550;42951;42513;42454;43107;44108;45613;45937;45527;44630;45688;46034;45795;47211;50121;50762
 12/05/2019;49230;47795;45629;46000;45535;43463;41899;40892;40261;39877;39675;39960;40084;39739;40149;41027;41707;42726;43742;44636;45283;45386;45416;45759;46760;46392;47728;44613;42680;42845;40741;39545;39151;38533;38211;38625;39757;41437;43390;44939;45434;44821;46014;46828;46513;47959;50459;50516
 13/05/2019;49244;47341;45375;45766;45351;43766;42562;41785;41197;41767;42616;44515;46496;48992;51895;54458;55769;56593;56887;56647;56032;55518;55028;54827;55068;54108;55229;53194;52576;52957;50788;49801;49295;48397;47856;47254;48642;49908;51843;52135;51707;50609;49919;50362;49406;50705;53081;52942
 14/05/2019;51620;48991;46807;47001;46718;45091;43757;43116;42455;42694;43407;44925;46798;48968;51885;54413;55852;56380;56799;56386;55856;55318;55034;54776;55151;53936;55213;53413;52666;52936;51079;50331;49661;49035;48311;47918;49275;50324;52117;52122;51676;50656;50016;50043;49083;50167;52625;52421
 15/05/2019;50987;48024;45911;46215;45902;44254;42739;42181;41707;41791;42547;43932;45789;47770;50249;53035;54601;55448;55852;55914;55448;55013;54900;54612;55170;54049;55358;53398;52877;53031;51148;50229;49693;49077;48389;47538;48451;49583;51304;51220;50468;49301;48743;48872;48231;49316;51795;51566
 16/05/2019;50105;47836;45799;46019;45761;44269;42871;42140;41500;41578;42464;44048;45538;47816;50565;53285;54369;55190;55467;55315;54834;54310;54183;54113;54607;53757;54886;53175;52580;52486;51240;50314;49605;48813;48366;47718;48812;49468;50942;50721;50194;48996;48195;48696;48023;49252;51649;51563
 17/05/2019;49835;47519;45290;45759;45203;43542;42204;41598;40971;40915;41572;43125;44428;46691;49291;51834;53208;53927;54463;54583;54321;54132;54028;54095;54807;54183;55703;53681;53023;52826;51459;50727;49842;48806;48198;48249;49101;49923;50949;50697;50183;48736;48517;48692;48315;49530;51911;51642
 18/05/2019;49792;47299;44752;45098;44192;42206;40607;39765;39017;38529;38275;38835;38733;39111;39923;41050;42190;43649;44831;45888;46228;46478;46586;46628;47982;47841;49488;46875;45864;45675;44207;43357;42558;41918;41489;41390;42157;42868;44025;44185;43814;42866;43235;43684;43668;45062;47808;48140
 19/05/2019;46558;44893;42656;42983;42298;40384;38760;37700;36866;36333;36060;36109;35629;35565;35981;36722;37610;38434;39653;41180;41896;42802;43419;43906;45528;45650;47379;44464;42888;42924;41193;40346;39534;39141;38912;39409;40078;41313;43109;43654;43848;43095;43398;44210;43964;45360;47826;47728
 20/05/2019;46163;44610;42587;43037;42074;40749;39503;38550;37847;38254;39004;40585;42013;44689;47617;50005;51325;52002;52514;53012;52456;52675;52783;52996;53946;53479;54938;53321;52893;53060;51312;50656;49974;49185;48764;48369;48714;49851;51508;51036;50301;48981;47787;48363;47243;48681;50927;50561
 21/05/2019;48898;46961;44666;45003;44215;42786;41483;40718;40091;40077;40782;42098;43270;45663;48652;51082;52153;52785;53314;53208;52793;52698;52659;52801;53540;52755;54140;52547;51900;51750;50505;50181;49384;48695;48378;47955;48373;49355;50963;50399;49756;48367;47617;47663;46895;48179;50486;50012
 22/05/2019;48330;46285;43801;44367;43664;42131;40701;40005;39499;39465;40165;41423;42564;44881;47563;49878;51652;52775;53209;53188;52887;52931;52725;52850;53659;52833;54156;52357;51829;51751;50263;49898;49394;48683;48186;47683;48061;49146;50690;50069;49061;47550;46684;47068;46136;47427;49631;49161
 23/05/2019;47657;45453;43168;43494;42708;41233;39819;38986;38602;38187;39103;40172;41366;43869;46828;49018;50330;51398;51889;52127;51816;51822;52017;51986;52738;52192;53402;52073;51473;51332;50137;49870;48976;48233;47939;47593;48149;48926;50263;49614;48585;47333;46569;46602;45636;47022;49084;48747
 24/05/2019;47076;45313;42977;43263;42627;41030;39608;38899;38624;38159;38927;39916;41142;43641;46370;48579;49852;50843;51644;52316;52230;52194;52280;52283;52998;52418;54009;52065;51238;51500;49471;49063;48063;47194;46654;46972;47181;48009;48810;48501;47595;46540;46039;46248;45707;47154;49534;49204
 25/05/2019;47429;44769;42232;42567;41545;39703;38196;37357;36607;36042;35821;36047;35869;36209;36967;38007;39084;40834;42372;43631;44112;44427;44635;44959;46540;46317;48035;45695;44435;44870;42873;42238;41532;40805;40244;40713;41196;42003;42706;43106;42448;41588;41365;41903;41751;43617;46129;46439
 26/05/2019;44822;42617;40247;40659;39820;37684;36121;35221;34263;33569;33098;33139;32542;32172;32561;33367;34270;35662;36956;38531;39380;40127;40961;41567;43428;43386;45064;42393;40779;41377;39548;38882;38228;37718;37276;37877;38656;39729;41385;41874;41822;41043;40974;41902;41339;43074;45558;45565
 27/05/2019;43859;41841;39562;40131;39367;37744;36368;35702;34941;35148;35828;37354;38601;41189;44115;46585;48131;49518;50122;50912;50841;51019;51115;51416;52444;51791;53191;51866;51322;51924;50020;49625;49071;48212;47672;47260;48128;48795;50441;49751;48801;47293;46130;46364;45322;46989;49029;49024
 28/05/2019;47111;44847;42449;42788;42085;40482;38997;38351;37784;37524;38146;39306;40447;43083;46086;48630;50014;51057;51971;52280;52342;52398;52669;52786;53404;52520;53954;52793;52070;51850;50629;50417;49608;48758;48229;47933;48694;49468;50811;50380;49544;48368;47506;47441;46689;48141;50642;50445
 29/05/2019;48533;46052;43562;43958;43447;41804;40311;39649;39142;38926;39704;40746;41664;43916;46593;48979;50940;52234;53009;53534;53426;53492;53540;53672;54135;53259;54568;52780;52246;52210;50680;50167;49341;48820;47924;47393;47957;48365;49091;48710;47996;46829;45608;46145;45600;47378;49777;49797
 30/05/2019;47960;45223;42570;43073;42006;40362;38516;37735;36704;35771;35482;35332;34590;34451;35457;36407;37617;38912;39846;41016;41384;41947;41989;42743;43499;44244;45348;43151;41760;40966;39721;39178;38421;37645;37602;37748;38881;39542;40553;41491;41319;40796;40810;41175;40700;42704;45316;45244
 31/05/2019;43701;41924;40033;40636;39577;37978;36690;35646;35232;35076;35189;36059;36698;37984;39899;41342;43277;44325;45346;46441;46969;46918;46847;47274;48446;47904;49413;47418;46472;46830;45133;44801;43629;43226;42780;43529;43805;44397;45529;45271;44573;43393;43308;43397;42929;44785;47092;46759
 01/06/2019;45080;42270;40329;40705;39686;37641;36227;35359;34740;34495;34265;34283;34188;34016;34706;35646;37101;38818;40248;41901;42851;43535;44050;44878;46618;46413;47959;45806;44749;45375;43656;43300;42624;42262;41391;42029;42554;42913;43471;43887;43101;41951;41992;42176;41998;44033;46484;46423
 02/06/2019;44573;42407;40057;40214;39469;37339;35779;34845;33923;33353;33069;32791;32015;31527;31765;32550;33677;34994;36536;38381;39556;40663;41677;42426;43922;44077;45833;43184;41946;42425;41179;40680;40415;40034;39390;39893;40664;41551;42804;43440;43090;42248;42189;42764;42638;44145;46489;46072
 03/06/2019;44318;41671;39298;39588;38886;37326;36096;35289;34550;34685;35356;36767;37721;40431;43250;45629;47709;48650;49748;50420;50610;50845;51204;51438;52163;51609;53087;51681;51400;51804;50643;50258;49813;48829;48362;48088;48777;49308;50606;49580;48566;47012;45659;45805;45317;47055;49053;48670
 04/06/2019;46866;43632;41214;41445;40488;38973;37601;36726;36358;36139;36608;37589;38602;40856;43820;46207;47959;48671;49531;50041;50057;50527;50477;50827;51754;51112;52366;51254;51154;50349;50296;49800;49159;48377;47716;47942;48307;48666;49658;48901;48146;46512;45542;45273;45209;46824;48947;48472
 05/06/2019;46477;43987;41431;41703;40832;39224;37628;36805;36356;36219;36663;37499;38361;40580;43011;45364;47252;48574;49541;50539;50762;51129;51240;51620;52607;51985;53225;51797;51650;50993;50531;49913;49499;48838;47932;47767;48150;48533;49740;49139;48056;46414;45472;45357;45514;46974;49319;48930
 06/06/2019;47204;44221;41759;42145;41299;39531;38022;37019;36477;36116;36864;37734;38567;40840;43668;46145;47734;49224;50108;50920;51040;51247;51168;51444;52214;51584;52338;51078;50873;50482;49674;48945;48381;47684;47121;46822;47203;47491;48610;48136;46905;45496;44618;44560;44519;46053;48667;48288
 07/06/2019;46119;43231;41034;41435;40453;38775;37448;36610;36244;35868;36211;37386;38272;40747;43369;45936;47562;48974;49960;50890;51257;51490;51457;51665;52444;51661;52736;50946;50547;50531;49019;48417;47482;46654;45955;46214;46127;46488;47241;46591;45606;44218;43359;43293;43337;45269;47875;47447
 08/06/2019;45334;42949;40835;41051;39954;38232;36611;35705;35196;34679;34243;34568;34059;34403;35092;36445;37780;39886;41349;42768;43601;44046;44112;44757;46088;45753;47009;44598;43771;43870;42397;41806;41035;40508;40039;40145;40463;40620;41462;41484;40815;39785;39257;39300;39941;42161;44845;45063
 09/06/2019;43319;41279;39119;39562;38718;36647;35105;34061;33310;32757;32503;32175;31484;31241;31847;32731;33648;35203;36849;38177;39197;40041;40582;41399;42591;42158;43246;40357;39399;39157;38079;37545;36903;36345;35785;36260;36836;37464;38567;39045;39081;38253;38156;38373;39258;41275;44070;44201
 10/06/2019;42358;40231;38064;38744;37699;35778;34414;33552;32877;32400;32690;32503;32205;32595;33540;34308;35421;36897;38512;39519;40704;41413;41911;42566;44463;44101;45623;43220;41828;41636;40544;40047;39475;38674;38421;38652;39536;40554;42420;42278;41971;41222;40827;40523;41081;43092;45224;45070
 11/06/2019;43170;41690;39765;40169;39347;37772;36208;35491;35239;35213;36232;37220;38673;41460;44391;46569;48491;49806;50730;51267;51903;52225;52032;52582;53581;53075;54066;52563;52185;51576;50790;49960;49346;48670;48044;48014;48218;48766;50078;49459;48502;46920;45746;45288;45555;47433;49778;49438
 12/06/2019;47444;45047;42631;42999;42064;40636;39176;38345;37889;37707;38389;39414;40052;42708;45239;47845;49539;51091;52070;52847;53100;53491;53778;54012;54805;54480;55279;53443;53010;52489;51617;50794;50348;49647;48606;48387;48563;49055;50417;49767;48685;46927;45484;45229;45225;47120;49525;48910
 13/06/2019;47214;44614;42240;42415;41826;40364;38897;38098;37414;37114;37906;39036;39818;42388;45167;47886;49265;50506;51401;52197;52042;51918;52352;52650;53032;52422;53357;51594;51243;51417;50191;49751;48986;48344;47931;47141;47572;47939;49481;48806;47933;46201;45188;44700;44304;46250;48803;48310
 14/06/2019;46231;43821;41523;41814;41093;39553;38156;37526;36832;36709;37412;38295;39400;41828;44605;46787;48178;49470;50467;51268;51419;51479;51705;51887;52325;51573;53036;50961;50386;50583;49119;48698;47887;46730;46034;46291;46333;46911;47764;47015;46333;44671;43905;43385;43556;45753;48231;47583
 15/06/2019;45506;43610;41045;41156;40151;38919;36960;36174;35409;34995;34764;34853;34473;34939;35767;36620;37740;39729;40994;42555;43530;43844;44013;44524;46092;45518;47263;44889;43825;44154;42561;42073;41466;40530;40075;40517;41137;41519;42333;42159;41832;40705;40292;40015;40703;43058;45639;45671
 16/06/2019;43998;41957;39552;39720;38966;37242;35227;34328;33439;32785;32522;32275;31646;31518;32034;32856;33871;35206;36628;38220;39103;39988;40707;41444;42995;42660;44252;41421;40258;40581;38971;38421;37920;37161;36783;37613;38469;39180;40646;41022;40966;40031;39850;39936;40393;42532;45130;44857
 17/06/2019;43212;40903;38597;38942;38305;36875;35172;34470;33731;33804;34817;35840;37202;39918;42650;45284;46882;48264;49288;50014;49991;50422;50748;51170;52122;51516;52834;51333;51066;51795;49955;49590;49146;48251;47703;47442;48271;48635;50154;49215;48298;46595;45143;44690;44689;46642;49043;48436
 18/06/2019;46290;44266;41955;42017;41212;39722;37969;37166;36711;36352;37258;37927;38947;41552;44252;46849;48352;49747;50385;50788;51256;51925;52089;52755;53663;53195;54469;53102;52875;53299;51734;51416;50826;50145;49513;49420;49810;49985;51427;50542;49462;47770;46331;45609;45378;47515;49974;49189
 19/06/2019;46986;44204;41772;41739;40954;39598;37950;37212;36551;36428;37160;37927;38767;41250;43737;46104;47846;49645;50505;51566;51958;52709;53260;53779;54754;54209;55681;54143;53880;54253;52671;52062;51584;50976;50085;49683;49918;50280;51504;50431;49208;47508;45920;45189;45237;47230;49617;48720
 20/06/2019;46913;44274;41612;41968;41145;39897;38016;37210;36416;36041;36739;37590;38615;41115;43707;46247;47806;49235;50050;51269;51455;51878;52377;52859;53807;53141;54397;53029;52757;53320;51888;51166;50723;49993;49764;49007;49806;49835;50926;49934;48973;47217;45888;45013;44815;47002;49612;49043
 21/06/2019;46984;44505;41944;42432;41463;39619;38007;37400;36552;36435;36962;37839;38941;41413;44040;46349;48071;49474;50504;51510;51826;52344;52674;53007;53728;52854;54327;52154;51907;52185;50615;50092;49246;48107;47727;47799;48029;48313;48850;47918;47133;45422;44521;43783;43955;46249;48967;48424
 22/06/2019;46490;43789;41358;41340;40390;38426;36762;35930;35139;34888;34543;34587;34315;34826;35599;36437;37808;39730;41097;42870;43689;44314;44503;45071;46486;45899;47757;45205;44590;44891;43155;42576;41853;41199;40656;41012;41465;41842;42596;42198;41763;40567;40060;39660;40061;42800;45569;45431
 23/06/2019;43937;41607;39395;39351;38685;36428;35004;33960;33082;32582;32234;31920;31291;31322;31597;32417;33609;34991;36442;38103;39373;40508;41186;42147;43693;43424;45503;42552;41590;41991;40349;39866;39510;39019;38805;39332;39827;40515;42161;42188;41928;41007;41075;40899;40887;43412;46157;45583
 24/06/2019;43985;41438;39075;39309;38701;36835;35642;34800;34080;34184;35091;36090;37371;40063;42642;45291;47277;48553;49776;50918;51156;51663;52376;52751;54036;53363;55169;53480;53530;54100;52524;52141;51587;51046;50670;49850;50469;50751;51959;50848;49565;47554;46194;45484;45316;47690;49964;48965
 25/06/2019;47226;44309;41714;42045;41401;39648;38385;37338;36995;36666;37299;38257;39287;41678;44358;46888;48920;50060;51082;51964;52358;52841;53526;53839;55014;54288;55890;54580;54806;55173;53829;53258;52581;52050;51703;51124;51531;51718;52541;51606;50228;48315;46845;45960;45821;48007;50446;49497
 26/06/2019;47655;44957;42251;42356;41637;40059;38579;37874;37275;37362;37778;38780;39672;41828;44064;46444;48687;50450;51554;52602;53422;54207;55036;55427;56428;55781;57448;55897;55908;56443;54818;54445;53909;53420;53071;52505;52509;53134;53768;52956;51353;49507;47914;47044;47282;49091;51393;50183
 27/06/2019;48283;45924;43260;43445;42867;41504;39791;39062;38321;38187;38750;39811;40902;42999;45313;47880;49882;51066;52198;53402;54038;54558;55357;56063;57063;56520;57871;56429;56431;57293;55916;55650;55150;54720;54600;54006;54547;54526;55107;54223;52825;51062;49735;48938;48623;50414;52890;51917
 28/06/2019;49458;46572;44021;44502;43859;41920;40607;39825;39075;39005;39444;40641;41497;43675;45985;48608;50575;51771;53208;54303;55038;55630;56465;57104;58076;57403;59184;57224;57112;57628;56364;55976;55253;54509;54148;54310;54338;53983;54137;52884;51839;50229;48822;48360;48220;50539;52855;51820
