Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 16/12/2022;66798;65439;63622;64491;64599;63712;62255;61371;60560;60383;61151;62894;64650;68137;71657;74223;75878;76712;77050;77537;77470;77247;76870;76303;76137;73957;72607;71069;70907;71019;70789;70602;70002;70008;71295;73561;75280;75953;76647;75959;74082;72175;70741;69136;68021;68830;70938;69753
 17/12/2022;68451;67507;65565;65701;65634;64415;63005;62161;61344;60991;60835;62085;62939;64552;66106;67407;68946;70191;71503;72668;73150;73303;73013;72589;73402;73916;72302;69401;67290;66593;65758;65693;65540;65912;67285;69748;71559;72914;74008;73687;72013;70281;69548;68260;66960;68440;70702;69787
 18/12/2022;68998;68345;66599;67121;66865;65454;64035;63079;62117;61685;61047;61958;62367;63296;64022;64709;65786;66020;67282;68427;69028;69646;69810;69776;70719;71400;69511;66366;64109;63222;62735;62280;61767;62061;63119;65639;66827;68456;70047;69515;67862;66359;64924;63857;62563;62995;64711;63276
 19/12/2022;62300;61354;59582;59759;59711;58175;57021;56112;55446;55130;56057;57854;59377;61820;64011;66011;68086;69028;69943;70603;71178;71630;71399;71565;72244;72104;70141;68312;67012;65795;65380;64855;63998;63587;63734;66037;67264;68258;69617;68723;66627;64267;62393;61077;59737;59482;61564;60092
 20/12/2022;59501;57609;55657;55885;56418;54815;53052;52048;51121;51197;51566;53376;54325;57009;59388;61401;63214;64733;65345;66808;67044;67650;67655;67538;68216;67347;65605;64218;63246;62674;62260;61667;60827;60111;60690;62640;63739;64481;64886;65004;63988;61850;60056;58638;57527;57903;59667;58228
 21/12/2022;57443;55721;53547;53794;54017;52247;50677;49948;49282;49134;49641;50911;52046;54485;56379;58461;60225;61297;62237;62779;63229;63968;63339;63558;64506;64495;62736;61507;59813;59331;58467;58019;57774;57235;57851;59710;60558;61772;62976;62261;60878;59596;57731;56881;55968;56176;57840;56638
 22/12/2022;56083;53202;51044;51019;50654;49291;47928;47332;46711;46072;46228;47907;49174;51024;52431;53807;55963;56454;57112;57732;57956;58515;58183;58372;59606;60250;59013;57524;56159;55319;54746;54090;54137;53324;54033;55720;56918;57778;58412;57541;56331;55076;53287;51965;51164;51653;53219;52698
 23/12/2022;51260;50092;47996;47883;47727;46435;45233;44319;43457;43191;43171;44773;45681;47708;48936;50522;52015;52915;53307;54200;54084;54326;54509;54395;55450;56728;55335;53536;52035;51024;50336;49783;49264;48660;49866;51312;52425;52630;52657;52046;50931;49211;48231;47202;46164;46777;48339;47616
 24/12/2022;46457;45769;43643;43117;43244;42301;40882;39883;39045;38434;37521;38675;39172;40520;41689;43006;43865;44682;45188;46168;47027;47611;48005;47913;49853;50936;50281;48371;47002;46856;46320;46638;46525;46180;48436;50482;51873;51473;50442;49588;48199;46903;46121;45657;45084;46964;48271;49740
 25/12/2022;48648;48947;46774;47259;46791;45579;43711;42440;41115;39949;38656;39062;39264;39229;39989;40032;40402;40637;40597;41606;42693;43288;44236;44655;46354;47346;45952;43997;41979;40962;41095;40762;40517;40472;42125;44432;45570;46478;47333;47820;48077;47454;46595;46375;45478;46485;48229;47796
 26/12/2022;46471;45230;43341;44058;43267;41900;40692;40294;39870;39312;39154;41014;42013;43406;44569;45420;46882;47519;48240;49044;50368;50948;51496;52039;54240;55428;54415;52611;51655;50523;50659;49891;49795;49357;50583;52813;54232;55240;56717;55738;55075;53567;52178;51443;50459;51676;53299;53148
 27/12/2022;52136;49807;48454;49097;49085;47377;46113;45735;45016;44953;44843;46497;47844;49380;50694;51642;53593;54114;54996;55775;56423;56920;57477;57753;59735;60334;59416;57594;56225;55506;54613;53974;54005;53778;54461;56269;57835;58571;59929;59300;58375;56661;54991;53645;52480;53767;55336;55040
 28/12/2022;53521;51725;49803;50322;50202;48664;47469;46979;46354;46055;46334;47275;48339;49758;51209;52482;54041;54627;55025;55802;56560;56907;57444;57797;60045;60986;59924;57805;56396;55735;54410;53910;53796;53495;54492;56024;57624;58228;59376;58248;56698;54988;53476;52281;51401;52417;53841;53995
 29/12/2022;52991;50407;48278;48593;48128;46657;45560;45094;44241;43988;44572;45372;46724;48404;49942;50938;52765;53288;53804;54938;55509;55593;56133;56585;58588;59811;58766;56638;55669;54722;53823;53490;53701;53940;54974;57056;58843;59507;60146;59587;57964;56256;54875;53394;52470;53638;55111;54607
 30/12/2022;53500;51447;49482;49724;49273;47797;46520;45504;44670;44217;45040;46009;46660;48260;49813;50758;52315;53184;53449;54566;54836;55564;55838;56221;57974;59743;57972;55611;53773;52660;51850;50992;50639;49945;50828;52263;53969;54363;54920;54060;52305;50794;50038;48509;47538;48396;49719;48883
 31/12/2022;47836;46139;44012;43619;43691;42073;40571;39289;38433;37910;37818;38328;38429;39249;40204;40515;41378;42008;42580;43805;45053;45919;46830;47098;48951;50512;49809;47815;46226;45819;45166;45044;44947;45155;46063;48084;49608;49633;49262;48752;46998;45478;44506;43702;43039;45185;46187;47092
