Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 01/01/2022;49964;50933;49913;50324;49751;48583;46830;45631;44472;43672;42652;43069;43227;43087;43540;43466;43876;43453;43050;42997;44394;44797;46207;45969;48300;47390;49317;46787;45806;44667;43977;43808;43697;44076;45276;47393;48732;49832;50841;51441;51208;50758;50377;48621;47618;49056;51053;51336
 02/01/2022;50285;50014;48559;49091;48107;47039;45462;44554;43931;43488;42781;43363;43477;44492;45211;45315;46315;46425;46507;47417;48625;49387;50476;50848;52894;52696;54632;51924;49879;48969;48296;47535;47013;47649;49132;51789;54172;55183;57032;57134;56826;55485;54077;52976;51741;52795;54440;54623
 03/01/2022;53310;54705;52673;53267;52643;51565;50109;49450;48804;48990;49712;52054;54474;58569;62059;64847;66926;66634;66580;66884;66629;66191;66534;66268;67317;66332;67510;65274;64511;64456;62902;62607;62780;62953;64398;66832;68018;68941;70527;68400;66492;63957;61471;60019;58477;59109;60793;60542
 04/01/2022;59548;56786;54609;55047;54614;53626;52004;51348;50686;50812;51412;53354;55382;59176;62642;65628;67472;67496;67328;67442;67355;66668;66817;66511;67798;66801;68312;66227;65903;66072;64791;64497;64586;65009;66948;69704;70926;71826;73186;71493;69448;66964;64385;63176;61560;61898;63795;63054
 05/01/2022;61845;59621;57264;57574;57158;56318;55291;54366;53959;54353;55360;57223;59535;62999;66605;69208;72093;72741;72995;73609;73853;73310;73196;73012;73937;72930;74230;71241;71080;70730;69199;68901;68523;68733;70673;73384;74877;75884;77537;76252;74462;72069;70220;68462;66970;67948;69862;69073
 06/01/2022;68191;66063;63762;64469;64129;62703;61764;60749;60008;60292;61079;62741;65100;68835;72585;75569;77879;78215;78405;78643;78570;78033;77734;77076;77695;76566;76996;74733;74257;73618;72175;71726;70884;71402;72793;75073;76326;77809;79557;78364;76112;73781;72150;70584;68930;69280;71122;70877
 07/01/2022;69551;67902;65847;66569;65987;64697;63438;62471;61746;61684;62307;63913;66064;69350;72571;75215;77511;77981;78395;78286;78046;77973;77410;76869;77441;76470;77428;74331;73875;73025;71473;70890;70651;70549;71825;73890;75427;75981;76564;74869;72985;71341;69776;68438;67693;68069;70426;70520
 08/01/2022;69391;65646;63560;63856;63152;61414;59924;58790;57778;57432;57285;58058;58968;60142;61126;62520;64421;66067;67140;68643;68527;69117;68600;68990;70099;69964;71099;67757;66383;66125;63989;62987;62322;61776;62240;64405;66376;67459;68744;68000;66146;64691;63249;61936;60976;62192;64212;63961
 09/01/2022;62499;61130;59463;59916;59327;57784;56167;55091;54140;53659;53132;54111;54502;55404;55751;56879;58489;59951;61555;63412;64752;65884;66551;67162;68875;68637;70103;66243;64768;64491;62213;61877;61482;61436;62317;64703;66675;68378;70074;70115;68771;67356;66262;64743;63197;63925;65845;65235
 10/01/2022;63785;60574;58966;59558;59516;57999;56672;55768;54969;55147;55599;57846;60047;63723;66676;69359;71802;72066;72819;73174;73351;73372;73622;73675;74769;74066;75298;72501;71533;70890;68904;68390;68353;68555;69233;71104;73294;74761;76507;75242;73767;71387;69667;67706;66151;67087;68085;67372
 11/01/2022;65748;65448;63791;64251;64366;63280;61867;61311;60726;60769;61419;63358;65758;69225;72458;75428;77566;78019;78183;78304;77844;77454;77097;76697;77334;76539;77344;74375;73402;71896;70864;70304;70101;70608;71639;73827;76358;77785;79553;78719;77158;74947;73259;71454;69983;70645;71818;71077
 12/01/2022;69426;69963;68113;68362;68266;67324;66111;65191;64684;64876;65955;67639;69892;72966;76078;78576;81094;82023;82117;82370;82135;81723;81246;80906;81433;80400;81011;77506;76488;74634;73731;73353;72782;73257;74136;76514;79121;80455;82350;81500;80248;77830;76181;74138;72872;73931;74892;74342
 13/01/2022;73030;70846;69197;70087;69828;68579;67459;66544;65805;65841;66874;68626;70695;74248;77723;80925;83044;83632;83581;83693;83415;82741;82377;81563;82020;80404;81403;78311;76995;75879;74389;73768;72739;73539;74284;76477;78994;80676;82442;81533;79811;77713;76334;74481;73140;73559;75022;74606
 14/01/2022;73046;72030;70379;71369;70983;69834;68537;67819;67350;67222;67903;70040;71908;75307;78529;81662;83797;84476;84538;84310;83684;83273;82512;81549;81509;79798;80624;77434;76103;75000;73352;72741;72197;72398;73150;75553;78376;79534;80599;79553;78347;76850;75295;73734;72932;73580;75713;75586
 15/01/2022;74288;72785;70860;71666;71325;69786;68407;67444;66767;66546;66520;67771;68480;69749;70910;72275;74095;75867;76751;78221;77764;77948;77139;76936;77499;76442;77404;73962;71751;71049;68848;68095;67566;67722;68029;70573;73696;75609;77473;77093;75768;74306;72894;71471;70649;72031;73554;73832
 16/01/2022;72430;72662;70761;71473;71127;69829;68173;67245;66285;65868;65850;66570;66979;67669;68499;69338;70664;72143;73094;74734;75674;76332;76493;76537;77809;76991;78327;74194;71990;71413;68418;68174;67624;67675;68392;70325;72970;75343;77389;77435;76077;74728;73578;71914;70708;71398;73149;72960
 17/01/2022;71733;69745;68223;69092;69070;67780;66370;65461;64610;64802;66169;67929;69901;73664;76943;79839;82118;82755;82994;83590;83504;83407;83112;82798;83253;82181;83132;79915;78348;77994;75186;74721;74526;74719;75683;77355;80103;82317;84241;83236;81123;78799;76827;74782;73074;73852;75475;74832
 18/01/2022;73309;70732;69109;70332;70362;69018;67587;66900;66166;66025;67072;68695;70823;74351;77671;80924;83022;83908;83896;84290;83803;83757;83169;82861;83216;82172;83014;79724;78440;77896;75615;74919;74439;74827;76156;78194;81208;83378;85200;84210;82314;79981;77873;76045;74270;74693;76544;75511
 19/01/2022;73928;71265;69469;70606;70663;69370;68012;67191;66470;66497;67402;69031;71236;74384;77585;80258;82806;84242;84297;84840;84587;84573;84358;84254;84638;83901;84794;81135;80075;79394;77066;76718;76090;76211;77024;78795;81701;83679;85275;84131;82285;79546;77150;75230;73570;74202;75797;74863
 20/01/2022;73477;70792;69020;70260;70241;68691;67337;66436;65342;65434;66197;67855;69946;73520;77014;79921;82163;82979;82972;83412;83054;82701;82519;82246;82771;81766;83202;79746;78590;78307;75875;75323;74663;74984;75591;77191;80017;82240;84142;83107;81357;78913;76796;74943;73135;73569;75517;74817
 21/01/2022;73395;71202;69433;70396;70226;68854;67461;66754;65779;65750;66484;68399;70510;74035;77541;80390;82804;83361;83709;83973;83571;83324;82957;82354;82854;81562;82692;79274;78426;78027;75377;74655;74075;73945;74999;76839;79880;81572;82948;81713;80155;78149;75961;74293;73017;73476;75875;75420
 22/01/2022;74235;72194;70318;71076;70710;68971;67263;66291;65273;64897;64779;65875;66725;68174;69338;70615;72360;73539;74686;76299;76239;76459;76070;76140;77100;76173;77267;73541;71662;71134;68336;67176;66289;66486;67152;69059;72430;74903;76804;76374;74900;73148;71329;70111;68866;69937;71907;71819
 23/01/2022;70686;69242;67484;68355;67980;66575;64650;63768;62724;62155;62111;62710;63194;63989;64614;65347;66692;67580;68855;70375;71569;72192;72472;72801;74232;73347;74512;70313;68017;67335;64316;63613;62984;63591;64720;66677;70425;73241;75571;75698;74449;73002;71629;70047;68515;69272;71460;71030
 24/01/2022;70011;68105;66681;67604;67644;66659;65312;64410;63649;63934;65461;67238;69540;73416;76829;79654;82276;82408;82838;83123;82912;82601;82086;81683;81915;80597;81179;77758;76051;75263;72552;71721;71421;71594;72786;74398;78020;80801;83150;82128;80404;77782;75525;73575;71387;72343;74253;73695
 25/01/2022;72232;71419;69710;70763;70894;69673;68447;67725;66909;67058;68024;69759;72205;75746;78949;82175;84309;84711;84776;84941;84242;83920;83270;82838;82982;81803;82600;78990;77471;76431;74694;73685;73003;73205;74374;75915;79258;81883;84166;82974;81320;78985;76918;74991;72844;73444;75644;74701
 26/01/2022;73233;72294;70366;71817;71884;70544;69266;68493;67821;68025;68867;70717;73017;76246;79203;81961;84391;85539;85914;86203;85815;85397;84881;84506;84673;83448;84108;80290;78900;77947;76047;74967;74120;74222;75193;76562;79878;82404;84502;83457;81954;79390;77236;75252;73505;74293;76230;75340
 27/01/2022;74013;73343;71571;73176;73189;71676;70282;69399;68554;68766;69469;71253;73418;77035;80155;83294;85495;86140;86563;86461;85952;85543;84954;84452;84616;83201;84024;80412;78722;77551;75603;74460;73621;73962;74596;75910;79266;82123;83616;82483;80477;78193;76198;74321;72518;72937;74973;74232
 28/01/2022;72787;71278;69432;71004;70824;69358;67875;67051;66068;66246;66950;68478;70732;74064;77109;80207;82356;82842;82881;82617;82240;82115;81546;81026;81337;80032;80958;77337;75884;74553;72580;71538;70728;70506;71496;72737;76017;78315;79459;78417;76929;74951;73261;71766;70419;70883;73077;72692
 29/01/2022;71404;69710;67573;68517;68022;66296;64627;63382;62464;61873;61775;62463;63160;64428;65403;66604;68090;69269;70108;71517;71810;72364;72043;72278;73274;72792;73890;70478;68452;66694;65232;64005;63040;62422;62719;63870;66758;69233;70984;70778;69358;67862;66381;65343;64464;65294;67209;67167
 30/01/2022;65871;63922;62103;62992;62378;61014;59073;58140;57361;56440;56222;56787;57041;57849;58333;59124;60091;61094;62342;63903;65184;66178;66614;67200;68815;68499;69754;65976;63770;61872;60325;59676;58837;58456;58752;60393;63993;67169;69485;69689;68728;67577;66415;65146;63946;64537;66650;66342
 31/01/2022;65182;62856;61355;62124;61798;60936;59256;58418;57704;57713;58804;60503;62660;66330;69309;72283;74577;74915;75553;75778;75780;75701;75692;75857;76644;76017;77266;74531;73204;72213;70377;69712;69220;68961;69143;70281;73764;76435;78453;77425;75547;73149;70813;69210;67537;68190;69896;69431
 01/02/2022;67978;65639;64130;64777;64597;63592;62082;61220;60574;60569;61455;63102;65323;68866;71860;75151;77033;77418;77819;77635;77212;77227;76818;76814;77451;76748;77818;75445;73642;72046;70969;69974;69115;68974;69129;70213;73023;75676;77316;76323;74220;71841;69478;67753;65909;66309;68050;67245
 02/02/2022;65809;63812;61978;62635;62243;60910;59443;58413;57804;57615;58445;60069;61898;64706;67683;70298;72059;73091;73234;73279;73369;73353;73301;73482;74237;73550;74743;72079;70777;69038;68090;67021;66195;66123;66442;67645;70447;73366;75137;74320;72546;69826;67482;65730;64175;64598;66378;65559
 03/02/2022;64462;62467;60781;61701;61376;60156;58523;57767;57220;57031;57809;59673;61716;65086;68376;71461;73210;73636;74001;74143;74223;73503;73149;73273;73861;72813;73971;71547;69893;68561;67388;66536;66000;66100;66551;68040;71172;74123;75666;75022;73047;70586;68172;66629;64825;64817;66762;66047
 04/02/2022;64708;62707;61007;61577;60998;59950;58262;57499;56990;56548;57404;59023;61052;64421;67406;70547;72341;72601;73270;73420;73222;72590;72113;72126;72907;71696;73016;70246;68706;67331;66073;65266;64710;64163;64783;66121;69359;72024;73402;72595;70804;68693;66562;65389;63992;64287;66375;65883
 05/02/2022;64829;62374;60500;60889;60174;58917;57289;56139;55646;54877;55150;56123;56719;58264;59267;60646;61828;62705;63805;65017;65158;64996;64557;64897;66044;65150;66819;63743;61765;60107;59263;58461;57737;57553;57881;59360;62593;65603;67893;67652;66189;64576;63127;62062;60852;61879;64073;64102
 06/02/2022;63013;61338;59674;60219;59686;58219;56302;55248;54479;53567;53376;54109;54180;54975;55348;55989;56399;57097;58283;59730;60768;61531;61912;62511;64305;63620;65174;62544;59862;58077;57000;56286;55354;55558;55995;57190;60085;63459;65924;65828;64561;63029;61732;60301;58750;59430;61472;61020
 07/02/2022;59775;58012;56382;57061;56987;55814;54266;53402;52867;52807;54209;56212;58475;62033;65117;68113;70057;70346;70884;70996;70540;69889;69466;69392;69883;68802;69912;67266;66001;64833;63503;62805;62409;62499;63206;64280;67504;71080;73575;72745;70959;68750;66506;65033;63218;63952;66031;65548
 08/02/2022;63990;62477;60604;61278;61275;60076;58559;57845;57289;57160;58285;60008;62321;65802;68802;71925;73518;73500;73744;73309;72685;71885;71172;70980;71387;70370;70947;67837;66722;65112;64049;63168;62401;62154;62845;63833;66680;70106;72454;71738;69961;67785;65728;64334;62521;63191;65202;64421
 09/02/2022;62988;62710;60752;61565;61456;60191;58857;58071;57543;57481;58663;60320;62784;65926;68851;71516;73140;74116;74269;73835;73421;72548;71676;71249;71521;70531;71076;67829;66683;64748;63730;62937;62174;61946;62535;63536;66319;70091;72619;72008;70496;68052;66193;64488;62969;63715;65544;64801
 10/02/2022;63501;62856;61008;61793;61739;60621;59098;58236;57560;57486;58359;60143;62457;65744;68695;71488;72963;73577;73787;73883;73477;72583;71926;71747;71898;70835;71867;69034;67814;66504;65189;64359;63979;63855;64492;65372;68230;71825;74217;73488;71536;69456;67237;65613;64172;65052;66253;65752
 11/02/2022;64277;62918;61315;61656;61192;60510;59046;58417;57788;57908;59006;60823;63215;66498;69544;72689;74215;74811;75361;75227;74599;73799;73149;72476;72744;71518;72582;69299;68126;66924;65274;64218;63758;63509;64162;65192;68047;71396;73578;72898;71580;69902;68276;66866;65894;67182;68473;68178
 12/02/2022;66948;65731;63849;64096;63406;62285;60869;59882;59182;58852;59217;59979;61046;62372;63255;64587;65576;66709;67834;68749;68614;68159;67517;67199;68190;67094;68081;64094;62414;60780;59182;58207;57714;57521;58165;59493;62241;65913;68833;68839;67638;66329;65164;63969;62943;64251;66012;66090
 13/02/2022;64807;63872;62111;62785;62280;60685;59021;58231;57319;56850;56585;57365;57907;58351;58755;59121;59416;60223;61170;62355;62802;63172;63235;63234;64737;63819;64959;61114;58621;57424;55296;54641;53760;53548;54200;55107;57288;61500;64312;64627;63587;62391;61453;59984;58928;59767;61617;61382
 14/02/2022;60119;58505;56719;57531;57469;55980;54613;54016;53211;53507;54674;56726;59025;62235;65458;67902;69613;70379;70973;71117;70472;70258;70033;69864;70647;69985;71489;68796;67824;67234;65236;64517;64024;63871;64423;64808;67221;71434;74146;73168;71315;69381;67210;65519;64240;64935;66373;65996
 15/02/2022;64331;62446;60539;61032;61135;59862;58464;57825;57242;57232;58189;59965;62033;65557;68660;71280;72751;73239;73490;73296;72366;71887;71528;71377;71958;71180;72439;69394;68530;68329;66183;65550;65164;64657;65356;65525;67930;71473;74276;73400;71520;69376;67381;65889;64045;65232;66049;65439
 16/02/2022;63951;61459;59357;59690;59390;58101;56545;55739;55052;54732;55464;56897;58695;61225;64092;66171;67070;68641;68858;68849;68446;68268;68277;68524;69442;68776;69906;66893;66192;65707;63407;62627;61822;61000;60914;60867;62421;66061;68635;67843;66347;63953;62208;60658;58930;59641;61344;60621
 17/02/2022;59114;56974;54913;55479;55373;53808;52193;51420;50472;50409;50985;52646;54357;57449;60382;62646;63674;64478;64810;65240;64995;64516;64262;64475;65272;64211;65344;62695;61945;61174;59431;58826;58337;57978;58156;58868;61130;64695;67274;66634;65132;63189;61204;59622;57927;58589;60311;59908
 18/02/2022;58291;56988;55170;55318;55263;53818;52332;51734;50662;50802;51540;53027;54857;57900;60650;62985;64083;65023;65336;66132;65306;64796;64266;63946;64212;62842;64170;60981;60160;59408;57425;56677;56076;55737;56257;57295;60034;63335;65829;65341;64271;62640;61048;59420;58203;59096;61343;60954
 19/02/2022;59635;57786;55785;55836;55576;54175;52674;51739;50701;50569;50815;51553;52146;53350;54264;55021;55739;57365;58509;60068;59901;59829;59412;59500;60598;59758;61348;58075;56756;55601;54077;53231;52674;52382;52918;53878;56542;60095;63340;63178;62179;60977;59576;58522;57435;58670;60882;60969
 20/02/2022;59781;57292;55409;55594;55253;53644;52012;51078;49860;49276;48729;49289;49206;49530;49758;49660;49793;50867;51933;53548;54283;54919;55230;55701;57576;56887;58320;55264;53018;52186;50222;49498;48981;48274;48659;49567;52010;55866;59435;59799;58906;57615;56539;55307;53923;55029;57150;56915
 21/02/2022;55644;54290;52480;53077;53105;51943;50648;50025;49198;49355;50423;52250;54387;57411;60377;62549;63897;65170;65752;66164;65653;65259;64971;64984;65725;64843;66014;63735;62826;62331;60198;59434;58762;58193;58346;58876;61138;65114;68513;68242;66622;64407;62298;60766;59330;60219;62313;61956
 22/02/2022;60439;59289;57379;57863;57926;56713;55382;54498;53654;53693;54603;56176;58207;61597;64340;66546;67814;68377;68742;68806;68256;67506;66882;66696;67196;65859;66946;64202;63441;62485;60998;60115;59613;58773;58981;59458;61638;64788;68003;67844;66121;63946;62038;60716;59168;60029;62118;61609
 23/02/2022;60211;59243;57385;57859;57778;56509;55350;54633;53861;54232;55260;56916;59068;62008;64995;67048;68083;69673;70113;70185;69996;68971;68582;68465;68792;67538;68564;65425;64541;63228;61589;60680;60050;59505;59623;60682;62528;65992;69717;69477;68100;65848;63998;62576;61079;61262;63945;63425
 24/02/2022;62122;60303;58396;59046;59080;57547;56330;55387;54471;54600;55462;57074;59099;62135;65052;67524;68354;69428;69793;69787;69328;68369;68100;67872;68192;67088;68087;65412;64494;63595;62039;61396;60853;60621;61036;61799;63828;67203;70535;70305;68698;66613;64432;63011;61610;61847;64288;63882
 25/02/2022;62384;60484;58760;59243;59137;57753;56547;55944;54986;55205;56340;57987;59913;63144;66201;68831;69714;70874;71120;71301;70316;69370;68740;68255;68471;67077;68448;65292;64069;63872;61316;60519;59864;59267;59761;60623;62929;66145;69614;69560;68270;66474;64878;63579;62464;63152;65781;65427
 26/02/2022;64166;62521;60671;61239;60833;59456;57922;57143;56262;55981;56573;57333;58152;59522;60612;61388;61723;63076;63979;64414;63981;62827;62031;61460;61939;60710;61723;58091;56248;55754;53243;52623;51762;51808;52601;53610;56178;59527;63698;64335;63525;62133;61139;60258;59337;60958;63062;63103
 27/02/2022;62098;61419;59706;60613;60322;58698;57187;56419;55764;55197;55209;56172;56586;57484;58218;58549;58579;59623;60487;60905;61393;60841;60474;60221;61268;60146;60892;57309;54748;53602;51985;51433;51003;50537;51289;52415;55021;58677;63442;64299;63699;62358;61800;60732;59455;60692;62862;62703
 28/02/2022;61448;60931;59331;60443;60676;59512;58241;57764;57198;57520;58988;61089;63505;66633;70059;72279;73330;74264;74265;73415;72620;70864;69866;69179;68714;67330;67669;65048;63320;62021;60496;59789;59286;58596;59112;59685;61654;65264;70147;70066;68552;66512;64792;63421;62031;63103;64848;64508
 01/03/2022;62960;62020;60250;61116;61357;60276;58954;58314;57621;57599;58977;60660;62968;66289;69436;71501;72672;73324;73192;72407;71463;70294;69685;69146;69054;67950;68641;65834;64629;63628;62318;61601;61313;60593;61047;61582;63692;66855;71242;71330;69407;67268;65393;63937;62176;63455;64738;64358
 02/03/2022;62774;60634;58867;59797;59985;58729;57422;56919;56212;56140;57251;58931;61292;64491;67486;69306;70119;71674;71772;71517;70910;70125;69500;69170;69371;68383;69480;66418;65516;64444;63124;62265;62023;61661;61701;62464;64383;67484;72128;71782;70022;67691;65680;64100;62367;63404;64871;64181
 03/03/2022;62650;60177;58375;59413;59388;57835;56398;55545;54778;54656;55488;57209;59440;62798;65931;67889;68547;69373;69393;69172;68444;67633;67011;66649;66860;66002;66850;64349;63267;62072;60875;60180;59697;59240;59567;60325;62364;65030;69888;69522;67733;65699;64014;62468;60800;61673;63188;62834
 04/03/2022;61270;58575;56709;57783;57545;55934;54727;53948;53221;53258;54473;56014;58179;61622;64799;66761;67754;68618;68515;68404;67473;66717;65751;65134;65421;64363;65583;62417;61160;60207;58303;57462;56884;56438;56691;57883;60096;62845;67851;67819;66534;64542;63186;61851;60652;61765;63617;63176
 05/03/2022;61801;59952;58072;58878;58602;57105;55553;54678;53738;53462;54064;54801;55758;57380;58781;59090;59644;60986;61550;62218;61883;61250;60724;60188;60862;60161;61658;57895;56359;55374;53766;53007;52265;52303;52642;53869;56260;59000;64078;64755;63738;62125;61097;60136;59148;60730;62711;62858
 06/03/2022;61733;59098;57350;58486;58169;56539;54963;54141;53251;52813;52738;53710;54198;55445;56240;56143;56219;57526;58351;59025;59760;59981;60134;60103;61556;60962;62445;58506;56437;55358;53980;53101;52698;52388;52911;54440;56772;59765;65449;66403;65660;64120;63231;62088;60597;61927;64149;63738
 07/03/2022;62724;60210;58669;59847;60103;58875;57606;56984;56439;56904;58146;60341;63024;66776;69970;72055;73113;74230;74383;73829;73103;72092;71286;70542;70729;69641;70602;67631;66265;65424;63662;62842;62142;61780;61849;62792;64483;67509;72845;73064;71618;69285;67412;65871;64453;65254;67339;66723
 08/03/2022;65532;63812;62066;63293;63361;62254;60859;60127;59588;59722;60833;62621;65116;68694;71773;73752;74939;75424;75144;74361;72947;71938;70883;69930;69996;68527;69370;66250;64994;64516;62117;61410;60786;60326;60505;61220;63131;65717;71135;70841;69170;66744;64809;63476;61853;62934;64788;64190
 09/03/2022;63054;61931;60134;61358;61208;60096;58713;58088;57537;57519;58452;60353;62842;66065;69091;70715;71742;72824;72767;72213;71094;70185;69121;68355;68499;66980;67958;64572;63404;62981;60222;59274;58564;58018;57901;58788;60568;63029;68287;68382;66994;64450;62666;61326;59974;60803;62570;61961
 10/03/2022;60837;59028;57549;58248;58218;57328;55558;54637;54006;53863;54771;56755;59175;62211;65548;67073;67875;68290;68059;67542;66369;65407;64706;64013;64179;63159;64061;61204;60263;59699;57790;57031;56471;55790;56400;57254;59144;61281;66264;66511;64721;62552;60811;59605;57860;58898;60459;59828
 11/03/2022;58770;56800;55058;55727;55526;54431;52803;52032;51219;51192;52473;54229;56415;59546;62436;64124;65056;65887;65706;65265;64303;63744;62998;62426;62962;62154;63491;60121;59289;59049;56787;55998;55652;54965;55329;56614;58491;60459;64848;65442;63747;61557;60006;58541;57116;57991;59648;59142
 12/03/2022;57893;55335;53537;54076;53709;52450;50474;49507;48720;48209;48566;49313;50235;51660;52524;52879;53515;54924;55570;56456;56253;56050;56096;55872;57026;56736;58532;54746;53540;53501;51034;50432;49687;49311;49753;50689;52645;54855;59008;60597;59143;57375;56170;55044;53941;55180;57053;57095
 13/03/2022;55898;53654;51692;52462;52023;50556;48642;47680;47011;46356;45888;46714;47043;47965;48255;48016;48289;49364;50397;51445;52262;52839;53610;54156;55675;55424;57371;53454;51944;51209;49375;48560;48007;47531;47901;49264;51525;54322;59798;61062;60004;58152;57074;55893;54508;55057;57570;57297
 14/03/2022;56193;54346;52663;53508;53664;52449;51124;50462;49910;50233;51091;53460;56138;59738;62624;64269;65277;65922;65909;65295;64404;63252;62815;62462;62737;61749;62786;59894;58927;57898;56163;55388;54828;54110;54425;55447;56889;59713;64465;65508;63249;60755;58852;57290;55782;56126;58308;57781
 15/03/2022;56569;54532;52897;53194;53254;52352;50543;49715;48969;48954;49751;51535;53829;57191;59992;61453;62829;62939;62809;62336;61278;60554;60132;60212;60507;59369;60449;57535;56713;56024;54067;53575;52926;51831;51825;52306;53610;55678;59463;60771;59037;56577;54745;53522;51929;52800;54688;54069
 16/03/2022;52902;51987;50110;51001;50802;49600;48347;47506;46906;47092;47794;49696;51862;55484;57840;59239;60591;61312;61546;60924;59970;59163;58412;58448;58955;57927;59151;56145;55157;54330;52529;51832;51367;50957;50595;51525;53141;55209;58992;60008;58416;55736;53927;52310;51123;51564;53446;52964
 17/03/2022;51813;50664;49085;49557;49243;47713;46606;45663;45163;45181;45832;47728;49945;53691;56389;58215;59426;60297;60718;60823;60446;59803;59824;59684;60278;59558;60759;58309;57255;56441;54909;54200;53583;53015;53015;53880;55706;57841;61769;62961;61669;59075;57135;55623;54144;54788;56698;55992
 18/03/2022;54942;53929;52504;52718;52279;50871;49533;48848;48331;48479;49492;51235;53413;56859;59361;60888;62340;63030;63368;62934;62483;61795;61122;60790;60931;59793;60887;58009;56811;55600;53884;53024;52273;51668;51179;52058;53584;55633;59050;60400;59297;57011;55556;54248;53230;53803;56328;55741
 19/03/2022;54595;53232;51835;52054;51481;50123;48471;47519;46787;46598;46653;47518;48584;49877;50364;50628;52096;53391;54343;55236;54866;54198;53728;53625;54524;53871;54991;51684;50151;49004;47430;46737;45878;45463;45319;45939;47300;49477;52768;55028;54195;52533;51516;50555;49904;51170;53494;53557
 20/03/2022;52638;51221;49725;50319;50051;48517;47033;46131;45493;45014;44789;45512;45938;46834;46695;46958;47989;49032;50273;51228;51801;51898;51987;52598;54075;53509;55193;51201;49389;48644;46753;46223;45375;44475;44544;45227;46932;49199;53675;56079;55835;54177;53348;52191;51136;52048;54018;53724
 21/03/2022;52831;51727;50059;50767;50781;49286;48106;47311;46947;46966;48223;50299;52607;56507;58737;60667;61871;62462;62487;62004;61094;60021;59343;58965;59486;58627;60009;57414;56449;56040;54216;53346;52715;51986;51673;51971;53237;55201;59214;61195;59781;57482;55757;54349;53229;54227;55825;55073
 22/03/2022;54138;52709;51183;51507;51272;50391;48886;47983;47688;47586;49038;50876;53293;56869;59372;61542;63061;63654;63726;63583;62517;61433;60818;60324;60602;59522;60685;58047;57010;57091;54911;54066;53438;52746;52236;52922;54311;56648;60144;62551;61423;59260;57332;55999;54458;55426;57157;56734
 23/03/2022;55464;53508;52098;52717;52383;51258;50094;49136;48781;48997;50168;51701;54259;57396;59346;61332;62808;63764;63799;63311;62321;61306;60309;59864;60188;59022;60224;57419;56039;56175;53711;52884;52277;51774;50943;51858;53511;55804;59180;61526;60336;58139;56480;54969;53513;54686;56317;55959
 24/03/2022;54770;53096;51539;52453;52576;51089;49928;48983;48438;48678;49715;51297;53741;56822;59096;61281;62467;62769;62510;61911;60766;59495;58738;58024;58074;57072;58129;55512;54335;54263;52517;51545;50926;50100;50013;50534;51974;53704;56845;59311;58281;56274;54638;53332;51879;53075;54808;54582
 25/03/2022;53431;51676;49717;50413;50518;49060;47841;47153;46624;46911;48365;49860;52166;55114;57160;59496;60645;61037;60766;59906;58971;57750;57001;56227;56365;55447;56818;53760;52595;52511;50832;49836;49093;48099;47757;48382;49867;51428;54202;56882;56218;54561;52972;51931;50958;51874;53999;53714
 26/03/2022;52483;50698;48752;49362;48901;47388;46057;45145;44434;44182;44713;45420;46392;47568;47674;48477;49248;50001;50208;50763;50083;49386;48943;48442;49599;49136;50543;47365;45795;45553;43887;42835;42111;41471;41288;41636;42993;44531;47458;50921;50453;49120;47977;47107;46394;47912;49890;50364
 27/03/2022;49212;47492;45611;45611;46387;46387;46486;45640;43407;42366;41655;41695;41499;42212;43181;42684;42381;43285;43978;45291;46151;46497;46669;46842;48253;47612;50042;46380;44695;43757;42478;41279;40589;39591;39006;38924;39764;41139;43221;44857;45821;47601;47835;46625;45607;46663;48041;47909
 28/03/2022;47204;44681;43018;44283;44198;42599;41491;40862;40338;40506;41368;43347;45446;49244;52814;55031;55902;56697;56796;56538;56039;55096;54811;53972;54525;53691;55573;52638;51563;51169;49640;48621;47945;46971;46496;45930;46953;47999;49677;51179;51411;52525;51808;50603;48642;50134;50374;50293
 29/03/2022;48919;46779;44957;44895;44633;43987;42238;41090;40455;40103;41082;42423;44607;47543;50725;53423;53880;54942;55368;55714;55715;55428;55336;55231;56084;55780;56986;54289;53674;53684;51748;50862;50510;49430;49721;49262;50391;51676;53675;54253;54607;55232;53998;52552;50621;51367;52907;52460
 30/03/2022;51138;48672;46864;46785;46378;45202;44165;43278;42485;42471;43064;44351;46565;49008;52028;53943;55394;57075;57547;58660;58700;59272;59382;59788;60888;60084;61846;59354;58290;58759;56486;55487;54906;53876;53363;53217;54205;55315;57786;58401;58068;57816;57946;56038;54078;55153;56868;56502
 31/03/2022;55106;52188;50264;51293;50383;48888;47976;46936;46216;46036;46576;48337;50682;53760;57217;59623;60944;61974;62446;63318;63303;63594;63229;63325;64038;62789;64176;61869;60711;60316;58664;57343;56260;55257;54704;54894;56259;57239;60069;61136;61303;61338;60637;59050;57355;58898;60032;59542
